,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2
571,5.55,6.60,1.06,6.60,4.73,5.66,0.93,0.01,5.70,9.96,5.12,426.45,4.81,5.86
572,5.33,6.79,1.46,6.79,4.50,5.83,1.33,0.03,7.62,12.61,6.13,498.96,4.77,6.23
573,7.16,6.78,0.38,7.16,6.10,5.69,0.42,0.03,5.43,8.56,3.94,312.48,6.27,6.15
574,6.50,5.81,0.69,6.50,5.67,5.04,0.63,0.02,5.49,9.82,5.16,433.41,5.90,5.24
575,6.58,6.62,0.04,6.62,5.69,5.54,0.15,0.02,5.71,9.20,4.35,349.61,6.04,5.97
576,5.37,6.33,0.96,6.33,4.64,5.26,0.62,0.01,8.04,13.33,6.50,529.02,4.56,5.68
577,5.47,5.89,0.42,5.89,4.67,5.02,0.35,0.00,7.92,13.83,7.10,591.05,4.81,5.11
578,6.02,7.09,1.07,7.09,4.99,6.12,1.13,0.11,8.29,12.04,5.00,375.73,5.36,6.24
579,5.56,4.82,0.73,5.56,4.54,4.07,0.47,0.00,6.13,12.27,7.06,614.51,4.78,4.23
580,6.25,5.16,1.09,6.25,5.19,4.33,0.87,0.00,6.32,11.81,6.44,549.13,5.33,4.68
581,6.94,7.15,0.21,7.15,6.09,6.16,0.07,0.07,7.66,11.15,4.64,348.94,6.29,6.35
582,5.16,5.24,0.08,5.24,4.23,4.34,0.12,0.00,7.62,14.03,7.55,640.42,4.26,4.56
583,5.21,5.09,0.12,5.21,4.24,4.20,0.04,0.01,6.31,12.63,7.27,631.94,4.36,4.25
584,5.53,5.34,0.18,5.53,4.76,4.52,0.24,0.00,6.78,12.27,6.51,549.09,4.68,4.72
585,5.50,5.85,0.35,5.85,4.55,4.89,0.33,0.00,7.93,13.63,6.89,569.62,4.90,5.06
586,5.67,5.58,0.09,5.67,4.80,4.72,0.08,0.00,5.95,11.70,6.65,575.83,4.81,4.74
587,5.03,6.03,1.00,6.03,4.07,5.05,0.98,0.00,6.46,12.06,6.57,560.44,4.15,5.36
588,6.95,6.26,0.69,6.95,5.81,5.29,0.52,0.01,6.54,10.68,5.12,414.18,6.01,5.32
589,5.51,5.57,0.06,5.57,4.62,4.68,0.06,0.00,6.42,12.64,7.18,621.97,4.77,4.59
590,7.26,7.10,0.16,7.26,6.26,6.10,0.16,0.04,6.77,10.27,4.52,350.06,6.36,6.49
591,7.20,5.66,1.55,7.20,6.25,4.66,1.59,0.03,6.34,10.74,5.35,440.37,6.42,4.54
592,5.21,6.03,0.82,6.03,4.25,5.17,0.92,0.01,5.97,11.46,6.38,548.25,4.36,5.23
593,5.60,5.54,0.06,5.60,4.90,4.66,0.24,0.00,6.02,11.76,6.64,573.36,4.97,4.67
594,6.61,5.19,1.43,6.61,5.67,4.16,1.51,0.05,6.19,10.74,5.47,454.57,6.30,4.39
595,5.80,6.35,0.56,6.35,4.93,5.48,0.55,0.00,7.30,11.67,5.46,436.43,5.08,5.82
596,7.05,6.52,0.54,7.05,5.97,5.58,0.38,0.04,10.46,13.63,4.74,316.91,6.22,5.99
597,5.25,5.09,0.16,5.25,4.37,4.39,0.02,0.00,7.45,13.17,6.84,572.42,4.40,4.63
598,5.28,5.44,0.16,5.44,4.46,4.56,0.10,0.00,8.34,14.17,7.08,582.52,4.73,4.65
599,7.47,6.66,0.81,7.47,6.11,5.74,0.36,0.03,7.66,10.67,4.16,300.84,6.38,6.10
600,5.31,4.93,0.38,5.31,4.49,4.20,0.29,0.00,8.82,14.59,7.10,577.21,4.43,4.29
601,6.74,5.20,1.55,6.74,5.71,4.38,1.33,0.01,6.64,11.22,5.58,457.94,6.33,4.50
602,6.66,5.04,1.62,6.66,5.67,4.30,1.37,0.00,7.23,12.45,6.30,522.01,5.97,4.32
603,5.19,5.26,0.07,5.26,4.38,4.49,0.11,0.00,4.96,10.65,6.43,569.13,4.64,4.63
604,6.93,5.29,1.64,6.93,5.95,4.41,1.54,0.02,8.25,12.67,5.66,442.28,6.29,4.45
605,4.95,6.90,1.95,6.90,4.06,5.77,1.71,0.04,5.29,10.51,6.01,521.50,4.25,6.19
606,7.05,5.49,1.56,7.05,6.00,4.50,1.50,0.03,6.44,10.88,5.40,443.38,6.41,4.69
607,5.05,5.26,0.21,5.26,4.31,4.45,0.14,0.00,7.41,13.85,7.56,644.47,4.55,4.63
608,5.92,5.41,0.51,5.92,4.95,4.63,0.32,0.00,6.53,11.99,6.45,546.71,5.04,4.76
609,6.91,5.53,1.38,6.91,5.76,4.58,1.18,0.02,5.60,10.02,5.26,441.92,6.06,4.75
610,5.46,5.51,0.04,5.51,4.58,4.66,0.08,0.00,6.08,11.33,6.16,525.09,4.61,4.62
611,6.23,4.98,1.24,6.23,5.09,4.32,0.77,0.03,7.62,13.21,6.74,559.33,5.12,4.35
612,5.25,5.28,0.04,5.28,4.32,4.35,0.03,0.00,6.57,12.49,6.90,591.67,4.24,4.37
613,5.25,5.22,0.03,5.25,4.41,4.38,0.04,0.00,6.04,12.57,7.44,652.97,4.49,4.47
614,5.21,5.10,0.11,5.21,4.46,4.07,0.39,0.00,6.29,12.83,7.48,654.05,4.59,4.12
615,5.78,4.89,0.89,5.78,4.58,4.19,0.39,0.00,6.81,13.00,7.22,619.69,4.63,4.34
616,6.76,5.41,1.34,6.76,5.71,4.51,1.20,0.00,7.48,11.99,5.63,450.92,6.24,4.52
617,5.25,5.99,0.74,5.99,4.39,5.18,0.78,0.00,7.12,13.03,6.98,591.03,4.53,5.25
618,6.26,5.15,1.11,6.26,5.36,4.41,0.95,0.00,8.26,13.89,6.87,563.49,5.58,4.46
619,6.21,5.19,1.02,6.21,5.20,4.31,0.89,0.00,5.48,11.08,6.42,560.21,5.17,4.53
620,6.78,5.26,1.52,6.78,5.58,4.39,1.19,0.04,6.30,11.18,5.82,487.49,6.07,4.50
621,6.78,5.50,1.28,6.78,5.91,4.71,1.20,0.02,5.60,10.63,5.87,502.88,6.14,4.87
622,5.73,6.72,0.99,6.72,4.95,5.78,0.83,0.01,6.38,11.13,5.71,475.63,4.97,6.04
623,5.34,5.48,0.14,5.48,4.49,4.47,0.02,0.00,7.97,14.17,7.40,620.92,4.44,4.59
624,5.26,5.60,0.33,5.60,4.35,4.67,0.32,0.00,9.44,15.53,7.50,608.87,4.42,4.61
625,5.21,6.76,1.55,6.76,4.37,5.81,1.45,0.02,6.84,12.18,6.37,534.36,4.44,6.10
626,5.66,5.09,0.56,5.66,4.81,4.34,0.48,0.00,8.02,13.82,7.01,580.33,4.76,4.24
627,6.01,6.87,0.86,6.87,5.17,5.77,0.61,0.01,5.13,9.07,4.71,394.14,5.49,6.13
628,5.62,6.95,1.34,6.95,4.85,5.86,1.01,0.02,6.83,10.77,4.96,393.45,4.98,6.44
629,5.07,4.83,0.24,5.07,4.10,3.92,0.18,0.00,7.96,14.34,7.58,638.13,4.24,4.12
630,6.86,4.95,1.91,6.86,5.92,4.22,1.69,0.00,7.60,12.33,5.87,473.05,6.24,4.50
631,5.30,5.51,0.22,5.51,4.32,4.74,0.42,0.00,7.08,12.85,6.83,576.97,4.44,4.81
632,6.99,6.09,0.91,6.99,6.06,5.15,0.92,0.03,7.40,11.54,5.25,414.18,6.34,5.35
633,5.85,5.55,0.30,5.85,4.92,4.64,0.29,0.00,8.71,14.27,6.86,555.81,4.96,4.68
634,5.93,4.88,1.05,5.93,5.08,3.96,1.13,0.00,6.04,11.85,6.72,581.30,5.27,4.09
635,5.27,5.58,0.32,5.58,4.46,4.51,0.05,0.00,5.67,11.44,6.62,576.48,4.69,4.72
636,7.12,5.63,1.48,7.12,5.96,4.65,1.31,0.00,7.02,11.61,5.64,459.11,6.23,5.00
637,5.05,6.81,1.76,6.81,4.33,5.89,1.56,0.02,8.34,13.35,6.26,500.74,4.30,6.12
638,7.02,7.07,0.05,7.07,6.11,5.91,0.19,0.02,6.47,9.73,4.23,325.97,6.43,6.25
639,5.33,7.22,1.90,7.22,4.39,6.19,1.80,0.05,4.25,8.60,4.99,435.16,4.62,6.39
640,5.51,6.97,1.45,6.97,4.47,6.03,1.56,0.03,4.63,9.72,5.79,509.27,4.63,5.93
641,5.49,5.00,0.49,5.49,4.64,4.13,0.51,0.00,5.10,12.09,7.75,698.55,4.82,4.12
642,5.10,7.14,2.04,7.14,4.18,6.04,1.85,0.04,5.41,9.81,5.21,439.70,4.42,6.17
643,5.74,6.55,0.81,6.55,4.86,5.51,0.65,0.02,8.05,13.15,6.31,510.01,5.01,5.67
644,5.04,5.07,0.03,5.07,4.31,4.24,0.07,0.00,5.83,11.61,6.65,577.52,4.45,4.27
645,6.00,5.90,0.10,6.00,5.01,4.93,0.07,0.00,7.47,12.67,6.32,520.21,5.08,5.00
646,6.43,5.54,0.89,6.43,5.59,4.65,0.94,0.03,9.25,14.08,6.22,483.64,6.02,4.76
647,5.34,7.01,1.67,7.01,4.53,6.01,1.48,0.04,5.61,9.74,4.98,413.57,4.58,6.49
648,5.76,6.81,1.05,6.81,5.00,5.73,0.73,0.01,8.46,12.68,5.48,421.08,5.11,6.15
649,5.18,5.24,0.07,5.24,4.40,4.35,0.05,0.00,6.19,12.50,7.24,631.71,4.45,4.23
650,5.22,5.18,0.04,5.22,4.35,4.23,0.12,0.00,4.89,11.88,7.73,699.25,4.23,4.40
651,5.35,5.00,0.34,5.35,4.45,4.26,0.20,0.01,6.49,12.37,6.85,587.40,4.73,4.37
652,5.54,6.77,1.23,6.77,4.64,5.78,1.14,0.01,6.36,10.89,5.48,452.62,5.01,6.07
653,5.37,4.94,0.43,5.37,4.39,4.13,0.26,0.00,6.22,12.49,7.21,627.33,4.36,4.18
654,6.47,6.98,0.51,6.98,5.63,5.94,0.31,0.01,5.81,9.50,4.57,369.46,5.77,6.25
655,5.78,5.97,0.20,5.97,4.78,5.13,0.34,0.00,7.46,12.97,6.63,551.34,4.66,5.26
656,6.07,7.15,1.08,7.15,5.09,6.08,0.99,0.02,6.08,10.03,4.86,394.99,5.42,6.39
657,5.25,6.59,1.33,6.59,4.38,5.46,1.08,0.03,7.48,12.16,5.80,468.26,4.49,5.79
658,6.65,5.81,0.83,6.65,5.50,4.94,0.55,0.00,7.12,11.83,5.78,471.27,5.76,4.87
659,5.13,7.09,1.96,7.09,4.36,5.93,1.57,0.04,5.31,9.93,5.41,461.81,4.34,6.12
660,6.91,7.32,0.42,7.32,5.86,6.19,0.33,0.23,7.00,9.17,3.21,216.47,6.22,6.84
661,6.81,5.55,1.26,6.81,5.83,4.74,1.09,0.02,6.24,10.78,5.47,453.76,6.22,4.83
662,4.98,7.22,2.25,7.22,4.25,6.00,1.75,0.01,7.28,12.35,6.16,506.54,4.56,6.20
663,5.00,5.30,0.31,5.30,4.17,4.45,0.27,0.00,7.21,13.32,7.18,610.25,4.54,4.48
664,5.16,6.04,0.88,6.04,4.48,5.13,0.65,0.00,6.55,12.11,6.54,555.69,4.56,5.36
665,5.27,7.14,1.87,7.14,4.47,6.13,1.67,0.02,8.26,12.60,5.58,433.93,4.59,6.42
666,6.03,5.27,0.76,6.03,5.18,4.47,0.70,0.00,7.21,12.98,6.85,576.92,5.21,4.42
667,5.27,5.19,0.08,5.27,4.32,4.59,0.27,0.00,5.82,12.15,7.20,632.38,4.31,4.58
668,5.22,4.71,0.51,5.22,4.40,3.98,0.42,0.00,7.71,14.35,7.80,664.61,4.29,4.01
669,5.40,5.53,0.13,5.53,4.46,4.58,0.13,0.00,8.22,14.27,7.28,604.95,4.50,4.63
670,4.93,5.28,0.35,5.28,4.08,4.36,0.28,0.00,6.92,13.67,7.79,675.01,4.06,4.49
671,5.50,5.35,0.15,5.50,4.50,4.51,0.02,0.01,6.81,12.43,6.64,561.96,4.54,4.72
672,6.51,5.64,0.87,6.51,5.55,4.85,0.70,0.01,6.45,11.19,5.70,473.49,6.19,4.73
673,5.07,5.36,0.29,5.36,4.23,4.62,0.39,0.02,7.37,13.01,6.74,563.60,4.33,4.65
674,4.54,6.97,2.43,6.97,3.86,5.93,2.07,0.14,9.50,13.97,5.89,446.56,4.22,6.29
675,4.97,4.80,0.17,4.97,4.26,3.96,0.30,0.00,7.46,13.86,7.52,639.87,4.44,4.00
676,6.71,6.90,0.19,6.90,5.74,5.87,0.13,0.05,6.11,9.64,4.45,353.61,6.14,6.34
677,5.15,5.26,0.11,5.26,4.38,4.44,0.05,0.00,10.30,16.00,7.25,570.49,4.62,4.48
678,6.72,6.28,0.45,6.72,5.72,5.34,0.38,0.02,8.20,12.24,5.28,404.56,6.10,5.43
679,6.87,6.77,0.10,6.87,5.83,5.59,0.24,0.06,6.24,9.07,3.76,282.78,6.34,6.04
680,5.52,6.90,1.38,6.90,4.52,5.87,1.35,0.03,7.19,11.73,5.62,453.88,4.59,6.25
681,6.14,5.31,0.83,6.14,5.14,4.42,0.72,0.00,6.69,11.69,6.00,500.04,5.56,4.58
682,5.42,6.97,1.56,6.97,4.74,5.84,1.10,0.03,7.09,11.14,5.11,404.26,4.99,6.25
683,6.96,5.26,1.70,6.96,5.97,4.28,1.69,0.02,7.05,12.54,6.55,549.46,6.23,4.19
684,5.72,4.83,0.89,5.72,4.94,4.06,0.88,0.00,7.23,12.88,6.73,565.04,5.04,4.16
685,6.10,5.18,0.92,6.10,5.07,4.34,0.73,0.00,7.95,13.51,6.75,555.80,5.15,4.44
686,5.50,5.21,0.30,5.50,4.57,4.30,0.26,0.00,6.31,12.60,7.24,629.64,4.44,4.44
687,5.03,7.04,2.01,7.04,4.22,5.99,1.78,0.00,5.50,10.87,6.19,536.58,4.20,6.25
688,6.81,6.49,0.32,6.81,5.88,5.49,0.39,0.06,7.27,11.08,4.90,381.44,6.18,5.79
689,5.11,5.63,0.53,5.63,4.24,4.69,0.45,0.00,5.96,12.12,7.05,615.36,4.25,4.66
690,6.63,5.09,1.54,6.63,5.47,4.17,1.30,0.00,10.33,16.00,7.22,567.47,5.74,4.35
691,6.95,5.06,1.89,6.95,5.74,4.26,1.48,0.02,6.62,11.73,6.10,510.33,6.03,4.27
692,5.45,5.40,0.05,5.45,4.60,4.45,0.14,0.00,7.63,13.67,7.19,604.52,4.68,4.62
693,5.59,7.14,1.55,7.14,4.63,6.05,1.42,0.03,6.98,11.70,5.76,471.56,4.51,6.35
694,5.33,6.73,1.40,6.73,4.50,5.66,1.16,0.02,7.01,11.59,5.63,458.08,4.52,6.29
695,4.96,6.73,1.77,6.73,4.26,5.69,1.43,0.02,7.14,12.06,5.99,491.91,4.44,6.11
696,5.26,5.79,0.53,5.79,4.37,4.84,0.46,0.00,9.08,14.85,7.13,577.05,4.40,4.83
697,4.94,6.34,1.40,6.34,4.20,5.17,0.97,0.00,7.69,13.28,6.74,558.65,4.22,5.25
698,5.37,5.58,0.21,5.58,4.46,4.76,0.30,0.01,7.74,13.18,6.60,543.35,4.48,4.84
699,5.06,6.82,1.76,6.82,4.24,5.88,1.64,0.01,7.48,12.67,6.31,519.02,4.08,5.85
700,5.25,7.48,2.22,7.48,4.31,6.32,2.01,0.09,6.82,11.08,5.28,426.13,4.35,6.74
701,6.96,5.90,1.06,6.96,5.82,4.97,0.84,0.01,6.81,11.16,5.37,434.49,6.04,5.09
702,5.76,7.09,1.33,7.09,4.84,6.05,1.20,0.04,7.44,11.44,5.12,400.26,4.94,6.41
703,5.68,5.56,0.12,5.68,4.68,4.70,0.02,0.00,6.79,12.07,6.30,527.86,4.69,4.98
704,5.62,6.02,0.40,6.02,4.70,5.08,0.38,0.00,5.76,11.04,6.14,527.52,4.74,5.09
705,5.93,6.62,0.69,6.62,4.97,5.76,0.79,0.03,6.99,11.16,5.22,417.08,5.10,5.95
706,6.03,5.63,0.40,6.03,4.98,4.62,0.37,0.00,5.94,11.44,6.40,550.53,5.14,4.71
707,5.42,5.64,0.22,5.64,4.70,4.67,0.03,0.00,8.02,13.60,6.79,558.92,4.83,4.77
708,5.69,7.22,1.52,7.22,4.63,6.23,1.61,0.00,4.17,8.73,5.19,456.88,4.76,6.51
709,6.46,7.12,0.66,7.12,5.65,5.99,0.34,0.06,5.84,9.24,4.28,340.38,6.00,6.50
710,5.46,5.33,0.13,5.46,4.69,4.40,0.29,0.01,6.65,13.11,7.46,646.02,4.87,4.33
711,5.59,4.78,0.81,5.59,4.59,4.05,0.54,0.00,8.12,14.18,7.28,606.28,4.78,3.97
712,5.12,5.66,0.54,5.66,4.20,4.82,0.62,0.00,8.48,14.36,7.15,587.55,4.36,4.89
713,7.06,7.20,0.14,7.20,5.95,6.14,0.19,0.10,6.21,9.50,4.22,328.77,6.38,6.30
714,5.60,5.40,0.20,5.60,4.50,4.55,0.05,0.00,7.18,12.82,6.71,563.56,4.63,4.73
715,7.22,5.56,1.66,7.22,5.77,4.57,1.20,0.05,6.77,11.24,5.49,447.32,6.32,4.66
716,5.58,5.23,0.34,5.58,4.71,4.52,0.18,0.00,6.54,12.32,6.77,578.50,4.58,4.67
717,6.77,5.09,1.69,6.77,5.75,4.21,1.55,0.01,5.86,10.83,5.85,497.02,6.07,4.38
718,6.64,6.70,0.06,6.70,5.63,5.78,0.14,0.06,8.44,12.12,4.95,368.21,5.96,5.87
719,5.42,5.38,0.04,5.42,4.70,4.37,0.33,0.00,7.21,12.90,6.78,569.48,4.89,4.49
720,6.36,5.23,1.13,6.36,5.45,4.48,0.96,0.03,7.08,11.58,5.56,450.01,5.99,4.53
721,5.15,5.46,0.31,5.46,4.23,4.37,0.14,0.00,6.61,12.99,7.37,637.43,4.33,4.60
722,7.15,5.98,1.18,7.15,6.10,5.03,1.07,0.04,7.84,12.24,5.57,439.55,6.35,5.12
723,6.76,4.93,1.83,6.76,5.83,4.24,1.59,0.04,5.54,10.98,6.27,543.88,6.24,4.07
724,5.59,7.02,1.42,7.02,4.68,6.01,1.33,0.03,6.74,11.37,5.64,463.04,4.81,6.32
725,5.09,4.98,0.11,5.09,4.18,4.15,0.03,0.00,7.22,13.85,7.71,662.79,4.10,4.11
726,6.91,6.59,0.32,6.91,5.86,5.48,0.38,0.00,8.61,12.46,5.15,385.49,5.96,6.02
727,5.20,6.96,1.76,6.96,4.16,6.00,1.84,0.04,5.31,9.60,5.08,428.62,4.28,6.28
728,5.25,6.69,1.44,6.69,4.31,5.65,1.34,0.01,6.42,11.39,5.93,496.37,4.27,6.07
729,5.12,5.27,0.15,5.27,4.22,4.56,0.34,0.01,7.28,12.72,6.53,543.61,4.32,4.72
730,5.36,5.60,0.24,5.60,4.60,4.68,0.08,0.00,7.37,13.50,7.24,613.42,4.60,4.51
731,5.18,5.73,0.55,5.73,4.38,4.70,0.31,0.00,9.45,15.24,7.21,579.28,4.42,4.80
732,5.61,5.51,0.10,5.61,4.76,4.52,0.24,0.00,7.41,12.84,6.54,542.77,4.88,4.63
733,5.17,5.46,0.29,5.46,4.34,4.64,0.30,0.00,6.90,13.13,7.26,622.77,4.23,4.72
734,5.41,5.35,0.06,5.41,4.60,4.35,0.25,0.00,7.93,13.93,7.19,600.04,4.63,4.63
735,5.78,5.36,0.42,5.78,5.09,4.38,0.71,0.00,6.27,11.96,6.64,569.83,5.18,4.36
736,5.15,4.77,0.37,5.15,4.24,4.07,0.17,0.00,6.35,12.82,7.42,647.10,4.32,4.04
737,5.56,5.08,0.48,5.56,4.77,4.21,0.56,0.00,9.04,15.21,7.53,617.20,4.88,4.27
738,4.89,5.46,0.57,5.46,4.09,4.55,0.46,0.00,7.08,13.97,7.95,689.32,4.09,4.50
739,5.97,7.15,1.18,7.15,5.11,5.99,0.88,0.00,5.46,9.25,4.61,378.77,5.35,6.74
740,7.09,5.10,1.99,7.09,6.10,4.31,1.78,0.08,8.50,13.05,5.83,455.24,6.28,4.46
741,6.49,6.43,0.06,6.49,5.43,5.59,0.17,0.01,6.45,10.14,4.66,369.19,5.96,6.09
742,6.00,6.72,0.72,6.72,5.02,5.71,0.69,0.01,6.55,11.28,5.71,473.07,4.96,5.78
743,6.93,5.20,1.73,6.93,5.65,4.33,1.32,0.10,7.17,11.78,5.68,460.66,6.34,4.53
744,7.13,7.33,0.20,7.33,5.94,6.28,0.33,0.19,5.70,8.38,3.53,267.74,6.69,6.39
745,6.96,5.74,1.23,6.96,6.06,4.84,1.22,0.03,6.79,11.30,5.53,451.41,6.35,4.79
746,5.22,6.05,0.83,6.05,4.32,5.18,0.86,0.00,7.90,13.05,6.33,514.25,4.46,5.65
747,5.43,5.83,0.40,5.83,4.57,4.84,0.27,0.00,6.52,12.43,6.89,591.13,4.65,4.66
748,5.23,5.69,0.46,5.69,4.37,4.66,0.29,0.00,6.83,12.80,7.00,597.21,4.35,4.68
749,5.20,6.05,0.84,6.05,4.36,5.19,0.84,0.00,6.37,12.39,6.98,602.31,4.38,5.22
750,5.90,4.87,1.02,5.90,4.98,3.89,1.09,0.00,7.23,13.64,7.49,640.67,4.82,4.09
751,6.83,6.89,0.06,6.89,5.74,5.75,0.01,0.05,6.59,9.66,4.06,306.88,6.29,6.19
752,4.90,5.45,0.54,5.45,4.26,4.50,0.25,0.00,8.57,14.99,7.70,641.42,4.27,4.62
753,5.27,6.28,1.01,6.28,4.29,5.28,0.99,0.00,7.41,12.62,6.32,521.29,4.52,5.51
754,5.73,6.07,0.33,6.07,4.91,5.17,0.26,0.00,5.91,10.39,5.36,447.53,5.04,5.40
755,7.46,6.22,1.24,7.46,6.16,5.45,0.71,0.11,5.87,8.90,3.91,303.33,6.64,5.78
756,5.26,5.49,0.23,5.49,4.42,4.68,0.26,0.00,6.21,12.45,7.17,624.20,4.51,4.65
757,5.34,6.96,1.62,6.96,4.39,5.76,1.37,0.02,8.56,13.32,6.05,476.91,4.51,6.25
758,5.30,5.56,0.26,5.56,4.52,4.71,0.19,0.00,7.67,13.42,6.90,575.36,4.63,4.69
759,6.94,7.05,0.11,7.05,5.78,6.01,0.23,0.18,5.92,9.02,3.99,310.67,6.08,6.12
760,6.52,5.75,0.77,6.52,5.60,4.72,0.88,0.01,7.42,12.00,5.69,458.19,5.77,4.80
761,5.24,5.11,0.14,5.24,4.22,4.32,0.11,0.00,6.99,13.48,7.54,649.49,4.39,4.22
762,5.37,6.85,1.48,6.85,4.51,5.85,1.35,0.00,7.88,12.77,6.07,488.62,4.66,6.34
763,6.03,5.26,0.77,6.03,5.12,4.40,0.73,0.02,6.40,11.68,6.24,528.22,5.45,4.30
764,5.55,4.88,0.66,5.55,4.67,4.00,0.66,0.00,8.02,14.50,7.68,647.66,4.76,4.08
765,6.76,6.12,0.65,6.76,5.82,5.02,0.80,0.04,6.89,11.03,5.17,413.83,6.26,5.20
766,6.92,4.80,2.11,6.92,5.88,3.98,1.90,0.05,7.56,12.59,6.16,502.61,6.17,4.23
767,7.41,5.49,1.92,7.41,6.27,4.55,1.72,0.04,5.42,9.42,4.82,400.46,6.49,4.55
768,7.31,5.87,1.44,7.31,6.05,4.83,1.22,0.03,6.95,10.95,5.04,399.42,6.68,4.74
769,7.40,5.45,1.95,7.40,6.38,4.51,1.87,0.13,7.44,11.66,5.34,422.08,6.65,4.62
770,5.14,5.47,0.33,5.47,4.15,4.72,0.57,0.00,8.62,14.84,7.51,621.42,4.13,4.81
771,5.34,5.25,0.09,5.34,4.48,4.42,0.06,0.00,7.48,13.24,6.88,575.78,4.57,4.65
772,6.10,5.22,0.88,6.10,5.19,4.26,0.93,0.01,7.46,12.33,5.99,486.76,5.34,4.54
773,7.03,4.79,2.24,7.03,5.90,4.06,1.84,0.02,5.56,10.33,5.61,477.47,6.17,4.14
774,7.01,5.24,1.77,7.01,6.00,4.32,1.68,0.06,6.19,10.74,5.48,454.80,6.20,4.42
775,5.67,6.78,1.11,6.78,4.74,5.78,1.04,0.06,6.74,10.93,5.19,418.27,4.86,6.33
776,5.27,6.69,1.42,6.69,4.34,5.73,1.38,0.04,7.09,12.37,6.34,527.56,4.37,6.18
777,5.42,6.38,0.96,6.38,4.61,5.52,0.90,0.00,6.30,10.82,5.47,452.17,4.62,5.92
778,5.41,7.28,1.87,7.28,4.46,5.91,1.45,0.02,5.13,10.06,5.70,493.00,4.55,6.20
779,6.38,5.83,0.55,6.38,5.44,5.00,0.45,0.00,6.26,11.40,6.08,513.93,5.39,5.15
780,5.62,5.49,0.13,5.62,4.67,4.66,0.01,0.00,8.64,14.41,7.07,576.94,4.80,4.69
781,5.48,6.83,1.35,6.83,4.69,5.85,1.16,0.02,5.60,10.20,5.44,460.19,4.53,6.07
782,6.24,5.56,0.67,6.24,5.23,4.80,0.43,0.00,7.98,13.14,6.36,516.16,5.35,4.63
783,5.67,5.25,0.42,5.67,4.86,4.29,0.57,0.01,7.06,12.63,6.63,557.09,5.25,4.36
784,5.79,5.75,0.04,5.79,4.84,4.76,0.08,0.00,7.94,12.99,6.25,505.48,4.93,4.73
785,5.13,5.01,0.11,5.13,4.30,4.33,0.03,0.00,6.77,12.80,7.04,602.70,4.35,4.37
786,5.43,5.30,0.13,5.43,4.59,4.43,0.16,0.00,5.64,11.21,6.42,557.11,4.71,4.58
787,5.15,5.37,0.21,5.37,4.22,4.49,0.27,0.00,6.88,13.09,7.24,620.99,4.23,4.76
788,5.14,7.25,2.11,7.25,4.22,6.08,1.85,0.05,6.19,11.23,5.96,503.44,4.39,6.19
789,7.38,6.72,0.65,7.38,6.29,5.75,0.54,0.09,7.52,10.53,4.14,300.71,6.49,6.31
790,7.60,5.97,1.63,7.60,6.51,5.05,1.45,0.00,8.13,12.33,5.42,420.25,6.87,5.16
791,5.41,5.23,0.18,5.41,4.32,4.38,0.06,0.00,8.05,14.08,7.24,603.13,4.70,4.53
792,5.20,5.27,0.07,5.27,4.27,4.53,0.26,0.00,7.44,13.45,7.12,600.89,4.26,4.73
793,5.61,5.14,0.47,5.61,4.83,4.28,0.56,0.00,8.96,14.35,6.73,538.61,5.21,4.58
794,7.11,5.00,2.10,7.11,5.97,4.22,1.75,0.02,6.35,11.27,5.87,491.49,6.16,4.43
795,6.78,5.38,1.41,6.78,5.78,4.55,1.23,0.01,9.50,14.35,6.28,485.21,6.08,4.51
796,5.39,5.43,0.05,5.43,4.57,4.58,0.01,0.00,6.20,12.21,6.94,600.68,4.67,4.68
797,5.38,5.86,0.48,5.86,4.54,4.93,0.39,0.00,8.50,13.90,6.67,539.59,4.68,5.08
798,5.51,6.84,1.34,6.84,4.71,5.84,1.13,0.05,6.79,11.19,5.42,440.42,4.76,6.15
799,7.06,5.36,1.70,7.06,6.05,4.40,1.65,0.02,6.42,11.15,5.70,473.30,6.44,4.31
800,6.32,6.86,0.54,6.86,5.39,5.86,0.47,0.02,5.48,9.98,5.33,450.50,5.30,5.97
801,5.16,6.96,1.80,6.96,4.23,6.02,1.79,0.01,7.04,11.84,5.85,479.52,4.20,6.23
802,7.23,5.59,1.64,7.23,5.96,4.72,1.25,0.03,6.58,11.03,5.44,445.18,6.62,4.48
803,6.84,6.18,0.66,6.84,5.89,5.25,0.64,0.02,8.46,12.57,5.38,411.27,6.23,5.52
804,5.21,5.26,0.05,5.26,4.37,4.27,0.11,0.00,6.35,12.05,6.65,569.44,4.46,4.55
805,4.76,5.91,1.15,5.91,3.96,5.13,1.17,0.00,8.28,14.00,6.96,572.02,3.90,5.56
806,5.09,6.47,1.38,6.47,4.58,5.39,0.81,0.00,7.92,12.80,6.07,487.87,4.58,5.41
807,5.29,5.69,0.40,5.69,4.42,4.58,0.16,0.01,6.94,12.76,6.86,581.51,4.45,4.76
808,5.20,6.64,1.44,6.64,4.50,5.54,1.05,0.00,6.58,11.90,6.31,532.32,4.51,6.01
809,6.85,4.95,1.90,6.85,5.81,4.20,1.61,0.07,4.94,9.71,5.52,477.61,6.46,4.18
