,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
173,39.87,37.21,2.66,39.87,29.49,29.26,0.23,29.49,23.47,24.97,1.49,0.09,53.06,90.00,39.59,0.81,0.90,-14.71,-23.71
174,36.82,32.16,4.66,36.82,26.83,26.78,0.05,26.83,24.68,23.66,1.02,0.05,53.32,78.88,28.23,0.89,0.87,-22.69,-21.97
175,36.25,40.69,4.44,40.69,29.67,27.91,1.76,29.67,25.40,24.90,0.50,0.09,49.65,86.67,39.50,0.87,0.85,-21.86,-18.93
176,37.60,31.75,5.85,37.60,31.14,27.20,3.95,31.14,25.71,22.50,3.21,0.04,57.74,86.69,31.85,0.85,0.79,-23.52,-16.29
177,38.76,33.84,4.92,38.76,26.70,28.14,1.43,28.14,23.66,24.19,0.53,0.05,54.60,90.00,38.13,0.86,0.88,-18.95,-20.63
178,35.17,36.33,1.16,36.33,28.55,30.46,1.91,30.46,24.77,26.12,1.35,0.04,56.38,90.00,36.44,0.88,0.91,-22.17,-23.94
179,42.56,39.94,2.62,42.56,29.95,31.24,1.29,31.24,26.91,26.07,0.85,0.05,53.36,90.00,39.31,0.87,0.87,-21.45,-21.65
180,40.53,38.06,2.46,40.53,27.72,28.48,0.76,28.48,25.23,25.72,0.48,0.09,47.29,81.16,36.23,0.84,0.89,-19.34,-21.54
181,36.43,41.42,4.99,41.42,26.56,33.71,7.14,33.71,24.39,27.77,3.38,0.09,50.57,82.88,34.83,0.85,0.86,-19.48,-24.02
182,35.69,38.93,3.24,38.93,29.77,28.93,0.85,29.77,25.25,25.33,0.09,0.08,55.18,83.55,31.14,0.85,0.88,-22.10,-23.52
183,41.18,32.28,8.90,41.18,34.10,23.64,10.46,34.10,29.01,21.47,7.54,0.04,57.67,88.90,34.11,0.90,0.82,-28.06,-16.38
184,37.25,32.77,4.49,37.25,30.88,26.50,4.38,30.88,27.16,22.38,4.78,0.03,57.97,89.39,34.32,0.89,0.81,-25.03,-16.67
185,35.04,37.44,2.39,37.44,29.40,30.55,1.15,30.55,24.82,26.03,1.21,0.16,49.60,76.78,29.66,0.90,0.86,-24.68,-22.54
186,36.06,33.97,2.10,36.06,30.36,27.87,2.48,30.36,25.46,22.94,2.52,0.04,51.59,79.48,30.47,0.87,0.86,-22.37,-22.52
187,34.60,38.36,3.76,38.36,28.59,29.63,1.04,29.63,24.59,26.65,2.06,0.05,55.09,87.64,35.30,0.85,0.86,-19.65,-23.57
188,35.22,37.21,1.99,37.21,28.86,28.35,0.51,28.86,24.41,24.92,0.51,0.04,50.39,80.28,32.41,0.84,0.83,-20.01,-21.10
189,45.35,37.05,8.31,45.35,31.68,28.45,3.23,31.68,27.31,24.51,2.79,0.06,44.43,79.00,36.79,0.86,0.86,-21.21,-20.32
190,36.14,38.31,2.17,38.31,30.93,30.56,0.37,30.93,25.49,26.47,0.98,0.11,41.60,72.74,33.22,0.85,0.84,-22.84,-21.64
191,39.89,35.78,4.11,39.89,31.83,28.72,3.11,31.83,27.67,24.46,3.21,0.07,52.95,88.10,37.80,0.90,0.85,-24.81,-18.77
192,37.18,36.89,0.29,37.18,27.95,27.90,0.05,27.95,25.03,23.89,1.14,0.08,47.40,78.66,33.63,0.88,0.81,-22.74,-17.94
193,42.89,37.51,5.39,42.89,29.12,30.53,1.41,30.53,25.95,25.89,0.06,0.12,53.06,85.14,34.73,0.88,0.91,-21.59,-24.54
194,40.57,35.79,4.78,40.57,33.66,31.46,2.21,33.66,27.95,25.74,2.21,0.04,49.67,75.99,28.81,0.86,0.84,-24.94,-23.11
195,37.74,34.18,3.56,37.74,28.72,28.01,0.71,28.72,24.98,24.84,0.14,0.06,58.49,88.99,33.42,0.87,0.87,-21.14,-21.87
196,37.33,42.72,5.39,42.72,28.60,33.69,5.09,33.69,25.37,27.20,1.84,0.10,58.00,90.00,34.90,0.85,0.85,-21.78,-22.35
197,37.10,39.44,2.33,39.44,29.21,31.37,2.16,31.37,25.23,27.64,2.42,0.09,40.85,68.89,30.08,0.87,0.86,-23.12,-23.81
198,35.03,43.52,8.49,43.52,28.83,30.57,1.75,30.57,23.97,26.75,2.78,0.11,58.17,90.00,34.74,0.82,0.89,-18.82,-23.65
199,31.07,37.75,6.68,37.75,23.32,29.67,6.36,29.67,20.02,26.04,6.02,0.08,42.59,77.12,36.66,0.79,0.89,-12.59,-23.82
200,35.65,40.02,4.36,40.02,28.49,29.90,1.40,29.90,24.59,27.02,2.43,0.05,46.47,74.05,29.91,0.83,0.89,-19.49,-25.45
201,31.53,36.08,4.55,36.08,25.33,27.84,2.52,27.84,22.23,24.69,2.45,0.08,51.01,79.50,31.04,0.86,0.88,-20.38,-21.96
202,33.27,31.63,1.64,33.27,24.34,26.07,1.73,26.07,22.41,21.98,0.43,0.06,46.14,85.76,41.93,0.88,0.86,-18.18,-17.35
203,37.34,40.87,3.53,40.87,31.02,28.93,2.09,31.02,26.37,26.65,0.27,0.07,52.74,83.90,33.80,0.85,0.86,-21.46,-22.20
204,32.94,36.12,3.18,36.12,28.37,30.93,2.56,30.93,23.93,25.63,1.71,0.03,57.92,84.94,29.92,0.84,0.85,-20.82,-23.32
205,34.95,34.97,0.02,34.97,26.64,29.82,3.18,29.82,24.07,24.87,0.79,0.03,42.14,74.45,34.42,0.86,0.87,-20.26,-21.90
206,34.51,31.29,3.22,34.51,27.79,25.64,2.15,27.79,23.31,21.46,1.86,0.04,55.16,87.37,34.97,0.88,0.82,-22.64,-15.70
207,35.32,38.00,2.69,38.00,29.46,32.86,3.41,32.86,25.58,26.51,0.93,0.05,55.45,89.33,36.66,0.87,0.88,-22.59,-22.70
208,39.44,35.20,4.24,39.44,30.65,29.52,1.12,30.65,27.09,25.55,1.54,0.06,61.47,90.00,31.61,0.87,0.86,-23.98,-22.28
209,37.59,32.01,5.58,37.59,27.56,26.31,1.24,27.56,24.28,23.13,1.15,0.07,47.79,79.23,33.83,0.86,0.84,-20.48,-19.06
210,35.96,51.44,15.48,51.44,25.78,33.46,7.68,33.46,24.08,29.23,5.15,0.16,50.45,85.55,37.62,0.87,0.87,-20.89,-22.49
211,34.51,36.03,1.52,36.03,30.63,30.83,0.20,30.83,26.00,26.01,0.02,0.02,42.56,77.01,36.57,0.88,0.87,-22.88,-22.06
212,37.17,33.40,3.76,37.17,31.04,26.65,4.39,31.04,26.72,22.58,4.13,0.05,48.55,78.85,32.73,0.90,0.83,-26.36,-17.51
213,40.30,32.97,7.33,40.30,27.62,28.53,0.91,28.53,25.49,24.33,1.16,0.07,44.85,79.63,37.02,0.85,0.88,-19.79,-21.91
214,36.51,36.78,0.28,36.78,29.46,32.00,2.54,32.00,24.86,26.39,1.53,0.06,55.14,89.00,36.61,0.86,0.83,-22.04,-19.63
215,39.27,36.83,2.45,39.27,31.39,30.16,1.23,31.39,27.55,24.95,2.60,0.06,43.35,76.36,35.17,0.86,0.82,-24.33,-19.26
216,36.37,33.77,2.60,36.37,29.73,26.57,3.16,29.73,25.54,24.18,1.35,0.08,56.18,84.09,30.72,0.87,0.84,-24.03,-20.22
217,36.37,35.39,0.98,36.37,30.77,26.42,4.35,30.77,26.37,24.10,2.27,0.05,50.39,75.34,27.47,0.86,0.85,-24.38,-20.97
218,37.36,37.37,0.01,37.37,29.23,29.59,0.36,29.59,24.83,26.05,1.22,0.08,56.95,83.99,29.89,0.87,0.84,-23.08,-21.60
219,37.58,31.29,6.29,37.58,29.95,25.11,4.83,29.95,24.96,21.46,3.51,0.04,51.27,79.99,31.28,0.88,0.85,-22.64,-18.70
220,38.82,34.94,3.88,38.82,30.36,27.76,2.60,30.36,26.89,24.30,2.59,0.09,53.42,85.65,34.90,0.86,0.84,-22.84,-19.10
221,35.07,29.82,5.25,35.07,28.71,25.55,3.16,28.71,24.77,22.52,2.26,0.02,48.43,79.03,33.02,0.88,0.88,-22.65,-20.65
222,38.04,33.90,4.14,38.04,28.34,25.63,2.71,28.34,25.29,22.85,2.44,0.07,46.11,80.82,37.02,0.86,0.84,-20.57,-17.87
223,30.05,32.52,2.48,32.52,27.02,26.05,0.97,27.02,22.50,23.12,0.62,0.02,38.86,70.31,33.40,0.88,0.86,-21.08,-19.19
224,38.65,39.62,0.97,39.62,29.68,31.01,1.34,31.01,26.26,26.49,0.22,0.08,57.73,90.00,35.15,0.88,0.89,-22.13,-23.18
225,37.07,33.75,3.32,37.07,26.98,24.58,2.41,26.98,23.25,22.36,0.89,0.09,51.04,85.62,37.13,0.86,0.86,-18.60,-18.49
226,33.16,40.77,7.61,40.77,25.05,28.50,3.45,28.50,21.87,25.67,3.80,0.08,50.07,84.98,37.41,0.83,0.89,-16.43,-22.73
227,36.22,36.59,0.36,36.59,30.42,30.02,0.40,30.42,25.25,26.72,1.47,0.03,53.86,88.08,36.90,0.81,0.88,-18.61,-23.89
228,37.00,36.06,0.94,37.00,30.03,28.13,1.90,30.03,24.36,24.86,0.50,0.07,42.04,67.57,27.63,0.84,0.89,-21.55,-24.69
229,37.23,40.52,3.28,40.52,31.26,30.94,0.33,31.26,26.72,26.56,0.17,0.05,50.82,84.75,36.47,0.86,0.84,-22.19,-21.13
230,40.56,37.82,2.73,40.56,34.74,27.95,6.79,34.74,28.60,24.39,4.21,0.07,38.87,67.14,30.22,0.89,0.81,-27.51,-18.70
231,34.16,39.36,5.20,39.36,28.05,29.00,0.95,29.00,24.02,25.32,1.30,0.07,43.94,76.96,35.21,0.84,0.83,-19.89,-19.56
232,34.14,37.75,3.62,37.75,28.46,28.82,0.35,28.82,25.04,26.23,1.19,0.07,50.43,79.20,31.29,0.82,0.86,-20.03,-22.71
233,33.83,37.50,3.67,37.50,28.28,32.14,3.86,32.14,23.63,27.92,4.29,0.03,43.44,73.97,32.71,0.81,0.89,-18.07,-26.89
234,36.78,33.55,3.23,36.78,30.82,29.52,1.29,30.82,26.85,25.18,1.67,0.02,59.68,88.81,32.11,0.87,0.90,-22.45,-25.10
235,35.95,40.31,4.36,40.31,27.30,30.70,3.39,30.70,23.95,25.69,1.74,0.10,45.93,74.96,31.33,0.85,0.86,-20.46,-23.06
236,35.86,34.00,1.85,35.86,29.16,28.78,0.38,29.16,24.93,24.48,0.45,0.05,44.89,77.71,35.06,0.85,0.80,-21.37,-17.22
237,39.85,34.40,5.45,39.85,30.52,28.75,1.77,30.52,26.87,23.93,2.95,0.06,50.07,76.10,28.53,0.84,0.86,-21.81,-23.03
238,37.51,42.90,5.39,42.90,27.58,32.19,4.60,32.19,24.06,28.41,4.35,0.12,43.41,78.35,37.12,0.85,0.91,-19.63,-25.05
239,32.57,37.59,5.02,37.59,27.33,31.19,3.86,31.19,23.65,26.55,2.90,0.03,50.09,81.93,34.35,0.85,0.90,-20.82,-24.57
240,39.18,38.53,0.65,39.18,27.90,27.74,0.15,27.90,24.71,24.85,0.14,0.09,53.65,87.72,36.76,0.83,0.88,-17.90,-22.06
241,35.13,36.71,1.58,36.71,28.84,30.38,1.53,30.38,25.60,25.98,0.38,0.04,49.91,80.65,33.23,0.85,0.85,-20.99,-22.19
242,36.23,34.86,1.37,36.23,30.26,27.21,3.05,30.26,25.35,23.10,2.25,0.06,55.13,86.59,34.23,0.89,0.85,-23.50,-19.26
243,34.46,37.61,3.16,37.61,29.45,28.01,1.44,29.45,25.62,25.32,0.31,0.04,50.26,77.15,29.41,0.90,0.87,-25.08,-22.51
244,37.66,34.41,3.26,37.66,28.27,29.78,1.51,29.78,24.88,26.35,1.47,0.05,61.08,90.00,31.98,0.87,0.87,-22.24,-22.87
245,39.97,35.67,4.31,39.97,30.27,29.65,0.61,30.27,26.23,24.78,1.45,0.05,51.30,83.92,35.19,0.86,0.88,-21.35,-22.52
246,32.47,34.19,1.72,34.19,28.11,28.18,0.07,28.18,24.96,24.37,0.59,0.04,52.94,79.43,29.13,0.91,0.87,-24.55,-22.41
247,32.84,38.40,5.55,38.40,28.85,32.40,3.55,32.40,25.50,26.63,1.13,0.09,53.54,80.15,29.29,0.91,0.86,-26.01,-23.70
248,36.38,36.39,0.01,36.39,28.57,28.00,0.57,28.57,24.97,23.71,1.25,0.06,49.81,82.75,35.43,0.88,0.85,-22.20,-19.00
249,33.28,37.79,4.51,37.79,27.04,29.25,2.21,29.25,24.59,25.47,0.89,0.08,36.28,64.92,30.45,0.90,0.87,-23.62,-22.33
250,33.50,40.95,7.45,40.95,26.05,32.28,6.23,32.28,23.46,26.58,3.12,0.07,37.22,72.25,36.89,0.85,0.85,-18.36,-22.37
251,39.43,43.19,3.76,43.19,31.59,33.00,1.41,33.00,25.72,28.43,2.71,0.12,60.27,90.00,32.74,0.85,0.88,-22.79,-24.97
252,36.61,34.26,2.35,36.61,27.94,27.87,0.07,27.94,24.34,24.70,0.35,0.05,48.92,84.23,37.75,0.86,0.88,-19.12,-22.22
253,32.31,39.46,7.15,39.46,28.23,31.94,3.71,31.94,23.31,27.70,4.39,0.03,56.82,85.18,31.20,0.82,0.88,-19.04,-25.20
254,38.84,34.26,4.58,38.84,30.96,28.97,1.99,30.96,25.08,25.24,0.16,0.04,54.02,87.49,36.17,0.84,0.89,-19.76,-22.99
255,40.23,31.90,8.33,40.23,34.78,24.83,9.95,34.78,27.66,21.96,5.70,0.02,59.05,90.00,33.90,0.92,0.80,-28.48,-16.16
256,40.33,35.09,5.24,40.33,30.62,29.56,1.05,30.62,27.14,24.68,2.46,0.05,57.80,90.00,35.09,0.88,0.87,-23.65,-23.02
257,39.29,35.14,4.15,39.29,31.83,30.75,1.08,31.83,26.31,26.02,0.29,0.02,50.33,80.33,32.51,0.84,0.79,-22.13,-19.59
258,35.74,45.91,10.17,45.91,30.20,32.37,2.16,32.37,26.37,28.23,1.85,0.09,55.80,86.07,33.06,0.85,0.84,-22.63,-22.14
259,30.59,41.70,11.11,41.70,25.76,29.89,4.13,29.89,22.56,26.92,4.36,0.07,50.82,84.44,36.17,0.87,0.91,-19.68,-23.87
260,35.66,35.43,0.23,35.66,27.71,27.47,0.24,27.71,24.18,24.14,0.03,0.06,53.93,87.64,36.40,0.84,0.86,-19.05,-20.83
261,38.62,35.34,3.27,38.62,31.64,30.75,0.89,31.64,24.79,26.11,1.32,0.05,50.53,76.26,28.26,0.84,0.85,-21.40,-23.59
262,34.34,33.77,0.57,34.34,28.67,28.25,0.42,28.67,25.12,23.86,1.27,0.06,53.53,84.06,33.20,0.88,0.85,-22.69,-20.05
263,30.49,41.49,11.00,41.49,26.77,32.14,5.37,32.14,22.40,27.33,4.92,0.05,54.44,80.26,28.55,0.82,0.89,-18.53,-26.70
264,38.92,32.36,6.56,38.92,30.79,27.33,3.46,30.79,26.83,24.20,2.63,0.06,47.39,77.60,32.58,0.84,0.83,-23.14,-19.28
265,35.69,38.33,2.64,38.33,29.42,28.70,0.72,29.42,23.96,26.22,2.26,0.07,58.19,90.00,34.72,0.85,0.86,-20.20,-22.10
266,40.64,37.16,3.48,40.64,32.17,29.71,2.46,32.17,25.92,25.63,0.28,0.07,40.39,68.91,30.54,0.85,0.87,-21.81,-23.54
267,34.49,38.48,3.99,38.48,27.26,31.81,4.55,31.81,24.58,27.35,2.77,0.06,58.60,89.74,34.07,0.86,0.88,-21.67,-23.63
268,35.98,40.08,4.10,40.08,31.36,29.41,1.95,31.36,26.72,24.72,2.00,0.08,51.53,80.95,32.00,0.84,0.85,-23.18,-21.10
269,38.07,35.36,2.72,38.07,30.00,32.50,2.50,32.50,26.43,26.87,0.44,0.02,54.61,83.76,31.89,0.84,0.85,-22.06,-23.97
270,35.84,39.14,3.30,39.14,29.30,29.39,0.09,29.39,24.82,24.50,0.32,0.10,42.59,72.97,32.50,0.83,0.84,-21.33,-20.08
271,35.41,43.64,8.23,43.64,27.86,33.47,5.61,33.47,23.63,28.16,4.53,0.13,58.79,86.25,30.40,0.81,0.89,-18.84,-27.39
272,34.71,38.41,3.70,38.41,29.06,32.64,3.58,32.64,24.68,26.64,1.96,0.10,37.23,63.07,27.70,0.87,0.91,-23.17,-26.66
273,35.29,37.80,2.52,37.80,26.92,27.86,0.94,27.86,24.44,25.26,0.82,0.13,52.73,82.68,32.59,0.86,0.89,-20.90,-22.49
274,38.62,37.08,1.53,38.62,27.52,30.45,2.94,30.45,25.15,26.04,0.89,0.10,54.01,85.93,34.62,0.88,0.83,-22.43,-20.22
275,33.92,43.29,9.37,43.29,27.66,33.22,5.56,33.22,24.00,28.81,4.82,0.15,51.48,82.09,33.19,0.87,0.92,-21.68,-26.40
276,33.79,32.56,1.23,33.79,26.90,27.49,0.59,27.49,23.76,23.16,0.60,0.04,52.09,86.33,36.85,0.90,0.86,-21.82,-19.12
277,42.67,32.18,10.50,42.67,30.38,27.18,3.19,30.38,27.55,24.03,3.52,0.04,47.43,76.17,31.12,0.86,0.84,-22.72,-21.00
278,36.34,33.61,2.73,36.34,32.27,28.29,3.99,32.27,26.75,22.78,3.97,0.03,43.68,70.24,28.74,0.89,0.85,-25.48,-20.92
279,36.57,36.53,0.03,36.57,27.21,30.89,3.68,30.89,24.34,26.01,1.66,0.03,47.68,80.79,35.50,0.84,0.89,-18.98,-24.57
280,34.74,35.94,1.20,35.94,28.04,29.63,1.59,29.63,24.50,25.72,1.22,0.05,41.33,70.69,31.43,0.86,0.88,-21.23,-23.28
281,34.97,40.46,5.49,40.46,26.92,26.33,0.59,26.92,24.38,23.25,1.12,0.09,56.27,86.66,33.21,0.86,0.84,-21.33,-18.08
282,42.53,37.77,4.76,42.53,29.47,29.35,0.12,29.47,26.40,25.89,0.51,0.09,52.53,84.27,34.36,0.85,0.91,-20.94,-25.09
283,35.22,34.56,0.66,35.22,31.05,26.49,4.56,31.05,26.16,22.39,3.76,0.05,55.47,86.06,33.37,0.86,0.80,-23.78,-16.26
284,37.63,36.17,1.45,37.63,28.82,30.14,1.32,30.14,24.39,26.60,2.21,0.06,53.65,83.33,32.37,0.83,0.89,-19.30,-24.49
285,31.46,37.12,5.66,37.12,25.41,28.99,3.58,28.99,21.85,26.27,4.42,0.03,54.80,90.00,37.94,0.85,0.89,-17.16,-22.87
286,38.06,32.03,6.03,38.06,31.84,27.52,4.33,31.84,27.34,22.76,4.58,0.01,46.86,75.33,30.81,0.88,0.84,-24.50,-20.54
287,36.08,40.96,4.88,40.96,26.75,29.37,2.62,29.37,24.12,26.14,2.02,0.09,43.72,71.00,29.46,0.84,0.88,-20.25,-24.01
288,40.26,36.64,3.61,40.26,30.07,29.59,0.48,30.07,25.58,26.53,0.95,0.09,51.03,84.34,35.86,0.86,0.89,-20.33,-23.48
289,42.13,36.33,5.81,42.13,33.70,25.95,7.76,33.70,28.77,22.94,5.84,0.11,63.87,90.00,29.32,0.89,0.80,-28.50,-16.51
290,37.59,36.17,1.42,37.59,29.65,29.34,0.31,29.65,26.17,24.94,1.22,0.07,51.57,84.59,35.59,0.92,0.84,-25.61,-19.52
291,40.16,36.90,3.26,40.16,27.24,28.32,1.08,28.32,25.42,24.16,1.26,0.08,41.29,74.29,35.06,0.86,0.83,-20.66,-19.10
292,36.49,43.34,6.84,43.34,32.50,33.98,1.48,33.98,27.20,28.19,0.99,0.03,48.51,80.30,34.21,0.84,0.82,-23.86,-21.61
293,41.44,36.03,5.41,41.44,29.34,29.54,0.21,29.54,26.21,24.76,1.45,0.08,52.33,86.15,36.43,0.81,0.85,-19.34,-20.84
294,29.72,31.49,1.77,31.49,27.42,27.27,0.14,27.42,23.21,24.18,0.97,0.03,45.15,74.12,31.23,0.87,0.91,-21.40,-22.57
295,43.62,34.75,8.88,43.62,30.85,30.65,0.20,30.85,26.80,25.81,0.99,0.07,48.23,75.19,29.38,0.83,0.90,-21.38,-26.34
296,35.82,30.04,5.78,35.82,30.30,26.36,3.95,30.30,25.59,22.71,2.87,0.02,48.37,79.07,33.12,0.89,0.87,-23.56,-20.58
297,36.04,37.84,1.80,37.84,29.10,32.88,3.78,32.88,25.45,27.18,1.72,0.04,60.17,83.23,26.07,0.76,0.88,-17.59,-29.30
298,38.97,32.34,6.63,38.97,31.03,27.87,3.16,31.03,27.09,24.22,2.87,0.04,50.61,81.23,33.15,0.90,0.86,-25.06,-21.39
299,40.58,36.22,4.36,40.58,29.45,29.57,0.12,29.57,26.86,25.41,1.45,0.06,54.89,81.64,29.50,0.85,0.88,-22.51,-23.40
300,36.39,39.13,2.74,39.13,23.99,24.37,0.38,24.37,23.06,23.26,0.20,0.11,55.65,90.00,37.13,0.89,0.87,-19.59,-18.65
301,37.14,32.96,4.18,37.14,30.57,28.65,1.92,30.57,26.24,23.83,2.41,0.03,45.62,78.98,35.64,0.87,0.86,-22.47,-21.04
302,36.91,36.40,0.51,36.91,28.01,25.24,2.77,28.01,23.46,23.00,0.46,0.11,45.30,79.50,36.46,0.87,0.85,-20.19,-18.08
303,37.00,37.79,0.78,37.79,27.90,28.01,0.11,28.01,25.16,24.39,0.76,0.08,61.48,90.00,31.59,0.84,0.87,-20.44,-21.84
304,39.97,37.19,2.78,39.97,32.03,29.18,2.85,32.03,27.33,25.12,2.22,0.07,51.97,85.85,36.47,0.89,0.85,-25.07,-19.89
305,35.10,32.13,2.97,35.10,28.55,24.96,3.60,28.55,24.01,23.01,1.00,0.03,48.86,80.49,34.08,0.86,0.87,-20.62,-20.23
306,35.32,37.46,2.14,37.46,30.38,28.37,2.01,30.38,25.80,24.42,1.38,0.06,41.42,68.97,29.62,0.85,0.87,-23.70,-21.60
307,36.30,38.47,2.18,38.47,28.80,28.13,0.68,28.80,25.16,24.20,0.97,0.07,59.92,90.00,33.08,0.88,0.85,-22.63,-20.94
308,35.00,33.85,1.15,35.00,28.81,28.06,0.76,28.81,24.39,24.54,0.14,0.05,57.06,87.86,33.65,0.84,0.85,-19.55,-20.30
309,37.17,35.64,1.53,37.17,29.15,29.23,0.07,29.23,24.80,24.38,0.42,0.07,53.86,83.90,32.74,0.90,0.86,-23.61,-21.92
310,41.61,32.50,9.12,41.61,32.86,28.40,4.46,32.86,27.85,23.69,4.16,0.04,47.44,81.15,36.08,0.90,0.87,-24.26,-20.60
311,36.79,35.63,1.16,36.79,28.69,27.67,1.01,28.69,24.54,24.64,0.10,0.07,47.22,77.63,32.78,0.84,0.87,-20.79,-21.26
312,37.55,38.39,0.84,38.39,31.31,31.69,0.38,31.69,26.19,27.20,1.01,0.06,53.85,85.60,34.44,0.85,0.85,-23.46,-23.23
313,31.20,34.84,3.64,34.84,26.07,29.66,3.59,29.66,21.79,25.06,3.27,0.05,57.23,88.03,33.66,0.86,0.88,-18.68,-22.78
314,33.25,41.39,8.14,41.39,27.59,30.54,2.95,30.54,23.49,26.52,3.03,0.09,38.73,65.82,29.03,0.82,0.84,-20.69,-22.01
315,33.23,40.15,6.93,40.15,28.04,31.37,3.33,31.37,23.20,27.00,3.79,0.06,59.28,90.00,33.68,0.83,0.89,-19.46,-24.69
316,44.72,34.24,10.48,44.72,31.54,28.54,3.00,31.54,27.47,25.50,1.98,0.07,49.60,81.38,34.26,0.88,0.85,-23.73,-21.66
317,30.44,34.31,3.86,34.31,26.83,27.61,0.79,27.61,23.06,23.59,0.53,0.04,60.88,90.00,32.17,0.86,0.87,-20.89,-20.45
318,37.24,35.19,2.05,37.24,29.05,30.98,1.93,30.98,24.47,25.72,1.25,0.04,55.21,88.91,36.46,0.84,0.88,-19.46,-23.31
319,34.40,36.69,2.30,36.69,28.22,30.74,2.52,30.74,24.65,26.61,1.96,0.07,41.40,71.95,32.63,0.87,0.89,-21.98,-24.45
320,37.18,33.55,3.63,37.18,29.38,27.49,1.89,29.38,25.24,23.18,2.06,0.04,40.75,68.71,30.00,0.88,0.86,-23.63,-20.65
321,38.01,34.87,3.14,38.01,30.07,26.52,3.55,30.07,25.64,23.29,2.36,0.08,59.41,90.00,33.56,0.87,0.88,-23.24,-21.21
322,41.51,34.77,6.74,41.51,29.70,27.93,1.78,29.70,26.65,23.71,2.94,0.10,55.62,85.81,32.98,0.90,0.81,-24.90,-18.02
323,32.33,38.74,6.42,38.74,28.07,30.33,2.27,30.33,23.63,26.08,2.44,0.07,57.90,86.94,31.93,0.88,0.90,-22.62,-24.40
324,39.08,35.40,3.68,39.08,31.46,28.41,3.06,31.46,26.02,24.08,1.94,0.08,61.82,90.00,31.27,0.89,0.85,-25.14,-20.57
325,37.63,39.92,2.29,39.92,27.63,32.67,5.04,32.67,24.89,27.79,2.90,0.10,43.20,73.10,32.07,0.85,0.84,-21.02,-23.60
326,37.02,36.09,0.93,37.02,31.84,27.46,4.38,31.84,27.44,24.13,3.31,0.06,55.62,83.64,30.80,0.87,0.81,-25.72,-18.50
327,34.07,36.96,2.89,36.96,29.14,28.78,0.37,29.14,24.75,25.98,1.24,0.04,46.71,76.38,32.01,0.85,0.86,-21.44,-22.64
328,37.01,32.85,4.16,37.01,30.01,26.72,3.29,30.01,25.68,22.57,3.12,0.04,53.69,86.54,35.54,0.89,0.84,-23.55,-18.28
329,38.79,33.29,5.50,38.79,28.45,29.32,0.86,29.32,24.90,24.72,0.18,0.05,56.90,87.21,33.15,0.85,0.89,-19.58,-23.66
330,37.18,41.60,4.42,41.60,32.04,28.79,3.26,32.04,26.65,25.91,0.73,0.06,50.58,81.17,33.12,0.89,0.85,-25.61,-20.39
331,34.85,37.64,2.79,37.64,28.43,29.36,0.93,29.36,25.07,25.37,0.30,0.06,49.66,82.92,35.75,0.90,0.84,-23.64,-20.24
332,37.95,37.11,0.84,37.95,29.67,30.78,1.11,30.78,25.18,25.91,0.73,0.07,39.55,68.67,31.09,0.86,0.88,-21.78,-24.98
333,30.79,36.98,6.19,36.98,26.03,29.29,3.27,29.29,22.54,25.29,2.75,0.06,44.11,78.35,36.44,0.84,0.88,-18.82,-20.81
334,36.57,38.33,1.76,38.33,25.89,32.22,6.32,32.22,23.02,27.93,4.91,0.06,42.29,71.12,30.94,0.82,0.87,-18.40,-25.87
335,35.79,36.73,0.94,36.73,27.82,29.77,1.95,29.77,24.68,23.85,0.83,0.07,42.11,75.22,35.21,0.87,0.82,-21.98,-19.20
336,41.50,37.99,3.51,41.50,31.45,31.04,0.42,31.45,27.62,26.54,1.08,0.04,44.04,75.08,33.25,0.85,0.84,-23.00,-22.94
337,36.25,35.65,0.60,36.25,29.63,29.86,0.22,29.86,24.68,24.97,0.29,0.06,57.44,84.32,29.75,0.85,0.86,-22.15,-22.32
338,35.93,40.32,4.39,40.32,29.08,29.30,0.22,29.30,25.13,27.22,2.09,0.07,43.07,73.99,33.07,0.87,0.83,-22.91,-20.42
339,37.74,34.78,2.96,37.74,27.87,27.74,0.13,27.87,24.21,23.06,1.15,0.07,47.31,81.18,36.24,0.89,0.86,-21.28,-18.84
340,33.72,38.53,4.81,38.53,28.03,31.94,3.91,31.94,22.91,27.39,4.49,0.04,43.91,78.09,36.37,0.81,0.88,-16.92,-24.92
341,35.76,36.56,0.80,36.56,25.27,30.05,4.78,30.05,22.31,24.99,2.67,0.08,51.79,87.55,38.36,0.86,0.92,-17.03,-22.44
342,39.29,33.02,6.27,39.29,32.28,25.87,6.41,32.28,26.00,23.74,2.26,0.05,40.17,70.23,32.07,0.88,0.86,-23.53,-20.69
343,37.66,36.15,1.51,37.66,30.72,30.71,0.01,30.72,25.95,25.50,0.45,0.04,54.22,84.30,32.80,0.83,0.87,-21.45,-23.15
344,37.83,37.00,0.83,37.83,29.14,29.93,0.79,29.93,25.63,25.32,0.31,0.06,52.59,84.41,34.44,0.89,0.89,-23.04,-22.83
345,33.82,34.93,1.10,34.93,28.96,29.20,0.24,29.20,25.65,24.58,1.07,0.03,51.06,82.38,33.87,0.90,0.85,-23.76,-21.56
