,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2
596,5.66,6.05,0.39,6.05,4.68,5.12,0.44,0.00,9.32,14.68,6.76,536.17,4.67,5.54
597,5.40,6.62,1.22,6.62,4.51,5.63,1.13,0.06,8.78,13.04,5.58,426.47,4.72,6.13
598,5.68,5.71,0.03,5.71,4.78,4.93,0.15,0.00,7.42,12.52,6.22,510.35,4.74,4.80
599,7.06,5.69,1.37,7.06,6.11,4.74,1.37,0.01,7.31,12.08,5.87,477.13,6.20,4.73
600,5.33,4.97,0.37,5.33,4.30,4.06,0.24,0.00,9.80,16.00,7.67,619.61,4.38,4.16
601,6.52,5.07,1.44,6.52,5.47,4.29,1.18,0.01,8.78,13.97,6.51,519.47,5.57,4.33
602,5.47,6.80,1.33,6.80,4.74,5.90,1.16,0.03,9.08,13.68,5.96,459.63,4.64,6.12
603,7.00,6.98,0.02,7.00,5.99,6.03,0.04,0.05,9.65,12.82,4.62,317.04,6.34,6.37
604,6.64,4.97,1.67,6.64,5.80,4.14,1.67,0.00,9.53,14.55,6.46,502.70,5.95,4.33
605,6.98,5.31,1.67,6.98,5.86,4.55,1.31,0.02,9.05,13.87,6.18,482.18,6.02,4.53
606,6.61,6.79,0.18,6.79,5.65,5.94,0.29,0.00,12.00,16.00,5.80,400.46,6.06,6.13
607,5.93,5.20,0.73,5.93,4.95,4.47,0.48,0.00,10.54,16.00,7.04,545.73,5.25,4.62
608,5.28,5.37,0.09,5.37,4.52,4.60,0.08,0.00,9.91,16.00,7.58,609.12,4.59,4.63
609,5.43,6.87,1.44,6.87,4.50,5.85,1.35,0.07,9.82,14.17,5.83,435.61,4.43,6.34
610,5.36,6.86,1.50,6.86,4.38,5.77,1.39,0.05,8.31,12.75,5.68,443.55,4.43,6.27
611,6.87,5.44,1.43,6.87,5.84,4.36,1.48,0.04,7.88,12.37,5.68,449.64,6.39,4.35
612,5.13,6.86,1.73,6.86,4.20,5.54,1.35,0.01,10.14,15.04,6.42,489.72,4.25,5.83
613,5.65,5.11,0.55,5.65,4.77,4.14,0.63,0.02,9.89,16.00,7.60,611.37,4.89,4.40
614,5.48,5.17,0.31,5.48,4.59,4.38,0.21,0.00,9.15,15.27,7.49,611.73,4.47,4.53
615,5.35,5.14,0.21,5.35,4.43,4.28,0.15,0.00,7.47,14.03,7.68,655.51,4.47,4.47
616,7.07,7.07,0.00,7.07,5.92,5.96,0.03,0.03,7.20,10.32,4.20,312.10,6.24,6.41
617,5.10,6.50,1.40,6.50,4.19,5.62,1.44,0.00,8.97,13.42,5.80,445.38,4.29,6.09
618,5.26,5.38,0.13,5.38,4.44,4.63,0.19,0.00,8.50,14.44,7.21,593.10,4.60,4.55
619,7.13,5.48,1.65,7.13,6.11,4.55,1.56,0.01,7.32,12.04,5.82,471.66,6.23,4.66
620,5.40,5.03,0.38,5.40,4.50,4.08,0.41,0.00,9.54,15.87,7.77,633.99,4.60,3.98
621,6.09,6.49,0.40,6.49,5.18,5.47,0.28,0.02,7.19,11.41,5.30,421.72,5.18,5.54
622,5.11,6.94,1.83,6.94,4.17,5.88,1.71,0.08,10.33,14.52,5.73,418.23,4.32,6.25
623,5.48,5.43,0.05,5.48,4.66,4.44,0.21,0.00,8.96,14.20,6.58,523.74,4.89,4.70
624,6.85,5.70,1.14,6.85,5.77,4.85,0.92,0.02,11.49,15.92,6.15,442.27,6.06,4.98
625,7.17,5.51,1.66,7.17,6.15,4.55,1.60,0.01,9.43,14.10,6.08,466.81,6.41,4.58
626,6.73,5.41,1.32,6.73,5.76,4.53,1.23,0.03,9.54,14.18,6.08,464.81,6.13,4.54
627,5.46,5.80,0.35,5.80,4.51,4.76,0.25,0.00,8.79,14.09,6.63,530.89,4.68,4.87
628,5.09,5.57,0.47,5.57,4.29,4.67,0.38,0.00,9.42,15.52,7.52,610.39,4.39,4.80
629,7.24,7.30,0.06,7.30,6.28,6.00,0.27,0.09,7.96,10.48,3.72,252.37,6.61,6.52
630,6.91,7.35,0.44,7.35,5.89,6.13,0.24,0.08,7.08,9.48,3.46,239.52,6.33,6.63
631,6.06,5.04,1.02,6.06,5.32,4.29,1.03,0.01,10.60,16.00,6.99,539.67,5.17,4.57
632,5.15,5.38,0.24,5.38,4.24,4.53,0.29,0.01,9.93,16.00,7.56,606.92,4.19,4.52
633,7.05,5.18,1.87,7.05,5.88,4.33,1.55,0.04,11.11,15.78,6.33,466.69,6.31,4.41
634,4.96,5.15,0.19,5.15,4.15,4.31,0.15,0.00,8.75,15.20,7.77,645.57,4.30,4.29
635,6.75,5.18,1.57,6.75,5.68,4.42,1.27,0.01,10.62,16.00,6.97,537.73,5.86,4.49
636,5.46,5.20,0.26,5.46,4.64,4.50,0.15,0.01,9.79,16.00,7.68,621.23,4.79,4.54
637,6.72,6.80,0.09,6.80,5.75,5.74,0.01,0.02,8.97,12.86,5.24,389.14,6.13,5.98
638,6.92,5.67,1.26,6.92,5.98,4.71,1.27,0.01,8.20,12.85,5.88,465.30,6.25,4.85
639,5.48,5.43,0.05,5.48,4.69,4.50,0.19,0.00,8.05,13.64,6.80,558.90,4.71,4.49
640,5.11,5.52,0.41,5.52,4.34,4.72,0.37,0.00,8.67,14.69,7.32,601.52,4.52,4.86
641,5.55,7.27,1.72,7.27,4.64,6.25,1.61,0.05,10.76,15.45,6.31,469.21,4.65,6.47
642,5.53,5.20,0.33,5.53,4.68,4.47,0.21,0.00,7.37,12.95,6.69,558.11,4.80,4.51
643,5.50,7.25,1.75,7.25,4.67,6.24,1.57,0.03,11.09,15.79,6.36,469.41,4.82,6.30
644,7.05,5.27,1.79,7.05,6.03,4.31,1.72,0.00,10.22,15.33,6.65,511.53,6.17,4.28
645,6.79,5.35,1.44,6.79,5.86,4.63,1.24,0.04,10.40,15.32,6.48,492.51,6.13,4.51
646,5.25,6.90,1.65,6.90,4.48,5.90,1.42,0.02,6.95,11.69,5.78,474.10,4.40,6.12
647,5.45,5.19,0.26,5.45,4.66,4.47,0.19,0.00,8.38,14.62,7.49,623.13,4.77,4.58
648,6.57,7.45,0.88,7.45,5.71,6.26,0.54,0.04,12.46,16.00,5.41,353.63,6.08,6.37
649,6.23,4.89,1.35,6.23,5.21,4.08,1.13,0.00,9.46,15.61,7.57,614.68,5.32,4.18
650,7.06,5.34,1.72,7.06,5.91,4.59,1.32,0.05,9.55,13.44,5.32,388.99,6.33,4.72
651,5.11,5.29,0.18,5.29,4.39,4.45,0.06,0.00,7.96,13.63,6.86,566.19,4.42,4.55
652,5.46,5.10,0.37,5.46,4.58,4.32,0.25,0.00,9.98,16.00,7.52,602.07,4.60,4.35
653,5.50,7.02,1.52,7.02,4.53,5.97,1.44,0.00,10.86,15.31,6.08,444.84,4.51,6.32
654,6.20,5.15,1.05,6.20,5.30,4.22,1.08,0.00,8.58,13.84,6.55,526.74,5.87,4.28
655,6.03,5.23,0.80,6.03,5.34,4.30,1.04,0.01,10.30,16.00,7.25,570.39,5.48,4.24
656,5.88,6.57,0.70,6.57,5.00,5.74,0.74,0.00,9.80,14.09,5.76,429.07,5.37,5.95
657,5.22,6.94,1.71,6.94,4.40,5.86,1.46,0.02,10.28,14.70,5.97,442.61,4.59,6.35
658,5.94,5.85,0.09,5.94,5.01,4.89,0.13,0.00,9.51,14.86,6.78,534.85,5.15,5.03
659,5.39,5.30,0.08,5.39,4.67,4.52,0.15,0.00,8.53,15.11,7.86,658.20,4.51,4.48
660,5.68,4.79,0.89,5.68,4.79,4.00,0.79,0.00,10.16,16.00,7.36,583.97,4.72,4.09
661,7.06,5.08,1.98,7.06,6.12,4.31,1.81,0.03,8.02,13.39,6.58,537.58,6.33,4.19
662,5.98,5.79,0.19,5.98,4.91,4.77,0.14,0.00,10.25,16.00,7.29,575.25,4.92,4.75
663,4.92,6.24,1.32,6.24,4.15,5.25,1.09,0.01,9.90,15.21,6.79,530.99,4.30,5.69
664,6.94,6.41,0.53,6.94,5.88,5.42,0.46,0.00,10.14,14.50,5.88,436.06,6.20,5.50
665,5.88,5.38,0.50,5.88,4.86,4.57,0.29,0.00,7.68,13.05,6.52,536.83,5.07,4.71
666,6.41,5.40,1.01,6.41,5.45,4.46,0.99,0.02,11.08,16.00,6.59,492.41,5.56,4.48
667,5.51,6.98,1.47,6.98,4.84,5.99,1.15,0.01,8.04,12.47,5.64,443.13,4.94,6.23
668,5.39,5.32,0.07,5.39,4.54,4.65,0.11,0.00,9.25,15.14,7.28,589.32,4.85,4.60
669,7.15,4.99,2.15,7.15,6.19,4.00,2.19,0.01,9.16,14.54,6.75,537.81,6.40,4.21
670,5.71,5.51,0.20,5.71,4.89,4.62,0.27,0.00,7.90,13.34,6.62,543.94,4.91,4.91
671,6.18,5.17,1.01,6.18,5.38,4.36,1.02,0.00,10.14,16.00,7.38,585.99,5.56,4.45
672,5.53,6.18,0.66,6.18,4.50,5.29,0.79,0.00,8.59,13.79,6.49,520.24,4.65,5.33
673,7.09,5.63,1.47,7.09,6.05,4.69,1.36,0.05,7.27,11.24,5.07,397.50,6.40,4.63
674,5.97,5.25,0.73,5.97,5.13,4.34,0.79,0.00,8.51,14.31,7.07,579.34,5.18,4.62
675,5.17,5.15,0.02,5.17,4.38,4.38,0.01,0.00,8.73,14.80,7.38,607.45,4.58,4.58
676,5.09,6.70,1.61,6.70,4.36,5.80,1.44,0.01,6.97,11.84,5.92,487.09,4.18,6.14
677,5.18,6.80,1.61,6.80,4.34,5.89,1.55,0.06,10.92,15.56,6.29,464.88,4.45,6.36
678,5.51,4.88,0.63,5.51,4.65,3.99,0.66,0.00,9.82,16.00,7.66,618.32,4.69,4.24
679,4.70,5.86,1.16,5.86,3.96,4.98,1.02,0.00,10.34,16.00,7.21,565.91,4.23,5.06
680,7.34,7.28,0.06,7.34,6.23,6.28,0.05,0.09,9.97,13.34,4.86,336.73,6.44,6.54
681,5.69,7.10,1.41,7.10,4.68,5.99,1.31,0.07,8.83,12.74,5.24,391.34,4.92,6.36
682,7.00,7.08,0.08,7.08,5.98,6.09,0.12,0.01,7.12,10.68,4.63,355.72,6.18,6.49
683,5.72,5.23,0.49,5.72,4.89,4.39,0.49,0.00,7.85,12.99,6.31,513.68,4.98,4.68
684,5.11,5.44,0.33,5.44,4.24,4.29,0.06,0.00,9.63,16.00,7.82,637.17,4.47,4.31
685,6.65,4.81,1.84,6.65,5.72,4.05,1.67,0.01,8.74,14.32,6.89,558.04,6.02,4.13
686,5.83,6.73,0.90,6.73,5.03,5.82,0.79,0.01,8.42,12.59,5.43,416.69,5.06,6.11
687,5.43,5.27,0.16,5.43,4.46,4.39,0.07,0.00,8.45,14.75,7.57,629.86,4.52,4.36
688,6.10,5.11,1.00,6.10,5.35,4.21,1.14,0.01,10.60,16.00,6.99,539.76,5.47,4.21
689,7.08,5.04,2.03,7.08,6.10,4.21,1.89,0.01,9.55,14.82,6.70,527.13,6.12,4.35
690,5.54,5.58,0.04,5.58,4.65,4.65,0.00,0.00,9.07,14.88,7.17,580.90,4.64,4.56
691,7.08,5.59,1.49,7.08,6.12,4.66,1.46,0.05,7.65,11.76,5.25,410.64,6.44,4.68
692,7.33,5.47,1.86,7.33,6.21,4.50,1.71,0.13,6.61,10.40,4.78,378.91,6.35,4.68
693,6.61,7.05,0.44,7.05,5.69,5.85,0.16,0.08,10.68,13.88,4.80,320.20,6.00,6.24
694,7.00,6.23,0.77,7.00,6.03,5.35,0.68,0.06,9.54,13.57,5.46,402.88,6.37,5.22
695,5.40,5.46,0.07,5.46,4.53,4.47,0.06,0.00,9.81,16.00,7.66,619.21,4.56,4.26
696,6.83,5.05,1.78,6.83,5.80,4.42,1.38,0.07,10.58,15.10,6.11,451.75,6.31,4.48
697,7.24,7.17,0.07,7.24,5.91,5.91,0.00,0.06,11.17,14.28,4.78,310.67,6.55,6.33
698,5.49,7.08,1.59,7.08,4.58,6.10,1.52,0.01,8.20,13.61,6.63,540.23,4.57,6.43
699,7.04,7.12,0.08,7.12,6.05,6.20,0.15,0.02,10.23,13.35,4.66,312.56,6.20,6.37
700,5.58,5.55,0.03,5.58,4.86,4.57,0.30,0.01,7.05,11.96,5.96,490.18,5.08,4.63
701,5.24,6.85,1.60,6.85,4.52,5.83,1.32,0.02,9.77,14.27,5.96,449.88,4.46,6.15
702,5.48,6.59,1.11,6.59,4.50,5.74,1.24,0.01,9.01,13.83,6.17,481.66,4.74,6.17
703,5.71,5.29,0.42,5.71,4.60,4.38,0.22,0.00,8.24,14.42,7.41,617.18,4.82,4.27
704,5.89,5.66,0.24,5.89,5.04,4.68,0.36,0.00,8.83,14.21,6.71,538.32,5.09,4.77
705,6.84,7.23,0.38,7.23,5.77,6.10,0.33,0.15,9.53,12.25,4.15,272.35,6.35,6.41
706,5.97,5.04,0.93,5.97,5.04,4.29,0.75,0.00,8.23,13.72,6.73,549.85,5.13,4.41
707,5.33,6.95,1.63,6.95,4.61,6.06,1.45,0.06,8.78,12.84,5.38,405.86,4.62,6.29
708,5.58,7.35,1.77,7.35,4.69,6.24,1.55,0.03,10.74,15.47,6.34,472.75,4.67,6.57
709,5.92,5.36,0.56,5.92,5.11,4.43,0.68,0.01,7.35,13.04,6.79,568.91,5.11,4.38
710,6.93,5.47,1.45,6.93,5.91,4.57,1.33,0.01,8.57,14.01,6.72,543.81,6.10,4.62
711,7.08,6.68,0.40,7.08,5.92,5.74,0.18,0.04,6.63,10.16,4.53,353.30,6.08,5.69
712,5.36,6.96,1.60,6.96,4.38,5.72,1.34,0.02,8.44,12.81,5.64,437.09,4.52,6.22
713,6.35,6.04,0.31,6.35,5.12,5.10,0.01,0.01,8.04,12.57,5.74,452.97,5.33,5.14
714,5.01,5.49,0.48,5.49,4.22,4.65,0.43,0.00,9.42,15.10,7.09,568.04,4.31,4.77
715,5.65,6.61,0.96,6.61,4.78,5.52,0.74,0.11,9.04,12.82,5.13,377.62,5.02,5.81
716,5.28,4.73,0.55,5.28,4.41,3.83,0.58,0.00,7.44,13.53,7.21,609.13,4.54,4.07
717,4.85,7.12,2.27,7.12,4.16,5.93,1.77,0.01,8.76,13.51,6.06,474.45,4.17,6.29
718,4.87,6.41,1.54,6.41,4.11,5.55,1.44,0.00,9.12,14.74,6.98,561.56,4.31,5.59
719,6.85,6.51,0.34,6.85,5.97,5.52,0.45,0.01,9.17,13.69,5.90,452.01,6.15,5.81
720,5.57,7.22,1.65,7.22,5.02,6.35,1.33,0.03,9.79,15.00,6.67,520.12,4.93,6.22
721,5.42,5.27,0.15,5.42,4.50,4.51,0.01,0.00,8.64,15.06,7.71,641.77,4.58,4.58
722,5.27,5.45,0.18,5.45,4.45,4.52,0.07,0.00,9.30,15.80,7.89,649.84,4.50,4.72
723,5.98,4.85,1.13,5.98,5.12,4.25,0.87,0.00,8.50,14.58,7.36,608.14,4.96,4.43
724,7.14,6.28,0.86,7.14,6.05,5.29,0.77,0.04,10.46,14.34,5.45,388.16,6.62,5.34
725,5.45,6.19,0.74,6.19,4.53,5.45,0.92,0.00,10.10,16.00,7.42,590.38,4.44,5.75
726,5.53,5.33,0.19,5.53,4.57,4.43,0.14,0.00,8.77,14.93,7.48,615.98,4.62,4.72
727,4.56,4.79,0.22,4.79,3.74,3.80,0.06,0.00,8.49,14.99,7.77,649.39,4.02,4.08
728,7.01,6.72,0.29,7.01,6.21,5.95,0.26,0.05,8.69,12.00,4.61,331.17,6.25,6.24
729,5.07,4.99,0.08,5.07,4.31,4.14,0.18,0.00,10.25,15.75,7.04,550.32,4.43,4.44
730,5.21,6.82,1.61,6.82,4.33,5.74,1.42,0.01,8.98,14.21,6.58,523.20,4.30,5.91
731,7.17,5.49,1.67,7.17,6.20,4.58,1.62,0.02,7.94,12.35,5.60,441.23,6.49,4.55
732,6.92,6.01,0.90,6.92,5.89,5.14,0.76,0.01,10.95,15.27,5.97,432.58,6.13,5.14
733,5.87,4.80,1.07,5.87,5.07,3.99,1.09,0.00,8.71,14.91,7.51,620.25,5.25,4.12
734,5.70,6.51,0.81,6.51,4.80,5.52,0.72,0.02,9.13,13.71,5.94,457.44,4.76,5.89
735,4.96,5.39,0.42,5.39,4.24,4.45,0.21,0.00,10.27,16.00,7.27,573.24,4.47,4.57
736,6.93,5.25,1.67,6.93,6.07,4.39,1.68,0.04,11.27,15.75,6.17,448.40,6.26,4.57
737,5.39,6.81,1.43,6.81,4.62,5.88,1.26,0.00,7.80,12.80,6.17,499.48,4.62,6.02
738,5.38,6.45,1.07,6.45,4.41,5.63,1.22,0.02,10.25,14.71,6.00,445.92,4.54,6.00
739,6.97,4.97,2.00,6.97,6.02,4.21,1.81,0.05,7.86,12.61,5.93,474.73,6.25,4.49
740,6.66,6.76,0.09,6.76,5.74,5.78,0.04,0.00,8.92,12.91,5.33,398.81,6.21,6.15
741,5.33,6.52,1.19,6.52,4.60,5.68,1.08,0.02,8.81,13.62,6.13,480.89,4.67,6.24
742,6.35,5.43,0.92,6.35,5.35,4.63,0.71,0.00,10.61,15.86,6.83,524.24,5.53,4.80
743,7.11,7.05,0.06,7.11,5.94,5.97,0.03,0.02,7.90,10.98,4.27,308.76,6.18,6.12
744,5.00,5.14,0.14,5.14,4.08,4.21,0.14,0.00,7.69,14.11,7.58,642.69,4.05,4.23
745,5.60,7.23,1.63,7.23,4.67,6.18,1.51,0.03,8.67,12.95,5.59,428.71,4.78,6.79
746,5.69,5.61,0.07,5.69,4.64,4.50,0.14,0.00,8.36,14.50,7.39,613.44,4.88,4.29
747,6.91,6.23,0.68,6.91,5.91,5.15,0.76,0.01,11.49,15.52,5.75,402.55,6.32,5.23
748,5.50,5.14,0.37,5.50,4.54,4.46,0.08,0.00,9.59,15.52,7.37,593.00,4.77,4.57
749,6.65,6.85,0.20,6.85,5.70,5.92,0.22,0.02,8.54,11.90,4.64,336.35,6.13,6.38
750,5.59,6.31,0.72,6.31,4.60,5.30,0.70,0.01,8.49,13.47,6.25,497.43,4.70,5.60
751,5.26,5.34,0.07,5.34,4.26,4.53,0.27,0.00,9.81,15.82,7.48,601.26,4.35,4.45
752,6.01,5.64,0.37,6.01,5.06,4.62,0.44,0.00,7.56,12.60,6.17,503.67,5.30,4.62
753,5.27,6.98,1.71,6.98,4.47,5.98,1.51,0.02,8.56,13.59,6.31,503.09,4.51,6.18
754,4.96,5.06,0.10,5.06,4.09,4.46,0.37,0.00,7.88,14.26,7.56,637.79,4.36,4.59
755,5.87,5.03,0.84,5.87,4.95,4.19,0.77,0.00,7.15,13.47,7.39,631.58,5.01,4.25
756,5.29,7.03,1.73,7.03,4.45,5.92,1.47,0.02,8.52,13.33,6.09,481.23,4.53,6.27
757,6.97,6.59,0.38,6.97,5.76,5.73,0.03,0.09,11.92,14.90,4.76,297.62,6.37,6.11
758,6.43,6.83,0.41,6.83,5.57,5.86,0.30,0.07,10.59,13.67,4.67,308.22,5.88,6.63
759,6.44,7.41,0.97,7.41,5.54,6.02,0.48,0.06,12.28,16.00,5.56,371.95,5.46,6.57
760,5.35,5.55,0.20,5.55,4.44,4.58,0.14,0.00,9.34,14.66,6.73,532.57,4.60,4.66
761,5.60,5.40,0.19,5.60,4.75,4.56,0.19,0.00,7.93,14.39,7.64,645.43,4.77,4.64
762,5.35,5.56,0.21,5.56,4.30,4.49,0.19,0.00,10.29,16.00,7.25,570.64,4.43,4.66
763,5.44,6.06,0.62,6.06,4.43,5.17,0.75,0.00,10.60,16.00,6.99,539.55,4.53,5.33
764,5.20,5.44,0.24,5.44,4.41,4.54,0.13,0.00,8.82,14.50,7.00,567.80,4.63,4.89
765,5.84,6.08,0.24,6.08,4.80,5.13,0.33,0.00,8.85,14.09,6.56,523.37,5.02,4.97
766,5.63,6.17,0.54,6.17,4.61,5.19,0.59,0.00,10.11,16.00,7.40,588.58,4.74,5.24
767,6.75,6.89,0.14,6.89,5.78,5.64,0.15,0.06,11.61,14.69,4.82,307.73,6.14,6.21
768,5.10,5.57,0.46,5.57,4.26,4.81,0.55,0.00,9.27,14.76,6.88,548.46,4.34,4.93
769,6.93,5.84,1.09,6.93,5.81,4.87,0.94,0.02,8.41,12.89,5.74,447.89,6.17,5.16
770,5.05,5.22,0.17,5.22,4.32,4.22,0.10,0.00,8.75,14.99,7.55,624.06,4.45,4.46
771,5.87,5.36,0.51,5.87,5.01,4.49,0.52,0.00,10.84,16.00,6.78,515.88,5.33,4.84
772,6.87,6.70,0.17,6.87,5.67,5.73,0.06,0.02,8.67,12.59,5.22,391.68,5.79,5.76
773,4.96,5.28,0.31,5.28,4.19,4.30,0.11,0.00,9.38,16.00,8.03,661.87,4.17,4.34
774,5.15,4.92,0.23,5.15,4.44,4.21,0.23,0.01,8.00,13.52,6.72,551.77,4.60,4.32
775,5.22,5.69,0.47,5.69,4.29,4.81,0.52,0.00,9.36,16.00,8.04,663.54,4.30,4.81
776,6.78,5.21,1.57,6.78,5.97,4.34,1.63,0.01,8.99,13.57,5.93,458.56,6.07,4.69
777,7.38,5.55,1.83,7.38,6.27,4.48,1.79,0.04,8.74,12.93,5.50,419.42,6.55,4.48
778,5.57,5.52,0.05,5.57,4.76,4.68,0.07,0.00,10.18,15.97,7.32,579.32,4.70,4.87
779,6.88,5.68,1.20,6.88,5.96,4.81,1.15,0.10,11.28,15.04,5.46,376.51,6.36,4.94
780,5.71,5.27,0.44,5.71,4.91,4.58,0.33,0.00,7.86,13.27,6.59,541.25,5.17,4.72
781,6.26,7.06,0.80,7.06,5.40,5.88,0.47,0.01,8.87,12.65,5.11,377.97,5.58,6.17
782,6.73,5.56,1.17,6.73,5.75,4.78,0.97,0.00,10.68,15.42,6.34,474.31,6.30,4.77
783,5.38,5.37,0.01,5.38,4.36,4.46,0.10,0.00,9.40,15.63,7.64,622.63,4.30,4.58
784,7.06,5.84,1.22,7.06,6.09,4.99,1.10,0.07,10.18,14.17,5.52,399.75,6.42,5.05
785,5.79,6.70,0.91,6.70,4.82,5.86,1.04,0.02,7.57,12.26,5.83,469.13,4.89,6.33
786,6.37,5.20,1.17,6.37,5.37,4.18,1.19,0.00,8.67,14.17,6.80,549.82,5.52,4.27
787,5.41,5.48,0.06,5.48,4.58,4.56,0.02,0.00,10.60,15.76,6.75,516.00,4.55,4.65
788,4.94,5.46,0.52,5.46,4.26,4.65,0.39,0.00,8.16,14.08,7.15,592.94,4.47,4.85
789,5.75,7.22,1.47,7.22,4.85,6.14,1.29,0.01,9.67,14.37,6.14,469.34,4.94,6.38
790,6.67,6.83,0.16,6.83,5.73,5.82,0.09,0.04,12.18,16.00,5.64,381.75,5.70,6.20
791,5.12,6.96,1.84,6.96,4.30,5.80,1.50,0.01,9.03,14.16,6.49,513.92,4.29,6.31
792,6.78,5.28,1.50,6.78,5.87,4.39,1.49,0.00,7.17,12.85,6.76,567.99,5.97,4.43
793,5.41,4.87,0.54,5.41,4.60,4.06,0.54,0.00,8.60,15.06,7.74,645.37,4.36,4.23
794,5.23,5.24,0.01,5.24,4.46,4.39,0.06,0.00,8.25,14.67,7.65,641.62,4.38,4.37
795,5.15,5.01,0.14,5.15,4.18,4.25,0.07,0.00,9.42,16.00,7.99,658.03,4.17,4.09
796,5.58,5.48,0.09,5.58,4.54,4.62,0.08,0.00,9.59,14.72,6.56,512.33,4.66,4.66
797,5.17,5.56,0.39,5.56,4.39,4.72,0.33,0.00,9.37,15.46,7.50,609.04,4.27,4.63
798,5.03,5.51,0.48,5.51,4.33,4.64,0.31,0.00,9.31,15.24,7.33,593.68,4.44,4.71
799,5.20,5.19,0.01,5.20,4.26,4.22,0.04,0.00,8.82,15.38,7.88,655.89,4.32,4.20
800,5.77,6.92,1.15,6.92,4.86,5.96,1.10,0.00,10.45,14.84,5.96,439.46,4.75,6.46
801,5.47,5.70,0.23,5.70,4.66,4.74,0.08,0.01,10.79,16.00,6.83,521.15,4.73,4.86
802,6.50,6.78,0.28,6.78,5.63,5.86,0.23,0.04,10.64,14.07,5.03,343.28,5.74,6.10
803,6.94,6.12,0.82,6.94,5.77,5.12,0.65,0.02,11.75,15.86,5.87,411.25,6.21,5.33
804,6.79,5.22,1.56,6.79,5.88,4.41,1.48,0.06,8.49,13.34,6.13,485.44,6.22,4.43
805,5.07,5.19,0.12,5.19,4.33,4.37,0.03,0.00,9.95,16.00,7.54,604.56,4.40,4.36
806,7.28,5.82,1.45,7.28,6.28,4.93,1.35,0.03,8.96,12.72,5.10,376.00,6.59,4.98
807,5.59,5.24,0.35,5.59,4.62,4.35,0.27,0.00,9.53,15.95,7.86,642.61,4.74,4.43
808,7.03,6.81,0.22,7.03,6.00,5.83,0.17,0.05,8.27,11.65,4.62,338.27,6.25,6.18
809,5.45,7.08,1.63,7.08,4.47,6.02,1.55,0.01,10.25,15.35,6.63,509.68,4.46,6.16
810,4.94,5.41,0.47,5.41,4.09,4.52,0.44,0.00,8.95,15.68,8.07,672.89,4.16,4.48
811,6.90,5.59,1.30,6.90,5.77,4.61,1.16,0.05,10.22,14.47,5.78,425.16,6.36,4.51
812,5.04,5.60,0.56,5.60,4.25,4.61,0.37,0.00,9.65,15.90,7.70,625.57,4.33,4.74
813,5.37,5.45,0.07,5.45,4.58,4.46,0.12,0.00,9.72,15.22,6.96,550.35,4.69,4.56
814,5.20,6.82,1.62,6.82,4.48,5.74,1.26,0.03,8.67,12.90,5.53,423.11,4.53,6.34
815,7.31,5.44,1.87,7.31,6.13,4.50,1.64,0.05,7.52,11.37,4.98,385.34,6.47,4.72
816,5.02,6.57,1.54,6.57,4.17,5.76,1.59,0.01,6.73,11.67,5.94,493.13,4.11,6.09
817,5.31,6.02,0.71,6.02,4.34,5.16,0.81,0.02,10.00,14.48,5.98,448.02,4.48,5.46
818,7.20,5.19,2.01,7.20,6.18,4.23,1.95,0.01,8.37,13.65,6.54,528.75,6.36,4.36
819,6.95,7.37,0.42,7.37,5.92,6.29,0.38,0.16,11.08,14.05,4.64,297.74,6.40,6.52
820,6.13,5.93,0.20,6.13,5.22,4.99,0.24,0.00,7.73,12.79,6.21,505.19,5.41,5.20
821,5.76,5.45,0.31,5.76,4.86,4.58,0.28,0.00,10.21,16.00,7.32,578.51,5.04,4.66
822,4.88,6.87,1.99,6.87,4.01,5.83,1.81,0.03,9.91,14.79,6.37,488.08,4.20,6.32
823,5.74,6.85,1.11,6.85,4.77,5.87,1.09,0.04,11.24,15.45,5.89,420.66,5.07,6.16
824,5.04,5.12,0.07,5.12,4.26,4.45,0.19,0.00,7.92,14.46,7.72,653.57,4.25,4.39
825,6.93,7.03,0.11,7.03,5.96,5.85,0.10,0.18,10.64,13.28,4.24,264.75,6.42,6.46
826,5.38,5.40,0.02,5.40,4.49,4.53,0.04,0.00,7.92,13.97,7.23,604.23,4.53,4.58
827,5.49,5.40,0.09,5.49,4.66,4.49,0.16,0.00,9.87,16.00,7.61,613.49,4.66,4.55
828,5.26,6.01,0.76,6.01,4.53,4.95,0.41,0.00,10.03,16.00,7.47,596.57,4.69,5.19
829,5.04,5.38,0.34,5.38,4.40,4.43,0.03,0.01,9.11,16.00,8.26,689.03,4.41,4.28
830,6.98,5.06,1.91,6.98,6.00,4.26,1.74,0.00,9.66,14.78,6.56,511.53,6.26,4.49
831,5.24,6.06,0.81,6.06,4.43,5.14,0.71,0.01,10.45,16.00,7.12,554.99,4.36,5.18
832,6.97,6.75,0.22,6.97,5.93,5.75,0.19,0.06,9.85,13.48,5.10,362.53,6.21,6.05
833,5.21,6.82,1.61,6.82,4.37,5.70,1.33,0.01,11.14,16.00,6.53,485.74,4.31,6.23
834,6.67,5.13,1.54,6.67,5.53,4.27,1.26,0.02,9.10,14.07,6.33,496.32,5.79,4.21
