hhid,Cluster,NDVILocation,Season,HerdSize,LivestockLosses,MortalityRate
9002,Lower,Kargi/South Horr,LRLD 2013,77.0,5.0,0.06493506493506493
9002,Lower,Kargi/South Horr,LRLD 2015,27.0,27.0,1.0
9002,Lower,Kargi/South Horr,SRSD 2008,,29.0,
9002,Lower,Kargi/South Horr,SRSD 2010,131.0,32.0,0.24427480916030533
9002,Lower,Kargi/South Horr,SRSD 2011,92.0,10.0,0.10869565217391304
9002,Lower,Kargi/South Horr,SRSD 2012,77.0,1.0,0.012987012987012988
9003,Lower,Kargi/South Horr,LRLD 2009,,39.0,
9003,Lower,Kargi/South Horr,LRLD 2010,119.0,3.0,0.025210084033613446
9003,Lower,Kargi/South Horr,LRLD 2011,151.0,90.0,0.5960264900662252
9003,Lower,Kargi/South Horr,LRLD 2012,60.0,12.0,0.2
9003,Lower,Kargi/South Horr,LRLD 2013,29.0,10.0,0.3448275862068966
9003,Lower,Kargi/South Horr,SRSD 2008,,27.0,
9003,Lower,Kargi/South Horr,SRSD 2010,151.0,2.0,0.013245033112582781
9003,Lower,Kargi/South Horr,SRSD 2011,60.0,42.0,0.7
9004,Lower,Kargi/South Horr,LRLD 2009,,23.0,
9004,Lower,Kargi/South Horr,LRLD 2010,148.0,5.0,0.033783783783783786
9004,Lower,Kargi/South Horr,LRLD 2011,147.0,6.0,0.04081632653061224
9004,Lower,Kargi/South Horr,LRLD 2012,112.0,16.0,0.14285714285714285
9004,Lower,Kargi/South Horr,LRLD 2013,44.0,3.0,0.06818181818181818
9004,Lower,Kargi/South Horr,SRSD 2008,,11.0,
9004,Lower,Kargi/South Horr,SRSD 2010,147.0,22.0,0.14965986394557823
9004,Lower,Kargi/South Horr,SRSD 2011,112.0,64.0,0.5714285714285714
9004,Lower,Kargi/South Horr,SRSD 2012,44.0,1.0,0.022727272727272728
9005,Lower,Kargi/South Horr,LRLD 2009,,65.0,
9005,Lower,Kargi/South Horr,LRLD 2011,169.0,20.0,0.11834319526627218
9005,Lower,Kargi/South Horr,LRLD 2012,102.0,3.0,0.029411764705882353
9005,Lower,Kargi/South Horr,LRLD 2013,90.0,12.0,0.13333333333333333
9005,Lower,Kargi/South Horr,LRLD 2015,26.0,26.0,1.0
9005,Lower,Kargi/South Horr,SRSD 2008,,15.0,
9005,Lower,Kargi/South Horr,SRSD 2010,169.0,69.0,0.40828402366863903
9005,Lower,Kargi/South Horr,SRSD 2011,102.0,10.0,0.09803921568627451
9005,Lower,Kargi/South Horr,SRSD 2014,4.0,4.0,1.0
9006,Lower,Kargi/South Horr,LRLD 2009,,26.0,
9006,Lower,Kargi/South Horr,LRLD 2010,81.0,3.0,0.037037037037037035
9006,Lower,Kargi/South Horr,LRLD 2011,80.0,16.0,0.2
9006,Lower,Kargi/South Horr,LRLD 2012,21.0,12.0,0.5714285714285714
9006,Lower,Kargi/South Horr,LRLD 2013,20.0,2.0,0.1
9006,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9006,Lower,Kargi/South Horr,SRSD 2008,,12.0,
9006,Lower,Kargi/South Horr,SRSD 2010,80.0,45.0,0.5625
9006,Lower,Kargi/South Horr,SRSD 2011,21.0,4.0,0.19047619047619047
9006,Lower,Kargi/South Horr,SRSD 2012,20.0,1.0,0.05
9006,Lower,Kargi/South Horr,SRSD 2014,2.0,2.0,1.0
9007,Lower,Kargi/South Horr,LRLD 2009,,30.0,
9007,Lower,Kargi/South Horr,LRLD 2010,195.0,5.0,0.02564102564102564
9007,Lower,Kargi/South Horr,LRLD 2011,308.0,308.0,1.0
9007,Lower,Kargi/South Horr,LRLD 2013,25.0,5.0,0.2
9007,Lower,Kargi/South Horr,LRLD 2015,14.0,14.0,1.0
9007,Lower,Kargi/South Horr,SRSD 2008,,14.0,
9007,Lower,Kargi/South Horr,SRSD 2009,195.0,3.0,0.015384615384615385
9007,Lower,Kargi/South Horr,SRSD 2011,20.0,15.0,0.75
9007,Lower,Kargi/South Horr,SRSD 2014,7.0,7.0,1.0
9008,Lower,Kargi/South Horr,LRLD 2009,,28.0,
9008,Lower,Kargi/South Horr,LRLD 2011,85.0,2.0,0.023529411764705882
9008,Lower,Kargi/South Horr,LRLD 2012,69.0,5.0,0.07246376811594203
9008,Lower,Kargi/South Horr,LRLD 2015,3.0,3.0,1.0
9008,Lower,Kargi/South Horr,SRSD 2008,,12.0,
9008,Lower,Kargi/South Horr,SRSD 2009,77.0,5.0,0.06493506493506493
9008,Lower,Kargi/South Horr,SRSD 2010,85.0,20.0,0.23529411764705882
9008,Lower,Kargi/South Horr,SRSD 2011,69.0,15.0,0.21739130434782608
9008,Lower,Kargi/South Horr,SRSD 2014,1.0,1.0,1.0
9009,Lower,Kargi/South Horr,LRLD 2009,,25.0,
9009,Lower,Kargi/South Horr,LRLD 2010,41.0,2.0,0.04878048780487805
9009,Lower,Kargi/South Horr,LRLD 2011,42.0,1.0,0.023809523809523808
9009,Lower,Kargi/South Horr,LRLD 2012,36.0,5.0,0.1388888888888889
9009,Lower,Kargi/South Horr,LRLD 2013,28.0,4.0,0.14285714285714285
9009,Lower,Kargi/South Horr,LRLD 2015,9.0,9.0,1.0
9009,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9009,Lower,Kargi/South Horr,SRSD 2010,42.0,14.0,0.3333333333333333
9009,Lower,Kargi/South Horr,SRSD 2011,36.0,6.0,0.16666666666666666
9009,Lower,Kargi/South Horr,SRSD 2012,28.0,3.0,0.10714285714285714
9009,Lower,Kargi/South Horr,SRSD 2014,8.0,8.0,1.0
9010,Lower,Kargi/South Horr,LRLD 2009,,32.0,
9010,Lower,Kargi/South Horr,LRLD 2010,73.0,1.0,0.0136986301369863
9010,Lower,Kargi/South Horr,LRLD 2011,71.0,4.0,0.056338028169014086
9010,Lower,Kargi/South Horr,LRLD 2012,60.0,1.0,0.016666666666666666
9010,Lower,Kargi/South Horr,LRLD 2013,57.0,2.0,0.03508771929824561
9010,Lower,Kargi/South Horr,SRSD 2008,,12.0,
9010,Lower,Kargi/South Horr,SRSD 2009,73.0,1.0,0.0136986301369863
9010,Lower,Kargi/South Horr,SRSD 2010,71.0,13.0,0.18309859154929578
9010,Lower,Kargi/South Horr,SRSD 2011,60.0,6.0,0.1
9010,Lower,Kargi/South Horr,SRSD 2012,57.0,5.0,0.08771929824561403
9011,Lower,Kargi/South Horr,LRLD 2009,,74.0,
9011,Lower,Kargi/South Horr,LRLD 2010,272.0,13.0,0.04779411764705882
9011,Lower,Kargi/South Horr,LRLD 2011,272.0,42.0,0.15441176470588236
9011,Lower,Kargi/South Horr,LRLD 2012,33.0,3.0,0.09090909090909091
9011,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9011,Lower,Kargi/South Horr,SRSD 2011,33.0,8.0,0.24242424242424243
9011,Lower,Kargi/South Horr,SRSD 2012,21.0,1.0,0.047619047619047616
9012,Lower,Kargi/South Horr,LRLD 2009,,12.0,
9012,Lower,Kargi/South Horr,LRLD 2010,104.0,1.0,0.009615384615384616
9012,Lower,Kargi/South Horr,LRLD 2012,89.0,6.0,0.06741573033707865
9012,Lower,Kargi/South Horr,LRLD 2013,75.0,11.0,0.14666666666666667
9012,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9012,Lower,Kargi/South Horr,SRSD 2008,,22.0,
9012,Lower,Kargi/South Horr,SRSD 2010,107.0,39.0,0.3644859813084112
9012,Lower,Kargi/South Horr,SRSD 2011,89.0,11.0,0.12359550561797752
9012,Lower,Kargi/South Horr,SRSD 2012,75.0,30.0,0.4
9012,Lower,Kargi/South Horr,SRSD 2014,7.0,7.0,1.0
9013,Lower,Kargi/South Horr,LRLD 2009,,9.0,
9013,Lower,Kargi/South Horr,LRLD 2010,67.0,2.0,0.029850746268656716
9013,Lower,Kargi/South Horr,LRLD 2011,68.0,7.0,0.10294117647058823
9013,Lower,Kargi/South Horr,LRLD 2012,43.0,2.0,0.046511627906976744
9013,Lower,Kargi/South Horr,LRLD 2013,42.0,3.0,0.07142857142857142
9013,Lower,Kargi/South Horr,LRLD 2015,3.0,3.0,1.0
9013,Lower,Kargi/South Horr,SRSD 2008,,54.0,
9013,Lower,Kargi/South Horr,SRSD 2009,67.0,1.0,0.014925373134328358
9013,Lower,Kargi/South Horr,SRSD 2010,68.0,21.0,0.3088235294117647
9013,Lower,Kargi/South Horr,SRSD 2011,43.0,3.0,0.06976744186046512
9013,Lower,Kargi/South Horr,SRSD 2012,42.0,3.0,0.07142857142857142
9013,Lower,Kargi/South Horr,SRSD 2014,1.0,1.0,1.0
9014,Lower,Kargi/South Horr,LRLD 2009,,31.0,
9014,Lower,Kargi/South Horr,LRLD 2010,385.0,3.0,0.007792207792207792
9014,Lower,Kargi/South Horr,LRLD 2011,422.0,181.0,0.42890995260663506
9014,Lower,Kargi/South Horr,LRLD 2012,35.0,10.0,0.2857142857142857
9014,Lower,Kargi/South Horr,LRLD 2013,52.0,16.0,0.3076923076923077
9014,Lower,Kargi/South Horr,LRLD 2015,3.0,3.0,1.0
9014,Lower,Kargi/South Horr,SRSD 2008,,21.0,
9014,Lower,Kargi/South Horr,SRSD 2009,385.0,3.0,0.007792207792207792
9014,Lower,Kargi/South Horr,SRSD 2010,422.0,108.0,0.2559241706161137
9014,Lower,Kargi/South Horr,SRSD 2011,35.0,3.0,0.08571428571428572
9014,Lower,Kargi/South Horr,SRSD 2012,52.0,6.0,0.11538461538461539
9014,Lower,Kargi/South Horr,SRSD 2014,5.0,5.0,1.0
9015,Lower,Kargi/South Horr,LRLD 2009,,4.0,
9015,Lower,Kargi/South Horr,LRLD 2010,184.0,12.0,0.06521739130434782
9015,Lower,Kargi/South Horr,LRLD 2011,178.0,3.0,0.016853932584269662
9015,Lower,Kargi/South Horr,LRLD 2013,65.0,24.0,0.36923076923076925
9015,Lower,Kargi/South Horr,LRLD 2015,8.0,8.0,1.0
9015,Lower,Kargi/South Horr,SRSD 2008,,14.0,
9015,Lower,Kargi/South Horr,SRSD 2010,178.0,117.0,0.6573033707865169
9015,Lower,Kargi/South Horr,SRSD 2011,40.0,2.0,0.05
9015,Lower,Kargi/South Horr,SRSD 2012,65.0,17.0,0.26153846153846155
9016,Lower,Kargi/South Horr,LRLD 2009,,40.0,
9016,Lower,Kargi/South Horr,LRLD 2010,247.0,2.0,0.008097165991902834
9016,Lower,Kargi/South Horr,LRLD 2011,262.0,1.0,0.003816793893129771
9016,Lower,Kargi/South Horr,LRLD 2013,23.0,1.0,0.043478260869565216
9016,Lower,Kargi/South Horr,LRLD 2015,3.0,3.0,1.0
9016,Lower,Kargi/South Horr,SRSD 2008,,17.0,
9016,Lower,Kargi/South Horr,SRSD 2009,247.0,4.0,0.016194331983805668
9016,Lower,Kargi/South Horr,SRSD 2010,262.0,26.0,0.09923664122137404
9016,Lower,Kargi/South Horr,SRSD 2011,15.0,5.0,0.3333333333333333
9016,Lower,Kargi/South Horr,SRSD 2012,23.0,2.0,0.08695652173913043
9016,Lower,Kargi/South Horr,SRSD 2014,1.0,1.0,1.0
9017,Lower,Kargi/South Horr,LRLD 2009,,40.0,
9017,Lower,Kargi/South Horr,LRLD 2010,181.0,2.0,0.011049723756906077
9017,Lower,Kargi/South Horr,LRLD 2011,165.0,9.0,0.05454545454545454
9017,Lower,Kargi/South Horr,LRLD 2012,59.0,1.0,0.01694915254237288
9017,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9017,Lower,Kargi/South Horr,SRSD 2008,,10.0,
9017,Lower,Kargi/South Horr,SRSD 2009,181.0,1.0,0.0055248618784530384
9017,Lower,Kargi/South Horr,SRSD 2010,165.0,40.0,0.24242424242424243
9017,Lower,Kargi/South Horr,SRSD 2011,59.0,14.0,0.23728813559322035
9017,Lower,Kargi/South Horr,SRSD 2012,28.0,1.0,0.03571428571428571
9017,Lower,Kargi/South Horr,SRSD 2014,4.0,4.0,1.0
9018,Lower,Kargi/South Horr,LRLD 2009,,46.0,
9018,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9019,Lower,Kargi/South Horr,LRLD 2009,,26.0,
9019,Lower,Kargi/South Horr,LRLD 2010,79.0,2.0,0.02531645569620253
9019,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9019,Lower,Kargi/South Horr,SRSD 2010,79.0,28.0,0.35443037974683544
9020,Lower,Kargi/South Horr,LRLD 2009,,43.0,
9020,Lower,Kargi/South Horr,LRLD 2010,308.0,2.0,0.006493506493506494
9020,Lower,Kargi/South Horr,LRLD 2011,316.0,14.0,0.04430379746835443
9020,Lower,Kargi/South Horr,LRLD 2012,268.0,7.0,0.026119402985074626
9020,Lower,Kargi/South Horr,LRLD 2013,15.0,2.0,0.13333333333333333
9020,Lower,Kargi/South Horr,LRLD 2015,6.0,6.0,1.0
9020,Lower,Kargi/South Horr,SRSD 2008,,4.0,
9020,Lower,Kargi/South Horr,SRSD 2009,308.0,2.0,0.006493506493506494
9020,Lower,Kargi/South Horr,SRSD 2010,316.0,32.0,0.10126582278481013
9020,Lower,Kargi/South Horr,SRSD 2011,268.0,22.0,0.08208955223880597
9020,Lower,Kargi/South Horr,SRSD 2012,15.0,4.0,0.26666666666666666
9021,Lower,Kargi/South Horr,LRLD 2009,,47.0,
9021,Lower,Kargi/South Horr,LRLD 2010,282.0,4.0,0.014184397163120567
9021,Lower,Kargi/South Horr,LRLD 2011,296.0,73.0,0.24662162162162163
9021,Lower,Kargi/South Horr,LRLD 2012,186.0,36.0,0.1935483870967742
9021,Lower,Kargi/South Horr,LRLD 2013,83.0,1.0,0.012048192771084338
9021,Lower,Kargi/South Horr,LRLD 2015,5.0,5.0,1.0
9021,Lower,Kargi/South Horr,SRSD 2008,,4.0,
9021,Lower,Kargi/South Horr,SRSD 2010,296.0,2.0,0.006756756756756757
9021,Lower,Kargi/South Horr,SRSD 2011,186.0,86.0,0.46236559139784944
9021,Lower,Kargi/South Horr,SRSD 2012,83.0,6.0,0.07228915662650602
9021,Lower,Kargi/South Horr,SRSD 2014,10.0,10.0,1.0
9022,Lower,Kargi/South Horr,LRLD 2009,,35.0,
9022,Lower,Kargi/South Horr,LRLD 2012,64.0,12.0,0.1875
9022,Lower,Kargi/South Horr,LRLD 2013,48.0,4.0,0.08333333333333333
9022,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9022,Lower,Kargi/South Horr,SRSD 2008,,3.0,
9022,Lower,Kargi/South Horr,SRSD 2010,49.0,2.0,0.04081632653061224
9022,Lower,Kargi/South Horr,SRSD 2011,64.0,28.0,0.4375
9022,Lower,Kargi/South Horr,SRSD 2014,11.0,11.0,1.0
9023,Lower,Kargi/South Horr,LRLD 2009,,55.0,
9023,Lower,Kargi/South Horr,LRLD 2010,144.0,4.0,0.027777777777777776
9023,Lower,Kargi/South Horr,LRLD 2011,146.0,2.0,0.0136986301369863
9023,Lower,Kargi/South Horr,SRSD 2008,,4.0,
9023,Lower,Kargi/South Horr,SRSD 2010,146.0,30.0,0.2054794520547945
9024,Lower,Kargi/South Horr,LRLD 2009,,15.0,
9024,Lower,Kargi/South Horr,LRLD 2010,95.0,2.0,0.021052631578947368
9024,Lower,Kargi/South Horr,LRLD 2011,90.0,1.0,0.011111111111111112
9024,Lower,Kargi/South Horr,LRLD 2012,92.0,6.0,0.06521739130434782
9024,Lower,Kargi/South Horr,LRLD 2013,59.0,21.0,0.3559322033898305
9024,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9024,Lower,Kargi/South Horr,SRSD 2008,,22.0,
9024,Lower,Kargi/South Horr,SRSD 2010,90.0,13.0,0.14444444444444443
9024,Lower,Kargi/South Horr,SRSD 2011,92.0,27.0,0.29347826086956524
9024,Lower,Kargi/South Horr,SRSD 2012,59.0,9.0,0.15254237288135594
9024,Lower,Kargi/South Horr,SRSD 2014,1.0,1.0,1.0
9025,Lower,Kargi/South Horr,LRLD 2009,,54.0,
9025,Lower,Kargi/South Horr,LRLD 2010,177.0,6.0,0.03389830508474576
9025,Lower,Kargi/South Horr,LRLD 2011,151.0,1.0,0.006622516556291391
9025,Lower,Kargi/South Horr,LRLD 2012,15.0,4.0,0.26666666666666666
9025,Lower,Kargi/South Horr,SRSD 2008,,15.0,
9025,Lower,Kargi/South Horr,SRSD 2009,177.0,4.0,0.022598870056497175
9025,Lower,Kargi/South Horr,SRSD 2010,151.0,20.0,0.13245033112582782
9026,Lower,Kargi/South Horr,LRLD 2011,29.0,11.0,0.3793103448275862
9026,Lower,Kargi/South Horr,LRLD 2012,20.0,3.0,0.15
9026,Lower,Kargi/South Horr,SRSD 2008,,9.0,
9026,Lower,Kargi/South Horr,SRSD 2009,100.0,100.0,1.0
9026,Lower,Kargi/South Horr,SRSD 2011,20.0,4.0,0.2
9027,Lower,Kargi/South Horr,LRLD 2009,,39.0,
9027,Lower,Kargi/South Horr,LRLD 2010,260.0,5.0,0.019230769230769232
9027,Lower,Kargi/South Horr,LRLD 2011,228.0,48.0,0.21052631578947367
9027,Lower,Kargi/South Horr,LRLD 2012,113.0,29.0,0.25663716814159293
9027,Lower,Kargi/South Horr,LRLD 2013,96.0,2.0,0.020833333333333332
9027,Lower,Kargi/South Horr,LRLD 2015,39.0,39.0,1.0
9027,Lower,Kargi/South Horr,SRSD 2008,,6.0,
9027,Lower,Kargi/South Horr,SRSD 2009,260.0,2.0,0.007692307692307693
9027,Lower,Kargi/South Horr,SRSD 2010,228.0,61.0,0.2675438596491228
9027,Lower,Kargi/South Horr,SRSD 2011,113.0,2.0,0.017699115044247787
9027,Lower,Kargi/South Horr,SRSD 2014,6.0,6.0,1.0
9028,Lower,Kargi/South Horr,LRLD 2009,,33.0,
9028,Lower,Kargi/South Horr,LRLD 2010,325.0,5.0,0.015384615384615385
9028,Lower,Kargi/South Horr,LRLD 2011,293.0,8.0,0.027303754266211604
9028,Lower,Kargi/South Horr,LRLD 2012,294.0,15.0,0.05102040816326531
9028,Lower,Kargi/South Horr,LRLD 2013,75.0,6.0,0.08
9028,Lower,Kargi/South Horr,LRLD 2015,6.0,6.0,1.0
9028,Lower,Kargi/South Horr,SRSD 2008,,16.0,
9028,Lower,Kargi/South Horr,SRSD 2009,325.0,2.0,0.006153846153846154
9028,Lower,Kargi/South Horr,SRSD 2010,293.0,26.0,0.08873720136518772
9028,Lower,Kargi/South Horr,SRSD 2011,294.0,257.0,0.8741496598639455
9028,Lower,Kargi/South Horr,SRSD 2012,75.0,7.0,0.09333333333333334
9028,Lower,Kargi/South Horr,SRSD 2014,3.0,3.0,1.0
9029,Lower,Kargi/South Horr,LRLD 2009,,20.0,
9029,Lower,Kargi/South Horr,LRLD 2010,125.0,4.0,0.032
9029,Lower,Kargi/South Horr,LRLD 2011,107.0,6.0,0.056074766355140186
9029,Lower,Kargi/South Horr,LRLD 2012,136.0,18.0,0.1323529411764706
9029,Lower,Kargi/South Horr,LRLD 2013,111.0,19.0,0.17117117117117117
9029,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9029,Lower,Kargi/South Horr,SRSD 2008,,12.0,
9029,Lower,Kargi/South Horr,SRSD 2009,125.0,1.0,0.008
9029,Lower,Kargi/South Horr,SRSD 2010,107.0,5.0,0.04672897196261682
9029,Lower,Kargi/South Horr,SRSD 2011,136.0,13.0,0.09558823529411764
9029,Lower,Kargi/South Horr,SRSD 2012,111.0,28.0,0.25225225225225223
9029,Lower,Kargi/South Horr,SRSD 2014,11.0,11.0,1.0
9030,Lower,Kargi/South Horr,LRLD 2009,,17.0,
9030,Lower,Kargi/South Horr,LRLD 2010,220.0,7.0,0.031818181818181815
9030,Lower,Kargi/South Horr,LRLD 2011,220.0,16.0,0.07272727272727272
9030,Lower,Kargi/South Horr,LRLD 2012,171.0,18.0,0.10526315789473684
9030,Lower,Kargi/South Horr,LRLD 2013,57.0,17.0,0.2982456140350877
9030,Lower,Kargi/South Horr,SRSD 2010,220.0,41.0,0.18636363636363637
9030,Lower,Kargi/South Horr,SRSD 2011,171.0,102.0,0.5964912280701754
9030,Lower,Kargi/South Horr,SRSD 2012,57.0,4.0,0.07017543859649122
9031,Lower,Kargi/South Horr,LRLD 2009,,5.0,
9031,Lower,Kargi/South Horr,LRLD 2011,88.0,3.0,0.03409090909090909
9031,Lower,Kargi/South Horr,LRLD 2012,27.0,5.0,0.18518518518518517
9031,Lower,Kargi/South Horr,LRLD 2013,30.0,2.0,0.06666666666666667
9031,Lower,Kargi/South Horr,LRLD 2015,11.0,11.0,1.0
9031,Lower,Kargi/South Horr,SRSD 2008,,1.0,
9031,Lower,Kargi/South Horr,SRSD 2009,82.0,3.0,0.036585365853658534
9031,Lower,Kargi/South Horr,SRSD 2010,88.0,43.0,0.48863636363636365
9031,Lower,Kargi/South Horr,SRSD 2011,27.0,2.0,0.07407407407407407
9031,Lower,Kargi/South Horr,SRSD 2014,4.0,4.0,1.0
9032,Lower,Kargi/South Horr,LRLD 2009,,28.0,
9032,Lower,Kargi/South Horr,LRLD 2010,76.0,2.0,0.02631578947368421
9032,Lower,Kargi/South Horr,LRLD 2011,86.0,4.0,0.046511627906976744
9032,Lower,Kargi/South Horr,LRLD 2013,10.0,3.0,0.3
9032,Lower,Kargi/South Horr,SRSD 2008,,1.0,
9032,Lower,Kargi/South Horr,SRSD 2010,86.0,58.0,0.6744186046511628
9032,Lower,Kargi/South Horr,SRSD 2011,18.0,3.0,0.16666666666666666
9032,Lower,Kargi/South Horr,SRSD 2012,10.0,2.0,0.2
9033,Lower,Kargi/South Horr,LRLD 2009,,14.0,
9033,Lower,Kargi/South Horr,LRLD 2010,133.0,9.0,0.06766917293233082
9033,Lower,Kargi/South Horr,LRLD 2011,131.0,3.0,0.022900763358778626
9033,Lower,Kargi/South Horr,LRLD 2013,99.0,9.0,0.09090909090909091
9033,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9033,Lower,Kargi/South Horr,SRSD 2008,,1.0,
9033,Lower,Kargi/South Horr,SRSD 2009,133.0,1.0,0.007518796992481203
9033,Lower,Kargi/South Horr,SRSD 2010,131.0,22.0,0.16793893129770993
9033,Lower,Kargi/South Horr,SRSD 2011,117.0,32.0,0.27350427350427353
9033,Lower,Kargi/South Horr,SRSD 2012,99.0,21.0,0.21212121212121213
9033,Lower,Kargi/South Horr,SRSD 2014,5.0,5.0,1.0
9034,Lower,Kargi/South Horr,LRLD 2009,,97.0,
9034,Lower,Kargi/South Horr,LRLD 2010,1017.0,15.0,0.014749262536873156
9034,Lower,Kargi/South Horr,LRLD 2011,855.0,14.0,0.016374269005847954
9034,Lower,Kargi/South Horr,LRLD 2012,40.0,4.0,0.1
9034,Lower,Kargi/South Horr,LRLD 2013,33.0,1.0,0.030303030303030304
9034,Lower,Kargi/South Horr,LRLD 2015,1.0,1.0,1.0
9034,Lower,Kargi/South Horr,SRSD 2008,,18.0,
9034,Lower,Kargi/South Horr,SRSD 2009,1017.0,14.0,0.01376597836774828
9034,Lower,Kargi/South Horr,SRSD 2010,855.0,188.0,0.2198830409356725
9034,Lower,Kargi/South Horr,SRSD 2011,40.0,9.0,0.225
9034,Lower,Kargi/South Horr,SRSD 2014,1.0,1.0,1.0
9035,Lower,Kargi/South Horr,LRLD 2009,,60.0,
9035,Lower,Kargi/South Horr,LRLD 2010,130.0,8.0,0.06153846153846154
9035,Lower,Kargi/South Horr,LRLD 2011,112.0,10.0,0.08928571428571429
9035,Lower,Kargi/South Horr,LRLD 2012,60.0,5.0,0.08333333333333333
9035,Lower,Kargi/South Horr,LRLD 2013,85.0,13.0,0.15294117647058825
9035,Lower,Kargi/South Horr,LRLD 2015,3.0,3.0,1.0
9035,Lower,Kargi/South Horr,SRSD 2008,,30.0,
9035,Lower,Kargi/South Horr,SRSD 2009,130.0,1.0,0.007692307692307693
9035,Lower,Kargi/South Horr,SRSD 2010,112.0,29.0,0.25892857142857145
9035,Lower,Kargi/South Horr,SRSD 2011,60.0,9.0,0.15
9035,Lower,Kargi/South Horr,SRSD 2012,85.0,21.0,0.24705882352941178
9036,Lower,Kargi/South Horr,LRLD 2009,,12.0,
9036,Lower,Kargi/South Horr,LRLD 2011,71.0,9.0,0.1267605633802817
9036,Lower,Kargi/South Horr,LRLD 2012,82.0,1.0,0.012195121951219513
9036,Lower,Kargi/South Horr,LRLD 2013,63.0,4.0,0.06349206349206349
9036,Lower,Kargi/South Horr,LRLD 2015,11.0,11.0,1.0
9036,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9036,Lower,Kargi/South Horr,SRSD 2009,96.0,4.0,0.041666666666666664
9036,Lower,Kargi/South Horr,SRSD 2010,71.0,20.0,0.28169014084507044
9036,Lower,Kargi/South Horr,SRSD 2011,82.0,13.0,0.15853658536585366
9036,Lower,Kargi/South Horr,SRSD 2012,63.0,10.0,0.15873015873015872
9036,Lower,Kargi/South Horr,SRSD 2014,13.0,13.0,1.0
9037,Lower,Kargi/South Horr,LRLD 2009,,12.0,
9037,Lower,Kargi/South Horr,LRLD 2010,56.0,5.0,0.08928571428571429
9037,Lower,Kargi/South Horr,LRLD 2011,65.0,3.0,0.046153846153846156
9037,Lower,Kargi/South Horr,LRLD 2012,59.0,13.0,0.22033898305084745
9037,Lower,Kargi/South Horr,LRLD 2013,32.0,4.0,0.125
9037,Lower,Kargi/South Horr,LRLD 2015,2.0,2.0,1.0
9037,Lower,Kargi/South Horr,SRSD 2008,,1.0,
9037,Lower,Kargi/South Horr,SRSD 2010,65.0,11.0,0.16923076923076924
9037,Lower,Kargi/South Horr,SRSD 2011,59.0,28.0,0.4745762711864407
9037,Lower,Kargi/South Horr,SRSD 2012,32.0,3.0,0.09375
9037,Lower,Kargi/South Horr,SRSD 2014,10.0,10.0,1.0
9038,Lower,Kargi/South Horr,LRLD 2009,,7.0,
9038,Lower,Kargi/South Horr,LRLD 2010,136.0,4.0,0.029411764705882353
9038,Lower,Kargi/South Horr,LRLD 2011,61.0,15.0,0.2459016393442623
9038,Lower,Kargi/South Horr,LRLD 2012,105.0,9.0,0.08571428571428572
9038,Lower,Kargi/South Horr,LRLD 2013,110.0,21.0,0.19090909090909092
9038,Lower,Kargi/South Horr,LRLD 2015,9.0,9.0,1.0
9038,Lower,Kargi/South Horr,SRSD 2008,,2.0,
9038,Lower,Kargi/South Horr,SRSD 2009,136.0,2.0,0.014705882352941176
9038,Lower,Kargi/South Horr,SRSD 2010,84.0,84.0,1.0
9038,Lower,Kargi/South Horr,SRSD 2011,105.0,22.0,0.20952380952380953
9038,Lower,Kargi/South Horr,SRSD 2012,110.0,26.0,0.23636363636363636
9038,Lower,Kargi/South Horr,SRSD 2014,2.0,2.0,1.0
9039,Lower,Kargi/South Horr,LRLD 2009,,11.0,
9039,Lower,Kargi/South Horr,LRLD 2010,97.0,6.0,0.061855670103092786
9039,Lower,Kargi/South Horr,LRLD 2012,65.0,7.0,0.1076923076923077
9039,Lower,Kargi/South Horr,LRLD 2013,55.0,20.0,0.36363636363636365
9039,Lower,Kargi/South Horr,SRSD 2008,,5.0,
9039,Lower,Kargi/South Horr,SRSD 2009,97.0,1.0,0.010309278350515464
9039,Lower,Kargi/South Horr,SRSD 2010,93.0,56.0,0.6021505376344086
9039,Lower,Kargi/South Horr,SRSD 2011,65.0,10.0,0.15384615384615385
9039,Lower,Kargi/South Horr,SRSD 2012,55.0,2.0,0.03636363636363636
9040,Lower,Kargi/South Horr,LRLD 2009,,17.0,
9040,Lower,Kargi/South Horr,LRLD 2010,46.0,3.0,0.06521739130434782
9040,Lower,Kargi/South Horr,LRLD 2011,51.0,12.0,0.23529411764705882
9040,Lower,Kargi/South Horr,LRLD 2013,61.0,4.0,0.06557377049180328
9040,Lower,Kargi/South Horr,SRSD 2008,,32.0,
