hhid,Cluster,NDVILocation,Season,HerdSize,LivestockLosses,MortalityRate
13018,Lower,Laisamis,SRSD 2009,35.0,35.0,1.0
13018,Lower,Laisamis,SRSD 2010,43.0,8.0,0.18604651162790697
13019,Lower,Laisamis,LRLD 2009,,3.0,
13019,Lower,Laisamis,LRLD 2010,7.0,1.0,0.14285714285714285
13019,Lower,Laisamis,LRLD 2011,104.0,18.0,0.17307692307692307
13019,Lower,Laisamis,LRLD 2013,102.0,8.0,0.0784313725490196
13019,Lower,Laisamis,LRLD 2015,5.0,5.0,1.0
13019,Lower,Laisamis,SRSD 2008,,1.0,
13019,Lower,Laisamis,SRSD 2010,104.0,7.0,0.0673076923076923
13019,Lower,Laisamis,SRSD 2012,102.0,3.0,0.029411764705882353
13020,Lower,Laisamis,LRLD 2009,,3.0,
13020,Lower,Laisamis,LRLD 2010,23.0,1.0,0.043478260869565216
13020,Lower,Laisamis,LRLD 2011,18.0,11.0,0.6111111111111112
13020,Lower,Laisamis,LRLD 2013,19.0,15.0,0.7894736842105263
13020,Lower,Laisamis,LRLD 2015,5.0,5.0,1.0
13020,Lower,Laisamis,SRSD 2008,,1.0,
13020,Lower,Laisamis,SRSD 2010,18.0,1.0,0.05555555555555555
13020,Lower,Laisamis,SRSD 2012,19.0,1.0,0.05263157894736842
13020,Lower,Laisamis,SRSD 2014,6.0,6.0,1.0
13021,Lower,Laisamis,LRLD 2009,,1.0,
13021,Lower,Laisamis,LRLD 2010,19.0,2.0,0.10526315789473684
13021,Lower,Laisamis,LRLD 2011,9.0,1.0,0.1111111111111111
13021,Lower,Laisamis,LRLD 2013,29.0,8.0,0.27586206896551724
13021,Lower,Laisamis,LRLD 2015,3.0,3.0,1.0
13021,Lower,Laisamis,SRSD 2008,,3.0,
13021,Lower,Laisamis,SRSD 2010,9.0,2.0,0.2222222222222222
13021,Lower,Laisamis,SRSD 2011,17.0,2.0,0.11764705882352941
13021,Lower,Laisamis,SRSD 2014,1.0,1.0,1.0
13022,Lower,Laisamis,LRLD 2009,,2.0,
13022,Lower,Laisamis,LRLD 2010,19.0,14.0,0.7368421052631579
13022,Lower,Laisamis,LRLD 2011,28.0,7.0,0.25
13022,Lower,Laisamis,LRLD 2012,16.0,1.0,0.0625
13022,Lower,Laisamis,LRLD 2013,21.0,4.0,0.19047619047619047
13022,Lower,Laisamis,LRLD 2015,6.0,6.0,1.0
13022,Lower,Laisamis,SRSD 2008,,2.0,
13022,Lower,Laisamis,SRSD 2010,28.0,2.0,0.07142857142857142
13022,Lower,Laisamis,SRSD 2012,21.0,3.0,0.14285714285714285
13023,Lower,Laisamis,LRLD 2009,,2.0,
13023,Lower,Laisamis,LRLD 2010,15.0,6.0,0.4
13023,Lower,Laisamis,LRLD 2011,37.0,10.0,0.2702702702702703
13023,Lower,Laisamis,LRLD 2013,26.0,3.0,0.11538461538461539
13023,Lower,Laisamis,SRSD 2008,,1.0,
13023,Lower,Laisamis,SRSD 2010,37.0,6.0,0.16216216216216217
13023,Lower,Laisamis,SRSD 2012,26.0,2.0,0.07692307692307693
13025,Lower,Laisamis,LRLD 2009,,4.0,
13025,Lower,Laisamis,LRLD 2011,15.0,1.0,0.06666666666666667
13025,Lower,Laisamis,LRLD 2013,29.0,7.0,0.2413793103448276
13025,Lower,Laisamis,LRLD 2015,5.0,5.0,1.0
13025,Lower,Laisamis,SRSD 2008,,1.0,
13025,Lower,Laisamis,SRSD 2011,25.0,3.0,0.12
13025,Lower,Laisamis,SRSD 2012,29.0,1.0,0.034482758620689655
13025,Lower,Laisamis,SRSD 2014,4.0,4.0,1.0
13026,Lower,Laisamis,LRLD 2009,,2.0,
13026,Lower,Laisamis,LRLD 2010,17.0,5.0,0.29411764705882354
13026,Lower,Laisamis,LRLD 2011,51.0,10.0,0.19607843137254902
13026,Lower,Laisamis,LRLD 2012,38.0,5.0,0.13157894736842105
13026,Lower,Laisamis,LRLD 2013,55.0,2.0,0.03636363636363636
13026,Lower,Laisamis,SRSD 2008,,1.0,
13026,Lower,Laisamis,SRSD 2010,51.0,11.0,0.21568627450980393
13026,Lower,Laisamis,SRSD 2011,38.0,3.0,0.07894736842105263
13026,Lower,Laisamis,SRSD 2012,55.0,1.0,0.01818181818181818
13028,Lower,Laisamis,LRLD 2009,,2.0,
13028,Lower,Laisamis,LRLD 2010,11.0,4.0,0.36363636363636365
13028,Lower,Laisamis,LRLD 2011,52.0,6.0,0.11538461538461539
13028,Lower,Laisamis,LRLD 2013,45.0,24.0,0.5333333333333333
13028,Lower,Laisamis,LRLD 2015,7.0,7.0,1.0
13028,Lower,Laisamis,SRSD 2008,,1.0,
13028,Lower,Laisamis,SRSD 2010,52.0,1.0,0.019230769230769232
13029,Lower,Laisamis,LRLD 2009,,2.0,
13029,Lower,Laisamis,LRLD 2010,13.0,13.0,1.0
13029,Lower,Laisamis,LRLD 2011,55.0,16.0,0.2909090909090909
13029,Lower,Laisamis,LRLD 2013,9.0,1.0,0.1111111111111111
13029,Lower,Laisamis,LRLD 2015,13.0,13.0,1.0
13029,Lower,Laisamis,SRSD 2008,,1.0,
13029,Lower,Laisamis,SRSD 2010,55.0,13.0,0.23636363636363636
13029,Lower,Laisamis,SRSD 2012,9.0,2.0,0.2222222222222222
13029,Lower,Laisamis,SRSD 2014,5.0,5.0,1.0
13030,Lower,Laisamis,LRLD 2009,,2.0,
13030,Lower,Laisamis,LRLD 2010,14.0,8.0,0.5714285714285714
13030,Lower,Laisamis,LRLD 2011,40.0,9.0,0.225
13030,Lower,Laisamis,LRLD 2012,91.0,1.0,0.01098901098901099
13030,Lower,Laisamis,LRLD 2013,123.0,19.0,0.15447154471544716
13030,Lower,Laisamis,LRLD 2015,8.0,8.0,1.0
13030,Lower,Laisamis,SRSD 2008,,1.0,
13030,Lower,Laisamis,SRSD 2010,40.0,3.0,0.075
13030,Lower,Laisamis,SRSD 2011,91.0,2.0,0.02197802197802198
13030,Lower,Laisamis,SRSD 2012,123.0,1.0,0.008130081300813009
13030,Lower,Laisamis,SRSD 2014,1.0,1.0,1.0
13035,Lower,Laisamis,LRLD 2009,,3.0,
13035,Lower,Laisamis,LRLD 2010,26.0,4.0,0.15384615384615385
13035,Lower,Laisamis,LRLD 2011,10.0,2.0,0.2
13035,Lower,Laisamis,SRSD 2008,,1.0,
13035,Lower,Laisamis,SRSD 2009,26.0,4.0,0.15384615384615385
13035,Lower,Laisamis,SRSD 2010,10.0,1.0,0.1
13035,Lower,Laisamis,SRSD 2011,4.0,1.0,0.25
13036,Lower,Laisamis,LRLD 2009,,4.0,
13036,Lower,Laisamis,LRLD 2010,13.0,5.0,0.38461538461538464
13036,Lower,Laisamis,LRLD 2011,10.0,3.0,0.3
13036,Lower,Laisamis,LRLD 2013,6.0,1.0,0.16666666666666666
13036,Lower,Laisamis,LRLD 2015,7.0,7.0,1.0
13036,Lower,Laisamis,SRSD 2008,,1.0,
13036,Lower,Laisamis,SRSD 2012,6.0,1.0,0.16666666666666666
14001,Lower,Loiyangalani,LRLD 2009,,15.0,
14001,Lower,Loiyangalani,LRLD 2010,70.0,3.0,0.04285714285714286
14001,Lower,Loiyangalani,LRLD 2011,4.0,4.0,1.0
14001,Lower,Loiyangalani,SRSD 2008,,125.0,
14001,Lower,Loiyangalani,SRSD 2009,70.0,2.0,0.02857142857142857
14001,Lower,Loiyangalani,SRSD 2010,3.0,3.0,1.0
14002,Lower,Loiyangalani,LRLD 2012,11.0,2.0,0.18181818181818182
14002,Lower,Loiyangalani,LRLD 2013,3.0,2.0,0.6666666666666666
14002,Lower,Loiyangalani,SRSD 2011,11.0,8.0,0.7272727272727273
14002,Lower,Loiyangalani,SRSD 2012,3.0,1.0,0.3333333333333333
14003,Lower,Loiyangalani,LRLD 2010,27.0,27.0,1.0
14003,Lower,Loiyangalani,LRLD 2011,6.0,2.0,0.3333333333333333
14003,Lower,Loiyangalani,LRLD 2013,7.0,2.0,0.2857142857142857
14003,Lower,Loiyangalani,SRSD 2008,,230.0,
14003,Lower,Loiyangalani,SRSD 2011,6.0,3.0,0.5
14003,Lower,Loiyangalani,SRSD 2012,7.0,2.0,0.2857142857142857
14003,Lower,Loiyangalani,SRSD 2014,46.0,46.0,1.0
14005,Lower,Loiyangalani,LRLD 2009,,312.0,
14005,Lower,Loiyangalani,LRLD 2010,36.0,20.0,0.5555555555555556
14005,Lower,Loiyangalani,LRLD 2012,9.0,2.0,0.2222222222222222
14005,Lower,Loiyangalani,LRLD 2015,4.0,4.0,1.0
14005,Lower,Loiyangalani,SRSD 2009,36.0,15.0,0.4166666666666667
14005,Lower,Loiyangalani,SRSD 2011,9.0,2.0,0.2222222222222222
14005,Lower,Loiyangalani,SRSD 2012,2.0,1.0,0.5
14005,Lower,Loiyangalani,SRSD 2014,4.0,4.0,1.0
14006,Lower,Loiyangalani,LRLD 2013,27.0,2.0,0.07407407407407407
14006,Lower,Loiyangalani,LRLD 2015,12.0,12.0,1.0
14006,Lower,Loiyangalani,SRSD 2014,40.0,40.0,1.0
14007,Lower,Loiyangalani,LRLD 2012,12.0,12.0,1.0
14007,Lower,Loiyangalani,LRLD 2013,174.0,23.0,0.13218390804597702
14007,Lower,Loiyangalani,LRLD 2015,12.0,12.0,1.0
14007,Lower,Loiyangalani,SRSD 2011,21.0,21.0,1.0
14007,Lower,Loiyangalani,SRSD 2012,174.0,15.0,0.08620689655172414
14008,Lower,Loiyangalani,LRLD 2008,,6.0,
14008,Lower,Loiyangalani,LRLD 2009,,10.0,
14008,Lower,Loiyangalani,LRLD 2012,14.0,2.0,0.14285714285714285
14008,Lower,Loiyangalani,LRLD 2013,17.0,6.0,0.35294117647058826
14008,Lower,Loiyangalani,LRLD 2015,56.0,56.0,1.0
14008,Lower,Loiyangalani,SRSD 2009,6.0,1.0,0.16666666666666666
14008,Lower,Loiyangalani,SRSD 2010,10.0,1.0,0.1
14008,Lower,Loiyangalani,SRSD 2011,14.0,1.0,0.07142857142857142
14008,Lower,Loiyangalani,SRSD 2012,17.0,5.0,0.29411764705882354
14009,Lower,Loiyangalani,LRLD 2009,,31.0,
14009,Lower,Loiyangalani,LRLD 2010,38.0,8.0,0.21052631578947367
14009,Lower,Loiyangalani,LRLD 2011,34.0,2.0,0.058823529411764705
14009,Lower,Loiyangalani,LRLD 2012,42.0,11.0,0.2619047619047619
14009,Lower,Loiyangalani,LRLD 2013,26.0,11.0,0.4230769230769231
14009,Lower,Loiyangalani,LRLD 2015,13.0,13.0,1.0
14009,Lower,Loiyangalani,SRSD 2008,,450.0,
14009,Lower,Loiyangalani,SRSD 2011,42.0,12.0,0.2857142857142857
14009,Lower,Loiyangalani,SRSD 2014,20.0,20.0,1.0
14010,Lower,Loiyangalani,LRLD 2012,12.0,3.0,0.25
14010,Lower,Loiyangalani,LRLD 2013,27.0,8.0,0.2962962962962963
14010,Lower,Loiyangalani,LRLD 2015,7.0,7.0,1.0
14010,Lower,Loiyangalani,SRSD 2011,12.0,5.0,0.4166666666666667
14010,Lower,Loiyangalani,SRSD 2012,27.0,5.0,0.18518518518518517
14010,Lower,Loiyangalani,SRSD 2014,11.0,11.0,1.0
14011,Lower,Loiyangalani,LRLD 2013,29.0,10.0,0.3448275862068966
14011,Lower,Loiyangalani,LRLD 2015,12.0,12.0,1.0
14011,Lower,Loiyangalani,SRSD 2008,,4.0,
14011,Lower,Loiyangalani,SRSD 2012,29.0,7.0,0.2413793103448276
14011,Lower,Loiyangalani,SRSD 2014,17.0,17.0,1.0
14012,Lower,Loiyangalani,LRLD 2009,,18.0,
14012,Lower,Loiyangalani,LRLD 2010,14.0,4.0,0.2857142857142857
14012,Lower,Loiyangalani,LRLD 2013,3.0,1.0,0.3333333333333333
14012,Lower,Loiyangalani,LRLD 2015,2.0,2.0,1.0
14012,Lower,Loiyangalani,SRSD 2010,10.0,6.0,0.6
14012,Lower,Loiyangalani,SRSD 2011,18.0,18.0,1.0
14012,Lower,Loiyangalani,SRSD 2012,3.0,2.0,0.6666666666666666
14012,Lower,Loiyangalani,SRSD 2014,6.0,6.0,1.0
14013,Lower,Loiyangalani,LRLD 2009,,80.0,
14013,Lower,Loiyangalani,LRLD 2010,204.0,6.0,0.029411764705882353
14013,Lower,Loiyangalani,LRLD 2011,106.0,83.0,0.7830188679245284
14013,Lower,Loiyangalani,LRLD 2012,43.0,4.0,0.09302325581395349
14013,Lower,Loiyangalani,LRLD 2013,74.0,14.0,0.1891891891891892
14013,Lower,Loiyangalani,LRLD 2015,8.0,8.0,1.0
14013,Lower,Loiyangalani,SRSD 2009,204.0,129.0,0.6323529411764706
14013,Lower,Loiyangalani,SRSD 2011,43.0,3.0,0.06976744186046512
14013,Lower,Loiyangalani,SRSD 2012,74.0,18.0,0.24324324324324326
14014,Lower,Loiyangalani,LRLD 2009,,183.0,
14014,Lower,Loiyangalani,LRLD 2010,62.0,22.0,0.3548387096774194
14014,Lower,Loiyangalani,LRLD 2011,36.0,17.0,0.4722222222222222
14014,Lower,Loiyangalani,LRLD 2015,78.0,78.0,1.0
14014,Lower,Loiyangalani,SRSD 2008,,58.0,
14014,Lower,Loiyangalani,SRSD 2009,62.0,10.0,0.16129032258064516
14014,Lower,Loiyangalani,SRSD 2010,36.0,18.0,0.5
14014,Lower,Loiyangalani,SRSD 2011,31.0,10.0,0.3225806451612903
14014,Lower,Loiyangalani,SRSD 2012,67.0,27.0,0.40298507462686567
14014,Lower,Loiyangalani,SRSD 2014,65.0,65.0,1.0
14015,Lower,Loiyangalani,LRLD 2010,34.0,21.0,0.6176470588235294
14015,Lower,Loiyangalani,LRLD 2011,8.0,3.0,0.375
14015,Lower,Loiyangalani,LRLD 2012,18.0,2.0,0.1111111111111111
14015,Lower,Loiyangalani,LRLD 2013,20.0,1.0,0.05
14015,Lower,Loiyangalani,LRLD 2015,16.0,16.0,1.0
14015,Lower,Loiyangalani,SRSD 2008,,90.0,
14015,Lower,Loiyangalani,SRSD 2009,34.0,8.0,0.23529411764705882
14015,Lower,Loiyangalani,SRSD 2011,18.0,2.0,0.1111111111111111
14015,Lower,Loiyangalani,SRSD 2012,20.0,3.0,0.15
14016,Lower,Loiyangalani,LRLD 2009,,10.0,
14016,Lower,Loiyangalani,LRLD 2010,48.0,36.0,0.75
14016,Lower,Loiyangalani,LRLD 2012,25.0,25.0,1.0
14016,Lower,Loiyangalani,LRLD 2013,20.0,1.0,0.05
14016,Lower,Loiyangalani,SRSD 2008,,87.0,
14016,Lower,Loiyangalani,SRSD 2009,48.0,3.0,0.0625
14016,Lower,Loiyangalani,SRSD 2010,12.0,9.0,0.75
14016,Lower,Loiyangalani,SRSD 2011,25.0,10.0,0.4
14016,Lower,Loiyangalani,SRSD 2012,20.0,1.0,0.05
14016,Lower,Loiyangalani,SRSD 2014,97.0,97.0,1.0
14017,Lower,Loiyangalani,LRLD 2009,,25.0,
14017,Lower,Loiyangalani,LRLD 2010,45.0,28.0,0.6222222222222222
14017,Lower,Loiyangalani,LRLD 2011,25.0,7.0,0.28
14017,Lower,Loiyangalani,LRLD 2013,69.0,7.0,0.10144927536231885
14017,Lower,Loiyangalani,LRLD 2015,397.0,397.0,1.0
14017,Lower,Loiyangalani,SRSD 2008,,60.0,
14017,Lower,Loiyangalani,SRSD 2010,25.0,3.0,0.12
14017,Lower,Loiyangalani,SRSD 2012,69.0,46.0,0.6666666666666666
14017,Lower,Loiyangalani,SRSD 2014,1.0,1.0,1.0
14018,Lower,Loiyangalani,LRLD 2009,,78.0,
14018,Lower,Loiyangalani,LRLD 2010,26.0,6.0,0.23076923076923078
14018,Lower,Loiyangalani,LRLD 2011,12.0,7.0,0.5833333333333334
14018,Lower,Loiyangalani,LRLD 2012,60.0,8.0,0.13333333333333333
14018,Lower,Loiyangalani,LRLD 2013,104.0,35.0,0.33653846153846156
14018,Lower,Loiyangalani,SRSD 2008,,50.0,
14018,Lower,Loiyangalani,SRSD 2009,26.0,8.0,0.3076923076923077
14018,Lower,Loiyangalani,SRSD 2010,12.0,9.0,0.75
14018,Lower,Loiyangalani,SRSD 2012,104.0,17.0,0.16346153846153846
14018,Lower,Loiyangalani,SRSD 2014,38.0,38.0,1.0
14019,Lower,Loiyangalani,LRLD 2011,8.0,8.0,1.0
14019,Lower,Loiyangalani,LRLD 2012,30.0,28.0,0.9333333333333333
14019,Lower,Loiyangalani,LRLD 2013,6.0,1.0,0.16666666666666666
14020,Lower,Loiyangalani,LRLD 2009,,106.0,
14020,Lower,Loiyangalani,LRLD 2010,22.0,10.0,0.45454545454545453
14020,Lower,Loiyangalani,LRLD 2011,12.0,9.0,0.75
14020,Lower,Loiyangalani,LRLD 2012,30.0,1.0,0.03333333333333333
14020,Lower,Loiyangalani,LRLD 2013,42.0,8.0,0.19047619047619047
14020,Lower,Loiyangalani,LRLD 2015,11.0,11.0,1.0
14020,Lower,Loiyangalani,SRSD 2011,30.0,10.0,0.3333333333333333
14021,Lower,Loiyangalani,LRLD 2010,1030.0,150.0,0.14563106796116504
14021,Lower,Loiyangalani,LRLD 2011,4.0,3.0,0.75
14021,Lower,Loiyangalani,LRLD 2013,7.0,3.0,0.42857142857142855
14021,Lower,Loiyangalani,SRSD 2008,,607.0,
14021,Lower,Loiyangalani,SRSD 2012,7.0,4.0,0.5714285714285714
14024,Lower,Loiyangalani,LRLD 2009,,27.0,
14024,Lower,Loiyangalani,LRLD 2010,45.0,6.0,0.13333333333333333
14024,Lower,Loiyangalani,LRLD 2011,53.0,31.0,0.5849056603773585
14024,Lower,Loiyangalani,LRLD 2012,45.0,4.0,0.08888888888888889
14024,Lower,Loiyangalani,LRLD 2013,84.0,4.0,0.047619047619047616
14024,Lower,Loiyangalani,SRSD 2008,,4.0,
14024,Lower,Loiyangalani,SRSD 2009,45.0,9.0,0.2
14024,Lower,Loiyangalani,SRSD 2011,45.0,5.0,0.1111111111111111
14024,Lower,Loiyangalani,SRSD 2012,84.0,20.0,0.23809523809523808
14024,Lower,Loiyangalani,SRSD 2014,9.0,9.0,1.0
14025,Lower,Loiyangalani,LRLD 2009,,36.0,
14025,Lower,Loiyangalani,SRSD 2008,,16.0,
14027,Lower,Loiyangalani,LRLD 2009,,97.0,
14027,Lower,Loiyangalani,LRLD 2011,143.0,64.0,0.44755244755244755
14027,Lower,Loiyangalani,LRLD 2012,47.0,1.0,0.02127659574468085
14027,Lower,Loiyangalani,LRLD 2013,83.0,13.0,0.1566265060240964
14027,Lower,Loiyangalani,LRLD 2015,65.0,65.0,1.0
14027,Lower,Loiyangalani,SRSD 2010,143.0,2.0,0.013986013986013986
14027,Lower,Loiyangalani,SRSD 2011,47.0,1.0,0.02127659574468085
14027,Lower,Loiyangalani,SRSD 2014,2.0,2.0,1.0
14028,Lower,Loiyangalani,LRLD 2009,,45.0,
14028,Lower,Loiyangalani,LRLD 2010,25.0,5.0,0.2
14028,Lower,Loiyangalani,LRLD 2012,82.0,4.0,0.04878048780487805
14028,Lower,Loiyangalani,LRLD 2013,98.0,91.0,0.9285714285714286
14028,Lower,Loiyangalani,LRLD 2015,8.0,8.0,1.0
14028,Lower,Loiyangalani,SRSD 2008,,550.0,
14028,Lower,Loiyangalani,SRSD 2010,20.0,16.0,0.8
14028,Lower,Loiyangalani,SRSD 2011,82.0,3.0,0.036585365853658534
14028,Lower,Loiyangalani,SRSD 2014,8.0,8.0,1.0
14029,Lower,Loiyangalani,LRLD 2009,,8.0,
14029,Lower,Loiyangalani,LRLD 2011,11.0,7.0,0.6363636363636364
14029,Lower,Loiyangalani,SRSD 2008,,105.0,
14030,Lower,Loiyangalani,LRLD 2015,3.0,3.0,1.0
14030,Lower,Loiyangalani,SRSD 2014,4.0,4.0,1.0
14031,Lower,Loiyangalani,LRLD 2008,,6.0,
14031,Lower,Loiyangalani,LRLD 2009,,4.0,
14031,Lower,Loiyangalani,LRLD 2011,8.0,3.0,0.375
14031,Lower,Loiyangalani,LRLD 2012,9.0,3.0,0.3333333333333333
14031,Lower,Loiyangalani,LRLD 2013,89.0,11.0,0.12359550561797752
14031,Lower,Loiyangalani,LRLD 2015,48.0,48.0,1.0
14031,Lower,Loiyangalani,SRSD 2011,9.0,8.0,0.8888888888888888
14031,Lower,Loiyangalani,SRSD 2012,89.0,3.0,0.033707865168539325
14033,Lower,Loiyangalani,LRLD 2009,,10.0,
14033,Lower,Loiyangalani,LRLD 2012,30.0,8.0,0.26666666666666666
14033,Lower,Loiyangalani,LRLD 2013,15.0,11.0,0.7333333333333333
14033,Lower,Loiyangalani,LRLD 2015,7.0,7.0,1.0
14033,Lower,Loiyangalani,SRSD 2009,22.0,2.0,0.09090909090909091
14033,Lower,Loiyangalani,SRSD 2011,30.0,8.0,0.26666666666666666
14035,Lower,Loiyangalani,LRLD 2009,,6.0,
14035,Lower,Loiyangalani,LRLD 2010,20.0,10.0,0.5
14035,Lower,Loiyangalani,LRLD 2012,20.0,2.0,0.1
14035,Lower,Loiyangalani,LRLD 2013,57.0,21.0,0.3684210526315789
14035,Lower,Loiyangalani,LRLD 2015,43.0,43.0,1.0
14035,Lower,Loiyangalani,SRSD 2010,10.0,2.0,0.2
14035,Lower,Loiyangalani,SRSD 2011,20.0,4.0,0.2
14037,Lower,Loiyangalani,LRLD 2009,,80.0,
14037,Lower,Loiyangalani,LRLD 2010,6.0,3.0,0.5
14037,Lower,Loiyangalani,LRLD 2011,303.0,303.0,1.0
14037,Lower,Loiyangalani,LRLD 2012,20.0,1.0,0.05
14037,Lower,Loiyangalani,LRLD 2013,9.0,7.0,0.7777777777777778
14037,Lower,Loiyangalani,SRSD 2008,,40.0,
14037,Lower,Loiyangalani,SRSD 2011,21.0,21.0,1.0
14037,Lower,Loiyangalani,SRSD 2012,9.0,2.0,0.2222222222222222
14037,Lower,Loiyangalani,SRSD 2014,1.0,1.0,1.0
14038,Lower,Loiyangalani,LRLD 2009,,20.0,
14038,Lower,Loiyangalani,LRLD 2011,19.0,2.0,0.10526315789473684
14038,Lower,Loiyangalani,SRSD 2008,,3.0,
14038,Lower,Loiyangalani,SRSD 2009,21.0,5.0,0.23809523809523808
14038,Lower,Loiyangalani,SRSD 2011,18.0,1.0,0.05555555555555555
14038,Lower,Loiyangalani,SRSD 2014,38.0,38.0,1.0
14039,Lower,Loiyangalani,LRLD 2010,10.0,6.0,0.6
14039,Lower,Loiyangalani,LRLD 2011,3.0,2.0,0.6666666666666666
14039,Lower,Loiyangalani,LRLD 2012,7.0,3.0,0.42857142857142855
14039,Lower,Loiyangalani,SRSD 2011,7.0,4.0,0.5714285714285714
14040,Lower,Loiyangalani,LRLD 2009,,32.0,
14040,Lower,Loiyangalani,LRLD 2010,25.0,5.0,0.2
14040,Lower,Loiyangalani,LRLD 2012,20.0,8.0,0.4
14040,Lower,Loiyangalani,LRLD 2013,14.0,2.0,0.14285714285714285
14040,Lower,Loiyangalani,LRLD 2015,26.0,26.0,1.0
14040,Lower,Loiyangalani,SRSD 2008,,25.0,
14040,Lower,Loiyangalani,SRSD 2009,25.0,5.0,0.2
14040,Lower,Loiyangalani,SRSD 2010,30.0,11.0,0.36666666666666664
14040,Lower,Loiyangalani,SRSD 2012,14.0,2.0,0.14285714285714285
14041,Lower,Loiyangalani,LRLD 2009,,6.0,
14041,Lower,Loiyangalani,LRLD 2010,43.0,6.0,0.13953488372093023
14041,Lower,Loiyangalani,LRLD 2011,30.0,2.0,0.06666666666666667
14041,Lower,Loiyangalani,LRLD 2012,22.0,17.0,0.7727272727272727
14041,Lower,Loiyangalani,LRLD 2013,46.0,20.0,0.43478260869565216
14041,Lower,Loiyangalani,SRSD 2008,,40.0,
14041,Lower,Loiyangalani,SRSD 2010,30.0,3.0,0.1
14041,Lower,Loiyangalani,SRSD 2012,46.0,11.0,0.2391304347826087
14041,Lower,Loiyangalani,SRSD 2014,26.0,26.0,1.0
14043,Lower,Loiyangalani,LRLD 2012,46.0,7.0,0.15217391304347827
14043,Lower,Loiyangalani,LRLD 2013,77.0,16.0,0.2077922077922078
14043,Lower,Loiyangalani,LRLD 2015,7.0,7.0,1.0
14043,Lower,Loiyangalani,SRSD 2009,20.0,1.0,0.05
14043,Lower,Loiyangalani,SRSD 2010,28.0,8.0,0.2857142857142857
14043,Lower,Loiyangalani,SRSD 2011,46.0,10.0,0.21739130434782608
14043,Lower,Loiyangalani,SRSD 2012,77.0,9.0,0.11688311688311688
14043,Lower,Loiyangalani,SRSD 2014,18.0,18.0,1.0
14044,Lower,Loiyangalani,LRLD 2009,,5.0,
14044,Lower,Loiyangalani,LRLD 2012,25.0,11.0,0.44
14044,Lower,Loiyangalani,LRLD 2013,90.0,10.0,0.1111111111111111
14044,Lower,Loiyangalani,LRLD 2015,34.0,34.0,1.0
14044,Lower,Loiyangalani,SRSD 2009,10.0,1.0,0.1
14044,Lower,Loiyangalani,SRSD 2010,17.0,7.0,0.4117647058823529
14044,Lower,Loiyangalani,SRSD 2011,25.0,2.0,0.08
14044,Lower,Loiyangalani,SRSD 2012,90.0,9.0,0.1
14044,Lower,Loiyangalani,SRSD 2014,4.0,4.0,1.0
14045,Lower,Loiyangalani,LRLD 2010,32.0,10.0,0.3125
14045,Lower,Loiyangalani,LRLD 2011,23.0,17.0,0.7391304347826086
14045,Lower,Loiyangalani,LRLD 2012,55.0,9.0,0.16363636363636364
14045,Lower,Loiyangalani,LRLD 2013,277.0,22.0,0.07942238267148015
14045,Lower,Loiyangalani,LRLD 2015,73.0,73.0,1.0
14045,Lower,Loiyangalani,SRSD 2008,,182.0,
14045,Lower,Loiyangalani,SRSD 2010,23.0,2.0,0.08695652173913043
14045,Lower,Loiyangalani,SRSD 2011,55.0,10.0,0.18181818181818182
14045,Lower,Loiyangalani,SRSD 2012,277.0,116.0,0.4187725631768953
14045,Lower,Loiyangalani,SRSD 2014,5.0,5.0,1.0
14046,Lower,Loiyangalani,LRLD 2009,,11.0,
14046,Lower,Loiyangalani,LRLD 2011,25.0,8.0,0.32
14046,Lower,Loiyangalani,LRLD 2013,27.0,3.0,0.1111111111111111
14046,Lower,Loiyangalani,SRSD 2010,25.0,9.0,0.36
14046,Lower,Loiyangalani,SRSD 2012,27.0,3.0,0.1111111111111111
14046,Lower,Loiyangalani,SRSD 2014,6.0,6.0,1.0
14048,Lower,Loiyangalani,LRLD 2009,,19.0,
14048,Lower,Loiyangalani,LRLD 2011,14.0,4.0,0.2857142857142857
14048,Lower,Loiyangalani,LRLD 2013,52.0,8.0,0.15384615384615385
14048,Lower,Loiyangalani,SRSD 2008,,20.0,
14048,Lower,Loiyangalani,SRSD 2011,33.0,2.0,0.06060606060606061
14048,Lower,Loiyangalani,SRSD 2012,52.0,8.0,0.15384615384615385
14048,Lower,Loiyangalani,SRSD 2014,31.0,31.0,1.0
14049,Lower,Loiyangalani,LRLD 2012,3.0,1.0,0.3333333333333333
14049,Lower,Loiyangalani,LRLD 2015,5.0,5.0,1.0
14049,Lower,Loiyangalani,SRSD 2008,,40.0,
14049,Lower,Loiyangalani,SRSD 2010,11.0,5.0,0.45454545454545453
14049,Lower,Loiyangalani,SRSD 2011,3.0,1.0,0.3333333333333333
14049,Lower,Loiyangalani,SRSD 2014,6.0,6.0,1.0
14050,Lower,Loiyangalani,LRLD 2009,,67.0,
14050,Lower,Loiyangalani,LRLD 2010,44.0,10.0,0.22727272727272727
14050,Lower,Loiyangalani,LRLD 2011,21.0,21.0,1.0
14050,Lower,Loiyangalani,LRLD 2012,36.0,2.0,0.05555555555555555
14050,Lower,Loiyangalani,LRLD 2013,31.0,2.0,0.06451612903225806
14050,Lower,Loiyangalani,LRLD 2015,19.0,19.0,1.0
14050,Lower,Loiyangalani,SRSD 2011,36.0,4.0,0.1111111111111111
14050,Lower,Loiyangalani,SRSD 2012,31.0,5.0,0.16129032258064516
