,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,s_1,s_2
0,4.48,4.77,0.29,0.00,3.09,9.18,6.24,4.50,4.80
1,4.26,5.55,1.28,0.00,2.89,8.19,5.45,4.32,5.86
2,4.21,4.63,0.42,0.01,2.98,9.12,6.28,4.31,4.53
3,4.01,4.66,0.65,0.00,2.98,9.17,6.34,4.24,4.69
4,4.20,4.20,0.00,0.00,2.65,9.31,6.79,4.40,4.13
5,4.67,4.89,0.22,0.00,3.55,9.14,5.77,4.79,4.72
6,5.82,5.12,0.70,0.07,3.14,7.20,4.22,6.28,5.03
7,4.57,5.16,0.59,0.00,2.63,7.84,5.34,4.82,5.22
8,4.27,5.90,1.63,0.03,2.77,7.58,4.95,4.46,6.14
9,4.46,6.09,1.63,0.03,3.37,8.00,4.80,4.52,6.22
10,4.46,5.38,0.92,0.02,2.82,8.13,5.45,4.44,5.45
11,4.56,4.24,0.32,0.01,2.76,8.81,6.20,4.62,4.47
12,5.56,4.63,0.93,0.04,3.14,7.86,4.87,6.03,4.82
13,4.53,5.93,1.41,0.04,3.52,7.85,4.50,4.77,6.12
14,4.56,4.73,0.17,0.00,2.94,8.94,6.15,4.54,4.67
15,4.59,5.92,1.33,0.01,2.48,7.18,4.83,4.46,6.10
16,4.37,4.43,0.07,0.01,5.02,10.86,6.09,4.66,4.67
17,4.52,4.54,0.02,0.00,2.67,8.51,5.97,4.53,4.63
18,5.56,4.35,1.22,0.00,3.96,8.96,5.20,5.78,4.37
19,4.17,4.53,0.35,0.00,3.04,9.51,6.62,4.33,4.54
20,6.14,5.17,0.97,0.01,3.96,8.00,4.24,6.40,5.34
21,4.55,5.94,1.40,0.01,3.26,7.45,4.36,4.60,6.63
22,6.05,4.19,1.86,0.07,3.56,8.00,4.62,6.76,4.40
23,6.06,4.29,1.77,0.00,3.33,8.00,4.84,6.18,4.60
24,3.73,4.02,0.29,0.00,2.84,9.96,7.26,3.85,4.07
25,5.58,4.32,1.26,0.08,3.32,8.19,5.04,6.26,4.32
26,4.59,4.60,0.01,0.00,3.36,9.32,6.13,4.62,4.63
27,4.70,4.59,0.11,0.01,2.95,8.64,5.84,4.71,4.91
28,6.08,4.22,1.86,0.03,2.98,7.81,4.99,6.46,4.31
29,5.06,5.48,0.41,0.00,3.13,7.83,4.85,5.15,5.53
30,5.19,4.91,0.28,0.00,3.19,8.00,4.97,5.36,4.91
31,5.73,5.47,0.26,0.03,2.84,6.65,3.95,6.01,5.70
32,4.25,4.92,0.67,0.00,3.90,10.16,6.46,4.16,4.67
33,5.93,5.85,0.08,0.02,4.69,8.00,3.54,6.25,6.22
34,4.99,5.07,0.07,0.00,3.23,8.12,5.05,5.05,5.01
35,4.58,4.13,0.44,0.00,3.98,9.79,6.01,4.81,4.29
36,5.92,4.18,1.75,0.09,3.24,7.88,4.80,6.56,4.37
37,4.88,4.59,0.28,0.00,2.77,8.34,5.71,4.96,4.48
38,5.46,4.45,1.02,0.02,2.77,7.72,5.09,6.10,4.61
39,4.46,4.51,0.06,0.00,4.09,10.44,6.55,4.50,4.48
40,5.95,5.39,0.56,0.06,3.22,7.22,4.17,6.20,5.53
41,6.10,5.66,0.44,0.11,3.11,6.18,3.23,6.36,5.90
42,6.04,4.68,1.36,0.03,3.52,8.00,4.66,6.40,4.70
43,4.44,5.26,0.81,0.01,3.12,8.37,5.41,4.38,5.84
44,5.55,4.80,0.75,0.01,3.17,7.58,4.57,6.01,5.12
45,5.24,4.32,0.92,0.00,2.93,8.16,5.38,5.61,4.40
46,4.38,4.39,0.02,0.00,3.31,9.29,6.15,4.54,4.49
47,5.33,4.64,0.68,0.01,2.90,8.00,5.24,5.73,4.78
48,4.35,4.06,0.29,0.00,3.51,9.89,6.56,4.61,4.22
49,6.16,5.48,0.68,0.03,3.72,7.24,3.71,6.67,5.51
50,4.96,4.64,0.32,0.00,2.71,8.20,5.62,5.06,4.70
51,5.44,5.62,0.18,0.00,3.56,7.44,4.06,5.68,5.89
52,5.71,5.51,0.20,0.02,3.85,7.30,3.64,6.08,5.94
53,5.35,4.39,0.96,0.00,2.59,7.57,5.11,5.39,4.55
54,5.37,4.79,0.58,0.01,3.30,8.11,4.98,5.42,4.84
55,4.30,4.48,0.18,0.00,2.91,9.05,6.28,4.21,4.59
56,4.77,5.66,0.88,0.03,3.48,8.00,4.69,4.74,6.22
57,5.71,5.84,0.13,0.11,3.63,6.90,3.45,6.33,6.22
58,4.72,5.64,0.92,0.02,3.89,8.32,4.62,4.75,6.00
59,4.36,5.21,0.84,0.00,4.04,9.58,5.74,4.26,5.47
60,6.24,5.78,0.46,0.08,3.45,6.14,2.87,6.15,6.51
61,4.31,5.59,1.28,0.01,2.99,8.07,5.22,4.53,5.95
62,6.29,4.62,1.67,0.04,3.82,8.00,4.37,6.56,4.67
63,4.87,3.99,0.88,0.00,3.02,9.05,6.18,4.98,4.21
64,4.57,4.98,0.40,0.00,2.42,7.87,5.58,4.93,4.82
65,5.10,5.57,0.47,0.01,3.17,7.76,4.75,5.16,5.72
66,5.91,4.17,1.74,0.06,4.05,8.75,4.90,6.18,4.30
67,4.47,4.46,0.01,0.00,3.18,9.11,6.09,4.34,4.48
68,5.09,5.35,0.26,0.02,3.70,8.00,4.48,5.44,5.70
69,6.06,4.38,1.68,0.13,3.72,8.00,4.46,6.47,4.48
70,5.87,5.71,0.16,0.01,3.99,7.50,3.71,6.07,6.14
71,4.45,5.36,0.91,0.00,3.94,8.92,5.17,4.41,5.82
72,6.21,5.61,0.60,0.01,4.85,8.00,3.40,6.62,6.17
73,4.79,3.97,0.81,0.00,3.27,9.28,6.17,4.79,4.30
74,4.53,4.35,0.17,0.00,3.57,9.71,6.32,4.62,4.52
75,5.38,4.21,1.18,0.01,3.19,8.71,5.68,5.50,4.15
76,4.13,4.44,0.31,0.00,2.84,9.50,6.81,4.23,4.58
77,4.45,4.48,0.03,0.00,3.53,9.75,6.40,4.34,4.64
78,5.61,5.29,0.32,0.05,4.35,8.00,3.87,6.65,5.45
79,4.39,4.58,0.19,0.00,3.46,9.66,6.38,4.49,4.57
80,4.95,4.64,0.31,0.01,3.58,8.89,5.49,5.10,4.62
81,5.68,6.07,0.40,0.07,3.31,6.86,3.72,5.77,6.32
82,4.32,4.44,0.11,0.00,3.60,9.78,6.36,4.36,4.60
83,4.18,4.41,0.22,0.00,2.94,9.28,6.49,4.38,4.40
84,5.80,4.78,1.02,0.00,3.50,7.66,4.33,6.30,5.01
85,5.93,5.30,0.63,0.07,4.38,8.00,3.83,6.53,5.64
86,4.37,4.55,0.18,0.00,3.28,9.29,6.18,4.43,4.59
87,4.16,4.73,0.57,0.00,2.60,8.79,6.31,4.16,5.12
88,6.13,4.39,1.74,0.11,3.12,7.94,4.98,6.40,4.48
89,5.78,4.89,0.88,0.04,3.74,8.22,4.66,5.92,4.88
90,4.16,5.59,1.43,0.02,2.97,8.00,5.17,4.56,5.92
91,4.35,4.88,0.53,0.00,2.78,8.73,6.09,4.38,4.87
92,5.59,5.22,0.37,0.00,3.61,8.00,4.57,5.88,5.60
93,5.78,4.46,1.31,0.03,3.29,8.00,4.88,6.26,4.26
94,5.97,4.60,1.36,0.06,3.60,8.00,4.58,6.41,4.66
95,4.66,5.57,0.91,0.03,3.11,7.73,4.78,4.64,5.84
96,4.82,5.91,1.09,0.01,3.48,8.00,4.70,4.70,6.29
97,5.35,4.27,1.08,0.00,3.07,8.26,5.34,5.70,4.44
98,4.46,4.67,0.20,0.00,2.29,8.38,6.20,4.45,4.71
99,4.22,5.94,1.72,0.01,3.25,8.23,5.14,4.21,6.22
100,4.66,5.63,0.97,0.00,3.35,8.00,4.82,4.57,6.00
101,5.75,6.06,0.31,0.08,4.35,7.67,3.53,5.97,6.27
102,4.41,6.22,1.82,0.05,2.78,7.20,4.56,4.38,6.40
103,6.02,5.75,0.26,0.04,3.25,6.30,3.22,6.40,6.22
104,6.11,5.99,0.12,0.04,4.14,7.02,3.09,6.27,6.46
105,4.94,5.18,0.24,0.00,2.81,7.70,5.03,5.03,5.35
106,4.78,5.80,1.02,0.04,3.40,7.56,4.32,4.95,6.18
107,4.31,5.24,0.93,0.01,2.58,8.00,5.55,4.40,5.66
108,4.44,5.83,1.38,0.02,3.31,8.00,4.86,4.68,6.37
109,5.88,4.37,1.50,0.04,3.44,8.05,4.78,6.26,4.54
110,5.74,6.31,0.56,0.12,3.24,6.34,3.26,6.23,6.38
111,5.05,6.15,1.10,0.01,3.70,7.80,4.29,5.05,6.54
112,4.44,4.38,0.06,0.00,2.76,8.58,5.96,4.48,4.57
113,4.18,4.19,0.01,0.00,3.72,10.30,6.77,4.24,4.32
114,4.35,4.44,0.10,0.00,2.17,8.19,6.13,4.59,4.39
115,4.41,5.54,1.13,0.02,3.57,8.63,5.24,4.41,6.00
116,5.82,4.45,1.37,0.03,3.32,8.00,4.84,6.24,4.48
117,4.43,5.63,1.20,0.00,3.01,7.90,5.04,4.42,6.03
118,4.43,4.34,0.09,0.00,2.83,9.25,6.56,4.26,4.64
119,5.58,4.84,0.73,0.02,3.66,8.40,4.92,5.68,5.06
120,4.87,5.67,0.80,0.01,3.70,8.00,4.48,4.98,6.05
121,4.42,4.68,0.26,0.00,3.44,9.35,6.08,4.71,4.62
122,4.37,4.29,0.08,0.00,3.18,9.41,6.39,4.35,4.34
123,5.90,4.47,1.44,0.04,3.20,7.73,4.69,6.23,4.55
124,4.36,4.34,0.02,0.00,2.49,8.60,6.23,4.57,4.39
125,5.75,5.94,0.19,0.05,3.23,6.71,3.64,5.88,6.22
126,4.41,5.11,0.70,0.00,2.90,8.18,5.43,4.67,5.10
127,4.50,5.53,1.02,0.00,3.24,8.34,5.27,4.56,5.81
128,4.51,5.82,1.31,0.04,2.52,7.30,4.91,4.62,6.03
129,4.59,5.26,0.66,0.00,2.96,8.17,5.35,4.53,5.46
130,4.55,4.38,0.17,0.00,2.90,9.04,6.28,4.45,4.53
131,4.62,6.24,1.62,0.14,3.93,8.00,4.27,4.67,6.33
132,5.90,4.36,1.54,0.01,2.97,7.60,4.78,6.42,4.79
133,4.82,4.40,0.41,0.00,2.80,8.25,5.58,5.17,4.67
134,5.76,4.30,1.45,0.01,3.13,7.50,4.53,6.15,4.44
135,4.64,5.92,1.27,0.08,3.61,8.00,4.57,4.81,6.17
136,4.64,4.37,0.27,0.00,2.32,8.31,6.10,4.82,4.43
137,4.34,6.00,1.66,0.02,3.00,7.48,4.63,4.34,6.45
138,4.72,5.83,1.12,0.01,2.85,7.00,4.29,5.01,6.10
139,4.39,5.92,1.53,0.02,3.41,8.09,4.85,4.32,6.33
140,5.60,4.47,1.14,0.02,2.97,8.00,5.18,6.02,4.50
141,4.11,4.60,0.50,0.00,3.70,10.01,6.50,4.33,4.69
142,5.76,4.61,1.15,0.02,3.06,7.49,4.58,6.14,4.84
143,5.87,4.60,1.28,0.05,3.09,7.64,4.70,6.43,4.93
144,4.63,4.55,0.08,0.00,3.45,9.44,6.15,4.59,4.58
145,5.37,4.39,0.98,0.01,3.34,8.37,5.20,5.89,4.53
146,4.67,4.55,0.12,0.01,4.26,9.88,5.83,4.83,4.54
147,5.94,5.68,0.26,0.02,4.48,7.91,3.65,6.20,6.45
148,4.06,4.87,0.81,0.00,4.20,10.23,6.24,4.11,4.98
149,4.69,4.05,0.65,0.00,3.67,9.88,6.39,4.63,4.09
150,6.10,4.36,1.74,0.03,4.51,9.35,5.07,6.36,4.26
151,4.49,4.44,0.05,0.00,3.48,9.71,6.41,4.51,4.40
152,4.38,4.43,0.05,0.00,3.23,9.30,6.23,4.63,4.47
153,5.14,4.96,0.18,0.00,2.81,8.00,5.34,5.19,4.93
154,5.80,5.93,0.14,0.11,5.06,8.00,3.19,6.22,6.56
155,4.87,4.32,0.56,0.01,2.98,9.04,6.21,4.67,4.30
156,4.53,4.14,0.39,0.00,3.22,9.42,6.36,4.45,4.45
157,4.39,5.52,1.13,0.00,4.03,9.22,5.40,4.40,5.89
158,4.32,6.09,1.76,0.07,2.63,7.12,4.62,4.48,5.99
159,5.97,6.20,0.23,0.14,3.71,6.38,2.85,6.25,6.60
160,5.55,4.77,0.78,0.00,3.13,8.05,5.08,5.69,4.51
161,5.85,4.33,1.52,0.05,3.35,8.08,4.89,6.22,4.37
162,4.60,4.48,0.13,0.00,3.31,9.06,5.92,4.62,4.68
163,5.46,4.28,1.17,0.01,2.97,8.04,5.22,5.71,4.60
164,5.38,5.23,0.15,0.00,3.67,8.00,4.51,5.67,5.56
165,4.41,4.94,0.53,0.01,3.59,9.45,6.04,4.47,4.69
166,4.32,4.22,0.10,0.00,2.32,8.85,6.65,4.36,4.14
167,4.46,5.83,1.37,0.03,2.50,6.92,4.55,4.66,6.25
168,6.01,4.38,1.63,0.01,3.39,8.00,4.78,6.05,4.61
169,4.43,4.69,0.25,0.00,3.51,9.22,5.88,4.55,4.89
170,4.45,5.50,1.06,0.01,3.10,8.10,5.16,4.42,5.54
171,5.98,4.56,1.42,0.00,3.10,7.57,4.62,6.31,4.61
172,5.59,5.84,0.25,0.01,3.49,6.78,3.46,5.69,6.27
173,4.12,4.14,0.02,0.00,3.64,10.57,7.12,4.21,4.21
174,4.93,4.69,0.24,0.00,3.06,8.70,5.79,4.87,4.56
175,4.23,4.57,0.34,0.00,3.17,9.11,6.10,4.40,4.73
176,5.13,4.16,0.96,0.00,3.58,9.46,6.06,5.14,4.22
177,5.36,5.60,0.25,0.02,2.97,6.73,3.90,5.41,6.40
178,4.42,5.45,1.03,0.02,3.46,8.85,5.56,4.33,5.59
179,4.20,5.22,1.02,0.00,3.28,8.78,5.66,4.29,5.36
180,4.60,5.72,1.12,0.00,3.28,8.00,4.88,4.54,6.05
181,5.38,4.37,1.01,0.00,3.11,8.01,5.05,5.80,4.60
182,4.53,5.53,1.00,0.00,3.37,8.00,4.80,4.68,6.26
183,5.02,4.40,0.62,0.00,3.75,9.58,6.01,5.20,4.43
184,4.25,5.74,1.49,0.03,3.23,8.00,4.93,4.48,6.08
185,5.83,4.44,1.38,0.01,3.37,8.00,4.79,6.09,4.72
186,5.52,5.96,0.45,0.05,4.41,8.00,3.81,5.79,6.16
187,4.45,4.76,0.31,0.00,2.99,9.09,6.25,4.49,4.96
188,5.93,4.91,1.03,0.01,4.36,8.33,4.19,6.14,4.96
189,4.91,4.32,0.60,0.00,2.81,8.48,5.81,4.99,4.69
190,4.67,5.37,0.70,0.02,3.87,8.82,5.15,4.72,5.28
191,5.87,5.70,0.17,0.15,3.19,6.28,3.26,6.62,6.10
192,4.45,4.42,0.03,0.00,3.44,9.83,6.56,4.44,4.41
193,4.29,4.78,0.50,0.00,2.81,8.68,6.01,4.59,4.83
194,6.10,4.52,1.58,0.03,3.21,7.89,4.83,6.24,4.66
195,4.58,4.61,0.04,0.00,2.58,8.47,6.01,4.63,4.56
196,5.60,6.07,0.47,0.01,2.77,6.31,3.67,5.69,6.49
197,6.13,4.08,2.05,0.01,3.13,8.00,5.03,6.53,4.03
198,5.47,4.40,1.07,0.00,3.04,8.18,5.29,5.96,4.63
199,5.78,4.36,1.42,0.01,2.56,7.27,4.84,6.09,4.61
200,4.58,5.91,1.33,0.06,3.40,8.00,4.77,4.56,6.42
201,4.41,4.58,0.17,0.00,2.56,8.61,6.17,4.46,4.78
202,4.56,5.85,1.29,0.04,3.39,8.00,4.78,4.63,6.21
203,5.36,4.71,0.65,0.00,2.78,7.78,5.14,5.54,4.78
204,4.68,4.60,0.08,0.00,3.31,9.26,6.11,4.60,4.63
205,4.57,5.81,1.24,0.07,3.50,8.00,4.67,4.50,6.30
206,4.40,4.53,0.13,0.00,3.22,9.26,6.20,4.38,4.46
207,4.35,4.33,0.02,0.00,3.11,9.52,6.57,4.38,4.47
208,6.14,4.60,1.53,0.04,3.23,7.20,4.13,6.58,4.88
209,5.86,4.39,1.47,0.02,3.33,8.00,4.83,6.23,4.46
210,5.69,6.13,0.45,0.05,3.64,6.78,3.33,6.09,6.60
211,5.68,4.64,1.04,0.05,3.16,7.72,4.72,6.15,4.58
212,4.56,5.86,1.29,0.05,2.88,7.57,4.83,4.70,6.04
213,5.07,4.09,0.98,0.00,2.83,8.78,6.09,5.10,4.32
214,5.92,4.40,1.51,0.09,3.21,8.00,4.95,6.33,4.40
215,5.64,4.32,1.32,0.00,3.15,8.28,5.29,6.20,4.31
216,4.17,4.73,0.56,0.00,2.76,8.88,6.26,4.34,4.84
217,4.81,4.37,0.44,0.00,3.07,8.59,5.67,4.77,4.66
218,4.11,5.47,1.36,0.00,4.28,9.57,5.50,4.27,5.77
219,4.72,4.93,0.21,0.01,2.97,8.69,5.87,4.69,4.78
220,4.20,5.07,0.87,0.00,3.03,8.80,5.92,4.23,5.23
221,4.61,4.31,0.30,0.00,2.85,9.02,6.31,4.69,4.16
222,5.72,4.40,1.33,0.04,3.28,7.83,4.71,6.12,4.65
223,4.94,4.50,0.44,0.00,2.73,8.84,6.25,4.93,4.37
224,4.45,5.75,1.30,0.03,3.14,8.00,5.01,4.55,6.21
225,4.38,5.52,1.14,0.00,2.99,8.02,5.18,4.36,6.07
226,5.88,6.30,0.42,0.12,3.08,6.03,3.10,6.11,6.41
227,4.09,6.07,1.98,0.04,3.19,8.00,4.97,4.18,6.57
228,4.03,4.55,0.52,0.00,4.08,10.53,6.65,4.13,4.57
229,4.41,5.21,0.79,0.01,3.15,8.40,5.41,4.47,5.49
230,4.71,4.15,0.56,0.00,4.35,10.64,6.51,4.78,3.97
231,5.56,4.87,0.69,0.00,2.98,8.00,5.17,5.74,4.75
232,4.95,4.34,0.62,0.00,2.63,8.32,5.82,5.24,4.38
233,4.09,5.52,1.42,0.02,3.05,7.95,5.05,4.27,5.98
234,4.26,5.45,1.19,0.01,2.89,8.27,5.53,4.42,5.50
235,4.45,6.22,1.77,0.03,2.40,6.81,4.54,4.58,6.32
236,5.84,4.65,1.20,0.01,3.45,8.00,4.72,6.08,4.52
237,4.53,4.14,0.39,0.00,2.71,8.59,6.01,4.70,4.29
238,4.24,4.67,0.43,0.01,3.30,9.37,6.24,4.50,4.54
239,6.01,4.86,1.15,0.02,3.59,8.00,4.59,6.34,4.88
240,4.09,4.30,0.22,0.01,2.73,9.38,6.78,4.20,4.34
241,4.49,6.01,1.51,0.04,3.36,8.00,4.81,4.53,6.25
242,4.33,4.49,0.16,0.00,2.23,8.44,6.31,4.17,4.64
243,4.67,5.64,0.98,0.02,3.52,8.00,4.65,4.66,6.03
244,3.96,5.82,1.86,0.09,3.10,7.71,4.77,4.21,6.38
245,5.76,4.63,1.12,0.00,3.19,8.00,4.97,5.72,4.89
246,5.91,3.73,2.18,0.04,3.17,8.45,5.44,6.39,3.69
247,5.42,5.76,0.34,0.01,4.08,7.75,3.87,5.55,6.11
248,4.41,6.21,1.80,0.13,3.21,7.42,4.37,4.53,6.50
249,4.43,5.74,1.31,0.02,2.56,7.55,5.11,4.49,6.17
250,4.33,6.10,1.78,0.03,3.31,8.00,4.85,4.13,6.45
251,5.83,5.12,0.71,0.01,3.52,8.00,4.66,6.04,5.06
252,4.32,5.99,1.67,0.06,3.94,8.63,4.89,4.46,6.16
253,5.70,4.25,1.45,0.00,3.35,8.24,5.06,6.04,4.49
254,5.75,4.28,1.47,0.03,3.43,8.12,4.86,6.10,4.42
255,4.39,6.00,1.61,0.01,3.79,8.26,4.65,4.44,6.48
256,5.64,5.82,0.18,0.03,4.23,7.79,3.78,5.91,6.48
257,4.62,5.92,1.29,0.03,3.25,7.82,4.73,4.57,6.20
258,4.31,5.70,1.39,0.01,3.34,8.00,4.82,4.66,6.05
259,4.46,5.96,1.50,0.06,3.11,7.31,4.35,4.77,6.45
260,6.00,4.87,1.12,0.04,3.42,7.46,4.21,6.46,4.93
261,4.19,5.84,1.65,0.03,2.75,7.55,4.94,4.44,6.26
262,4.85,5.99,1.14,0.02,3.91,8.00,4.28,4.90,6.17
263,4.92,5.95,1.04,0.05,2.99,6.84,4.00,5.13,6.21
264,4.98,5.76,0.77,0.04,3.64,7.92,4.46,5.25,6.27
265,4.36,4.77,0.41,0.00,2.11,7.75,5.75,4.48,4.91
266,4.23,5.94,1.71,0.03,3.34,7.84,4.67,4.39,6.38
267,6.11,5.69,0.42,0.12,3.91,7.03,3.31,6.60,5.87
268,5.51,4.57,0.94,0.08,2.94,8.00,5.21,6.16,4.52
269,4.25,4.44,0.19,0.00,3.30,9.52,6.38,4.57,4.53
270,5.54,4.24,1.30,0.00,3.16,7.97,4.96,5.88,4.58
271,4.35,4.32,0.03,0.00,3.24,9.36,6.27,4.37,4.41
272,5.76,4.09,1.67,0.05,2.88,7.73,4.99,6.05,4.31
273,4.25,4.33,0.08,0.00,2.53,8.81,6.41,4.38,4.22
274,5.12,4.66,0.47,0.00,3.07,8.17,5.25,5.42,4.60
275,4.46,4.06,0.40,0.00,3.94,10.22,6.47,4.57,4.14
276,4.15,4.58,0.43,0.00,2.37,8.65,6.40,4.36,4.72
277,4.33,6.09,1.76,0.04,3.25,8.00,4.91,4.48,6.34
278,4.56,4.61,0.05,0.00,3.61,9.57,6.14,4.62,4.56
279,4.58,5.16,0.58,0.01,2.97,8.55,5.73,4.75,5.10
280,6.01,5.24,0.77,0.05,4.13,7.83,3.91,6.31,5.26
281,4.59,5.99,1.40,0.02,3.98,8.40,4.62,4.68,6.34
282,4.39,4.92,0.53,0.00,3.85,9.61,5.95,4.26,5.07
283,5.41,4.53,0.88,0.01,3.21,7.92,4.87,5.64,4.62
284,5.70,4.36,1.34,0.02,2.89,8.00,5.25,6.22,4.21
285,4.74,5.17,0.43,0.00,2.76,8.00,5.38,4.65,5.49
286,5.08,4.77,0.31,0.02,3.08,8.00,5.07,5.67,4.89
287,5.63,6.13,0.51,0.03,4.91,8.00,3.34,6.08,6.35
288,5.83,5.10,0.73,0.01,3.47,7.50,4.20,6.31,5.41
289,4.72,5.20,0.47,0.00,2.96,8.00,5.18,4.77,5.23
290,5.76,4.71,1.05,0.01,2.72,7.27,4.69,5.99,4.84
291,5.95,4.22,1.73,0.02,2.67,7.24,4.70,6.38,4.34
292,5.26,4.64,0.62,0.01,3.08,8.00,5.08,5.45,4.64
293,5.28,5.04,0.24,0.00,3.88,8.53,4.85,5.47,5.34
294,4.27,4.19,0.08,0.00,3.17,9.80,6.80,4.36,4.22
295,4.60,4.56,0.03,0.00,3.30,9.37,6.24,4.49,4.66
296,4.54,5.73,1.19,0.00,3.28,7.97,4.86,4.57,5.75
297,4.75,4.75,0.00,0.00,2.94,8.36,5.57,4.70,4.85
298,4.44,4.26,0.18,0.00,3.20,9.74,6.71,4.44,4.26
299,5.36,5.35,0.00,0.00,3.49,7.91,4.60,5.39,5.66
300,4.49,5.20,0.71,0.00,3.22,8.56,5.50,4.48,5.47
301,4.66,5.73,1.06,0.02,4.84,9.61,5.01,4.69,5.89
302,5.77,5.61,0.16,0.02,4.76,8.00,3.48,5.90,6.29
303,6.03,3.97,2.06,0.16,3.21,8.03,4.99,6.50,3.93
304,4.03,4.86,0.84,0.00,3.10,9.21,6.27,4.05,4.92
305,4.46,5.92,1.46,0.01,3.42,7.98,4.73,4.59,6.20
306,5.90,4.80,1.10,0.01,3.21,7.45,4.41,6.18,5.00
307,5.29,5.86,0.58,0.10,3.31,6.89,3.74,5.80,6.10
308,4.42,5.88,1.46,0.05,3.68,8.00,4.50,4.47,6.32
309,4.54,4.60,0.07,0.00,2.97,8.85,6.03,4.83,4.57
310,4.17,4.61,0.44,0.00,3.92,9.72,6.00,4.40,4.71
311,4.60,4.62,0.01,0.00,3.31,9.09,5.95,4.55,4.71
312,4.94,6.04,1.10,0.05,3.58,7.59,4.19,5.06,6.55
313,4.16,5.90,1.74,0.09,2.94,7.55,4.75,4.52,6.23
