,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
964,24.09,26.39,2.30,0.08,25.13,54.59,30.71,0.87,0.90,-21.08,-23.92
965,24.00,26.35,2.35,0.06,17.81,47.79,30.86,0.85,0.94,-20.06,-26.39
966,27.39,23.44,3.95,0.08,21.90,53.75,32.95,0.90,0.85,-24.42,-20.71
967,25.62,25.68,0.06,0.07,17.06,49.01,32.80,0.90,0.87,-24.51,-21.69
968,23.68,25.50,1.82,0.09,39.30,69.67,32.34,0.87,0.89,-20.35,-23.28
969,27.11,25.30,1.81,0.05,19.90,50.23,31.32,0.87,0.87,-22.95,-22.57
970,24.80,25.91,1.11,0.05,25.39,55.43,31.31,0.83,0.87,-20.35,-23.17
971,22.67,26.26,3.59,0.04,16.63,47.78,31.98,0.85,0.91,-18.23,-26.15
972,25.03,24.19,0.84,0.03,28.28,58.69,31.82,0.89,0.90,-23.29,-23.08
973,25.61,24.85,0.76,0.05,28.13,58.21,31.48,0.88,0.89,-22.85,-23.02
974,17.22,23.16,5.94,0.03,23.20,62.11,40.08,0.81,0.90,-10.86,-21.21
975,25.73,22.30,3.43,0.03,24.45,56.90,33.68,0.86,0.83,-22.02,-17.38
976,27.39,23.45,3.94,0.06,24.18,56.56,33.58,0.90,0.86,-24.72,-19.96
977,23.87,24.28,0.41,0.02,32.24,65.18,34.55,0.85,0.88,-20.17,-21.58
978,23.20,26.62,3.42,0.06,20.67,53.40,33.77,0.86,0.87,-19.06,-22.83
979,25.51,24.13,1.39,0.01,28.29,59.51,32.63,0.91,0.86,-25.13,-21.08
980,24.76,24.73,0.03,0.06,20.50,49.18,29.71,0.87,0.85,-24.03,-20.34
981,25.44,25.88,0.44,0.07,22.06,49.90,28.94,0.94,0.90,-26.34,-24.18
982,26.51,24.19,2.32,0.06,21.09,49.37,29.34,0.91,0.88,-25.57,-21.61
983,27.15,24.95,2.20,0.05,25.90,55.42,30.81,0.91,0.88,-26.25,-22.72
984,24.45,27.01,2.56,0.04,19.17,50.66,32.45,0.89,0.88,-21.87,-24.50
985,25.05,24.39,0.66,0.09,21.48,54.16,33.75,0.87,0.86,-21.85,-20.24
986,24.63,22.64,1.99,0.02,24.83,56.91,33.32,0.93,0.88,-25.56,-19.79
987,25.13,25.82,0.70,0.07,20.31,50.74,31.44,0.85,0.89,-20.68,-24.81
988,23.82,25.59,1.77,0.05,22.11,52.67,31.67,0.89,0.88,-22.21,-23.24
989,26.85,23.18,3.68,0.05,20.42,50.93,31.53,0.89,0.84,-24.64,-19.84
990,24.41,25.57,1.16,0.03,22.32,52.99,31.78,0.85,0.89,-20.31,-23.72
991,22.93,24.67,1.74,0.07,28.87,63.07,35.65,0.87,0.90,-19.48,-22.56
992,24.09,26.88,2.79,0.04,21.79,50.38,29.68,0.84,0.95,-19.28,-29.94
993,25.46,25.38,0.08,0.07,24.02,54.41,31.60,0.88,0.93,-22.76,-25.27
994,26.05,23.74,2.31,0.14,20.41,53.00,33.61,0.88,0.86,-22.56,-19.51
995,23.98,24.20,0.22,0.07,15.20,47.06,32.62,0.87,0.84,-21.73,-18.70
996,25.37,20.61,4.76,0.03,30.30,65.69,36.91,0.87,0.81,-22.87,-13.77
997,24.57,24.57,0.01,0.08,22.04,52.87,31.92,0.84,0.88,-19.46,-22.04
998,23.87,26.11,2.25,0.09,25.79,55.88,31.37,0.84,0.90,-19.01,-24.71
999,24.00,23.77,0.23,0.05,25.32,57.18,33.12,0.89,0.89,-21.21,-22.45
