,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
629,25.43,25.41,0.02,0.12,53.07,83.94,33.52,0.87,0.89,-22.12,-22.04
630,24.95,24.41,0.54,0.08,43.36,74.27,33.08,0.89,0.90,-22.75,-22.91
631,24.41,27.30,2.89,0.10,56.20,86.21,32.82,0.87,0.89,-21.61,-23.74
632,22.71,25.77,3.06,0.08,55.42,90.00,37.35,0.86,0.87,-20.20,-20.01
633,23.80,25.66,1.85,0.07,50.03,79.18,31.65,0.87,0.90,-20.73,-24.27
634,25.53,24.31,1.21,0.08,57.24,85.33,30.95,0.88,0.87,-24.57,-21.59
635,21.67,21.54,0.13,0.05,56.65,90.00,36.18,0.89,0.88,-19.90,-18.60
636,26.40,24.62,1.78,0.06,51.16,79.62,31.01,0.89,0.91,-22.93,-25.23
637,21.41,25.22,3.80,0.06,49.20,84.65,37.90,0.80,0.89,-13.85,-23.93
638,26.46,25.04,1.42,0.09,55.74,88.00,35.05,0.90,0.92,-22.66,-23.49
639,23.80,23.69,0.11,0.05,45.61,75.17,31.84,0.90,0.91,-22.19,-23.19
640,24.52,24.89,0.37,0.03,52.49,82.04,32.17,0.90,0.96,-23.80,-26.50
641,26.75,23.97,2.78,0.09,44.90,77.00,34.35,0.89,0.87,-25.13,-20.60
642,25.21,24.54,0.67,0.02,49.15,84.43,37.75,0.88,0.87,-21.94,-20.77
643,24.20,26.40,2.20,0.08,58.71,90.00,34.22,0.93,0.88,-24.74,-21.93
644,22.59,25.99,3.39,0.05,61.17,90.00,31.89,0.86,0.91,-18.78,-24.73
645,24.99,24.85,0.14,0.05,55.39,90.00,37.38,0.89,0.87,-22.55,-20.75
646,26.66,25.29,1.36,0.03,47.04,75.55,30.86,0.89,0.85,-25.13,-20.93
647,25.57,19.00,6.58,0.04,46.94,81.67,37.08,0.90,0.83,-23.84,-13.89
648,23.60,26.13,2.53,0.08,45.11,78.35,35.50,0.85,0.92,-18.26,-25.51
649,25.88,23.84,2.04,0.05,56.59,87.33,33.57,0.89,0.87,-25.12,-19.91
650,25.90,24.49,1.42,0.07,49.52,80.43,33.38,0.88,0.89,-22.46,-22.89
651,25.06,19.69,5.37,0.06,40.71,77.25,38.58,0.91,0.81,-23.83,-12.30
652,25.89,23.02,2.86,0.06,42.22,64.86,24.75,0.95,0.85,-28.99,-20.15
653,23.66,25.98,2.32,0.05,40.54,74.05,35.54,0.84,0.87,-18.67,-22.25
654,25.23,21.54,3.69,0.02,50.82,84.83,36.55,0.87,0.88,-20.49,-20.38
655,24.26,25.03,0.77,0.08,48.65,75.82,29.60,0.85,0.91,-19.35,-25.68
656,27.21,27.54,0.33,0.09,59.15,87.45,31.26,0.89,0.89,-25.83,-25.20
657,25.52,24.69,0.83,0.10,49.01,79.10,32.54,0.90,0.89,-24.47,-21.94
658,23.91,27.31,3.39,0.05,51.94,87.15,37.80,0.84,0.89,-17.67,-25.09
659,22.98,24.84,1.86,0.06,47.50,79.68,34.56,0.86,0.90,-19.09,-25.14
660,25.26,24.55,0.71,0.07,47.70,80.37,35.05,0.86,0.88,-20.86,-21.70
661,24.22,25.13,0.91,0.03,46.86,75.59,31.08,0.86,0.88,-20.90,-24.02
662,24.90,22.48,2.42,0.07,55.95,90.00,36.85,0.88,0.88,-20.81,-19.32
663,25.83,24.55,1.28,0.03,46.48,79.59,35.43,0.88,0.88,-22.73,-22.50
664,24.43,24.48,0.05,0.06,54.16,86.27,34.83,0.92,0.87,-23.99,-19.94
665,19.94,27.49,7.55,0.07,44.96,74.71,32.00,0.81,0.88,-15.00,-26.94
666,25.67,24.33,1.35,0.07,50.83,80.59,32.30,0.86,0.86,-22.11,-21.53
667,25.53,24.99,0.54,0.05,54.14,87.33,35.90,0.84,0.89,-18.38,-24.73
668,23.76,24.47,0.71,0.06,43.71,74.44,32.91,0.88,0.89,-20.07,-23.49
669,22.30,27.43,5.13,0.11,57.03,89.05,34.87,0.85,0.90,-18.14,-24.61
670,23.31,25.17,1.86,0.06,50.87,81.03,32.70,0.90,0.88,-21.27,-23.02
671,24.56,27.39,2.83,0.07,47.31,79.38,34.44,0.88,0.88,-23.19,-23.54
672,27.04,24.61,2.42,0.08,55.85,87.64,34.58,0.94,0.87,-26.92,-21.42
673,25.54,26.64,1.10,0.05,38.90,73.49,36.53,0.88,0.93,-22.92,-24.95
674,20.72,24.24,3.52,0.03,42.91,74.97,34.20,0.86,0.90,-17.63,-22.57
675,27.52,22.83,4.69,0.06,54.74,83.25,31.25,0.89,0.88,-26.13,-20.44
676,23.95,22.57,1.38,0.06,50.83,81.38,33.09,0.90,0.85,-22.80,-18.35
677,24.17,24.15,0.02,0.08,48.08,77.02,31.35,0.91,0.89,-23.58,-21.98
678,24.28,21.20,3.08,0.03,52.84,90.00,39.80,0.88,0.83,-21.02,-15.51
679,26.65,26.52,0.13,0.10,50.10,80.56,32.96,0.90,0.90,-24.28,-24.36
680,23.67,22.67,1.00,0.04,41.77,72.52,32.84,0.92,0.86,-25.10,-18.34
681,23.83,27.29,3.46,0.07,58.95,90.00,34.00,0.88,0.92,-21.14,-26.73
682,23.70,23.37,0.33,0.02,56.85,84.92,30.91,0.90,0.89,-22.31,-23.52
683,25.21,24.09,1.12,0.05,51.69,82.14,33.03,0.90,0.88,-22.61,-23.33
684,25.36,28.59,3.22,0.05,48.95,82.15,35.65,0.87,0.88,-21.77,-24.89
685,26.86,23.75,3.11,0.09,46.55,80.88,36.66,0.90,0.87,-24.86,-19.24
686,27.10,25.54,1.55,0.06,57.21,85.99,31.65,0.91,0.90,-24.46,-24.97
687,24.84,23.36,1.48,0.08,50.65,84.72,36.60,0.90,0.87,-21.77,-20.29
688,24.79,25.74,0.95,0.10,49.78,77.14,29.85,0.87,0.88,-22.56,-23.18
689,28.00,23.59,4.41,0.14,43.79,73.12,31.53,0.89,0.87,-26.15,-19.97
690,23.45,24.29,0.83,0.06,58.85,90.00,34.09,0.84,0.90,-18.16,-24.39
691,27.46,26.07,1.39,0.10,60.08,89.29,32.22,0.89,0.86,-25.53,-22.39
692,25.02,25.54,0.52,0.07,52.17,85.27,35.70,0.88,0.90,-22.21,-23.55
693,24.38,25.04,0.66,0.06,56.09,86.15,32.86,0.87,0.91,-20.96,-24.60
694,26.78,24.56,2.21,0.04,50.04,77.65,30.12,0.92,0.86,-26.48,-22.46
695,24.37,23.32,1.05,0.07,41.58,75.30,35.80,0.85,0.87,-19.10,-20.18
696,28.56,24.14,4.42,0.11,45.91,78.77,35.16,0.91,0.86,-26.67,-20.38
697,22.08,24.70,2.62,0.07,41.70,72.14,32.52,0.88,0.90,-18.36,-24.09
698,21.76,25.40,3.65,0.08,47.86,74.73,29.26,0.84,0.86,-19.35,-22.73
699,25.88,27.25,1.37,0.05,43.86,76.17,34.51,0.89,0.88,-24.21,-23.94
700,27.56,24.41,3.15,0.10,37.56,66.37,30.69,0.89,0.85,-26.33,-20.55
701,27.98,23.56,4.42,0.04,50.85,82.32,34.01,0.92,0.84,-26.90,-19.41
702,23.56,26.57,3.00,0.06,40.81,73.95,35.18,0.86,0.89,-18.63,-24.36
703,24.21,25.23,1.02,0.03,57.51,90.00,35.36,0.84,0.84,-19.30,-21.50
704,25.40,25.08,0.32,0.07,56.26,90.00,36.55,0.91,0.90,-23.87,-22.13
705,27.89,22.70,5.19,0.03,43.04,75.06,34.17,0.93,0.87,-27.08,-20.01
706,26.35,22.13,4.22,0.02,49.59,79.81,32.69,0.85,0.86,-22.99,-18.81
707,23.91,23.60,0.31,0.03,52.10,90.00,40.51,0.87,0.89,-20.66,-20.00
708,23.41,23.72,0.31,0.07,57.62,90.00,35.26,0.89,0.90,-21.34,-22.72
709,23.80,28.27,4.48,0.11,48.94,76.65,30.16,0.81,0.92,-17.98,-28.67
710,25.06,25.85,0.79,0.03,37.34,67.01,31.54,0.88,0.87,-23.02,-23.35
711,26.38,24.56,1.82,0.05,46.94,74.73,30.14,0.91,0.88,-24.91,-23.47
712,25.83,26.46,0.63,0.08,44.42,78.60,36.41,0.88,0.88,-22.54,-22.79
713,24.94,22.35,2.59,0.03,43.23,81.49,40.42,0.91,0.91,-20.75,-20.18
714,24.30,24.20,0.10,0.06,47.25,77.80,32.91,0.87,0.88,-20.88,-21.93
715,24.10,26.16,2.06,0.03,59.04,90.00,33.91,0.86,0.88,-21.53,-22.82
716,26.59,24.25,2.34,0.03,49.70,80.62,33.40,0.90,0.88,-24.20,-22.25
717,25.83,21.13,4.70,0.07,51.73,85.13,35.99,0.91,0.85,-25.56,-15.71
718,23.04,23.03,0.01,0.11,48.78,79.64,33.29,0.91,0.84,-25.10,-16.63
719,24.04,21.54,2.51,0.04,47.56,84.87,39.69,0.86,0.83,-19.60,-16.01
720,27.72,23.13,4.59,0.06,48.53,81.93,35.83,0.88,0.85,-25.45,-17.47
721,25.21,24.52,0.69,0.05,58.80,89.12,33.26,0.86,0.87,-20.29,-21.82
722,23.86,23.02,0.83,0.11,58.40,90.00,34.52,0.91,0.87,-23.75,-18.51
723,24.75,23.01,1.74,0.09,44.95,79.86,37.17,0.84,0.84,-19.18,-17.67
724,25.46,26.23,0.77,0.03,54.51,86.49,34.70,0.91,0.90,-23.62,-25.22
725,28.15,24.68,3.47,0.03,51.82,79.56,30.34,0.91,0.87,-26.94,-21.99
726,26.46,26.59,0.14,0.07,43.10,77.63,36.69,0.88,0.88,-23.48,-21.72
727,26.03,26.98,0.94,0.08,43.58,74.89,33.48,0.86,0.93,-20.55,-28.09
728,24.75,28.83,4.08,0.08,59.21,90.00,33.75,0.86,0.88,-22.63,-24.76
729,22.32,23.78,1.45,0.06,52.24,83.12,33.50,0.87,0.87,-20.20,-21.39
730,24.99,23.64,1.35,0.04,47.50,81.53,36.41,0.90,0.85,-23.69,-18.58
731,26.63,23.00,3.62,0.07,43.38,73.81,32.60,0.90,0.94,-23.03,-23.92
732,26.54,21.58,4.97,0.06,49.36,76.83,29.95,0.90,0.84,-27.79,-17.82
733,24.75,24.39,0.36,0.04,46.12,76.24,32.43,0.88,0.87,-22.20,-21.78
734,20.85,24.78,3.93,0.04,50.98,84.74,36.31,0.78,0.88,-13.48,-23.10
735,26.83,26.08,0.75,0.11,56.33,90.00,36.48,0.85,0.86,-20.91,-22.07
736,25.61,26.00,0.39,0.04,51.68,84.97,35.87,0.82,0.87,-18.65,-23.51
737,27.22,23.84,3.38,0.05,38.12,68.57,32.36,0.93,0.86,-27.41,-18.87
738,24.43,25.95,1.52,0.05,54.15,89.85,38.40,0.87,0.89,-19.84,-23.89
739,24.87,25.60,0.73,0.07,55.18,89.72,37.30,0.88,0.87,-21.98,-21.41
740,24.91,25.49,0.58,0.05,41.70,71.31,31.70,0.89,0.89,-22.43,-23.19
741,24.81,22.52,2.29,0.07,52.03,77.78,28.35,0.89,0.88,-24.15,-21.85
742,25.66,24.88,0.78,0.06,41.58,74.52,35.02,0.89,0.90,-23.04,-23.05
743,26.36,24.07,2.29,0.10,57.08,86.66,32.44,0.92,0.85,-25.97,-18.82
744,25.01,25.39,0.38,0.08,46.49,80.62,36.46,0.92,0.86,-23.96,-20.34
745,23.42,23.94,0.52,0.04,51.34,79.62,30.85,0.87,0.89,-20.55,-23.73
746,26.52,23.81,2.71,0.06,42.04,73.09,33.15,0.91,0.86,-24.86,-20.95
747,23.76,26.06,2.30,0.04,58.28,90.00,34.63,0.87,0.89,-21.91,-22.64
748,25.95,26.39,0.44,0.07,58.76,90.00,34.18,0.87,0.87,-23.34,-22.08
749,24.49,25.66,1.17,0.06,46.92,76.66,32.08,0.90,0.88,-22.50,-22.47
750,27.11,24.28,2.82,0.05,51.73,83.26,34.11,0.92,0.87,-26.83,-20.41
751,23.34,26.70,3.35,0.04,49.29,80.15,33.32,0.84,0.91,-17.81,-28.39
752,24.22,28.03,3.81,0.05,53.76,86.25,35.17,0.86,0.91,-21.51,-25.81
753,26.52,24.41,2.10,0.07,42.40,77.91,37.63,0.90,0.85,-24.50,-18.63
754,23.76,25.75,1.99,0.09,59.80,90.00,33.19,0.85,0.87,-19.28,-22.36
755,25.75,25.29,0.46,0.08,45.07,76.20,33.38,0.86,0.88,-22.27,-23.12
756,23.47,24.78,1.31,0.05,58.53,87.23,31.63,0.89,0.92,-22.17,-23.76
757,25.58,25.06,0.52,0.08,45.64,74.52,31.16,0.89,0.87,-24.07,-21.52
758,25.50,25.24,0.26,0.05,45.54,77.79,34.53,0.91,0.87,-24.46,-21.54
759,23.37,21.91,1.47,0.07,55.72,89.49,36.56,0.90,0.88,-21.45,-18.84
760,26.59,25.22,1.37,0.04,57.08,86.94,32.72,0.91,0.88,-26.08,-22.96
761,26.18,24.50,1.68,0.02,51.31,82.90,34.16,0.87,0.84,-23.38,-19.79
762,23.60,22.67,0.93,0.06,52.18,84.40,34.83,0.90,0.93,-20.18,-22.09
763,22.41,23.23,0.82,0.06,45.89,76.68,33.08,0.89,0.89,-20.83,-21.14
764,26.59,23.70,2.89,0.03,46.69,78.26,33.90,0.87,0.84,-22.61,-21.18
765,24.38,23.97,0.41,0.08,50.97,80.64,32.22,0.91,0.86,-25.21,-20.31
766,23.44,23.77,0.33,0.04,59.14,88.19,32.00,0.91,0.90,-23.08,-22.27
767,19.33,23.47,4.14,0.03,51.25,90.00,41.32,0.83,0.87,-12.10,-19.34
768,21.14,27.63,6.50,0.06,55.69,90.00,37.10,0.82,0.89,-16.24,-23.90
769,26.74,25.55,1.19,0.04,47.47,76.01,30.92,0.89,0.91,-23.61,-25.37
770,25.97,24.84,1.12,0.10,49.80,81.02,33.71,0.87,0.89,-21.65,-22.58
771,23.25,24.66,1.41,0.08,54.53,83.77,31.96,0.92,0.92,-22.97,-23.10
772,24.28,22.64,1.64,0.05,56.62,88.80,35.01,0.88,0.89,-21.62,-21.81
773,24.13,26.36,2.23,0.11,56.25,90.00,36.57,0.86,0.88,-19.60,-22.60
774,22.82,27.56,4.74,0.11,52.42,90.00,40.20,0.86,0.90,-16.66,-23.83
775,25.72,22.81,2.90,0.05,54.15,84.28,32.83,0.91,0.90,-24.41,-21.86
776,25.45,24.00,1.45,0.03,56.07,87.33,34.06,0.90,0.84,-24.03,-19.75
777,22.68,22.14,0.54,0.04,56.01,90.00,36.79,0.89,0.85,-20.85,-18.04
778,22.42,25.15,2.73,0.09,50.83,81.23,32.94,0.87,0.89,-20.88,-21.89
779,21.88,23.83,1.95,0.05,54.37,90.00,38.35,0.86,0.87,-17.78,-19.94
780,24.30,26.60,2.30,0.02,58.35,89.99,34.56,0.85,0.86,-20.57,-22.93
781,24.60,24.09,0.50,0.10,49.45,80.84,33.86,0.90,0.87,-23.96,-20.43
782,26.00,26.51,0.52,0.09,52.51,83.36,33.48,0.91,0.91,-25.03,-23.60
783,22.51,27.09,4.58,0.06,53.23,82.15,31.58,0.84,0.89,-18.03,-25.63
784,27.89,23.50,4.39,0.07,53.90,85.90,34.69,0.90,0.87,-26.53,-19.42
785,24.24,27.64,3.40,0.06,57.84,90.00,35.05,0.84,0.90,-19.30,-26.41
786,25.81,25.65,0.16,0.11,50.84,79.58,31.28,0.89,0.87,-23.78,-22.24
787,28.53,23.11,5.43,0.04,56.46,90.00,36.37,0.89,0.87,-24.63,-19.51
788,22.91,21.17,1.74,0.03,47.77,81.57,36.19,0.88,0.89,-20.43,-19.40
789,23.58,24.39,0.81,0.05,44.23,79.79,37.77,0.90,0.86,-22.42,-19.80
790,22.80,24.77,1.97,0.10,53.52,90.00,39.16,0.89,0.88,-19.91,-19.74
791,24.32,22.88,1.43,0.03,50.29,80.03,32.25,0.89,0.87,-22.50,-21.21
792,22.74,27.90,5.15,0.07,44.17,78.33,36.36,0.87,0.88,-19.36,-23.63
793,22.50,26.95,4.45,0.02,49.91,80.95,33.53,0.88,0.95,-19.84,-27.88
794,25.53,27.16,1.63,0.06,55.05,85.68,33.38,0.84,0.87,-21.47,-24.61
795,26.12,24.16,1.97,0.04,39.99,71.66,33.67,0.88,0.89,-22.30,-22.65
796,25.58,22.85,2.73,0.06,58.47,86.78,31.23,0.91,0.89,-27.16,-21.16
797,26.58,23.18,3.39,0.05,53.76,83.17,32.10,0.86,0.83,-23.48,-18.99
798,23.20,25.22,2.02,0.05,47.60,74.97,29.75,0.90,0.87,-23.45,-22.27
799,25.26,25.80,0.54,0.03,52.89,85.68,35.43,0.90,0.88,-23.81,-23.29
800,25.37,26.50,1.14,0.05,56.68,86.39,32.55,0.85,0.91,-21.13,-26.09
801,23.59,27.60,4.00,0.05,49.44,80.73,33.77,0.84,0.88,-19.59,-24.28
802,27.19,25.19,2.00,0.09,59.40,90.00,33.57,0.91,0.90,-24.48,-23.44
803,23.45,23.53,0.08,0.06,48.40,80.44,34.45,0.88,0.87,-21.03,-20.29
804,28.76,21.97,6.80,0.04,46.15,75.43,31.59,0.89,0.82,-28.96,-15.81
805,24.57,27.54,2.97,0.08,52.86,82.72,32.51,0.87,0.87,-22.01,-23.78
806,22.70,26.28,3.58,0.07,52.43,83.57,33.76,0.87,0.90,-21.01,-23.77
807,23.96,23.96,0.00,0.04,60.62,89.73,32.14,0.85,0.89,-20.18,-22.21
808,25.63,22.55,3.08,0.06,56.00,87.33,34.13,0.89,0.84,-23.67,-16.97
809,24.46,26.11,1.65,0.03,50.07,79.30,31.73,0.89,0.91,-22.01,-25.78
810,21.95,24.32,2.37,0.09,52.62,83.36,33.38,0.85,0.84,-18.81,-19.75
811,22.23,25.45,3.22,0.09,62.57,88.75,29.31,0.82,0.84,-18.21,-21.84
812,26.01,23.92,2.09,0.08,54.77,90.00,37.97,0.87,0.86,-21.06,-20.80
813,25.42,24.80,0.61,0.07,52.43,85.88,36.07,0.90,0.87,-23.72,-20.21
814,25.47,23.47,2.00,0.07,52.49,86.19,36.32,0.90,0.86,-23.95,-19.28
815,25.89,25.99,0.10,0.02,44.31,78.08,35.99,0.87,0.88,-21.45,-24.60
816,28.35,24.98,3.36,0.06,55.85,90.00,36.95,0.90,0.85,-26.24,-19.66
817,25.28,25.13,0.15,0.05,56.43,84.44,30.83,0.90,0.86,-25.06,-22.32
818,24.12,24.87,0.76,0.07,52.28,81.57,31.90,0.87,0.88,-21.02,-23.82
819,25.29,22.06,3.22,0.03,51.02,85.31,36.84,0.88,0.85,-23.18,-17.12
820,23.09,25.11,2.02,0.07,53.85,85.70,34.54,0.85,0.87,-19.52,-21.90
821,21.61,20.96,0.65,0.03,47.15,86.40,41.61,0.84,0.85,-16.14,-16.31
822,24.65,26.17,1.52,0.09,57.44,90.00,35.44,0.91,0.88,-23.29,-22.78
823,24.52,24.44,0.08,0.04,54.29,84.82,33.24,0.89,0.89,-21.71,-23.30
824,25.92,24.05,1.87,0.07,54.45,84.96,33.23,0.86,0.86,-22.78,-22.37
825,24.36,24.78,0.42,0.03,43.82,74.97,33.34,0.88,0.91,-21.22,-24.50
826,26.70,23.97,2.73,0.05,52.69,84.97,34.91,0.92,0.89,-25.59,-21.71
827,23.46,22.45,1.00,0.06,52.79,87.18,37.03,0.87,0.87,-18.90,-19.78
828,22.85,24.14,1.29,0.09,57.19,90.00,35.67,0.87,0.90,-19.03,-22.54
829,23.12,24.66,1.54,0.07,56.25,84.29,30.86,0.90,0.91,-22.20,-23.69
830,24.20,24.48,0.29,0.05,55.40,84.94,32.31,0.88,0.88,-22.74,-21.56
831,26.27,23.91,2.36,0.02,45.30,78.77,35.73,0.88,0.82,-23.71,-18.65
832,22.18,26.49,4.30,0.08,44.40,74.66,32.48,0.86,0.85,-19.84,-22.60
833,24.31,21.98,2.33,0.05,50.86,84.87,36.55,0.88,0.86,-21.44,-19.13
834,22.95,24.70,1.75,0.07,48.86,85.89,39.47,0.80,0.88,-15.02,-22.27
835,23.59,24.41,0.82,0.04,50.08,77.09,29.51,0.88,0.91,-21.42,-25.03
836,26.61,22.89,3.72,0.06,35.69,66.55,32.65,0.90,0.84,-24.44,-18.47
837,24.69,24.96,0.27,0.06,49.25,81.78,35.00,0.87,0.87,-22.04,-21.06
838,27.39,24.46,2.93,0.07,51.32,82.83,34.08,0.90,0.85,-26.14,-19.84
839,25.65,23.56,2.09,0.06,55.95,83.54,30.38,0.90,0.88,-24.63,-21.92
840,25.49,24.64,0.85,0.02,54.93,87.32,35.13,0.87,0.89,-21.79,-24.57
841,24.71,24.58,0.14,0.10,56.63,84.03,30.24,0.90,0.87,-23.13,-22.24
842,26.66,23.05,3.61,0.03,52.36,84.64,34.89,0.86,0.91,-22.82,-23.51
843,25.27,25.48,0.22,0.05,49.07,77.83,31.21,0.89,0.91,-24.33,-24.28
844,25.38,24.09,1.29,0.02,55.04,83.19,30.90,0.85,0.85,-21.65,-22.23
845,22.17,23.32,1.15,0.07,56.11,86.66,33.36,0.89,0.89,-20.60,-20.94
846,25.70,23.34,2.36,0.07,56.46,90.00,36.36,0.91,0.84,-24.72,-17.46
847,22.67,24.09,1.42,0.02,60.10,85.64,28.54,0.87,0.92,-20.08,-25.70
848,27.55,23.06,4.49,0.08,45.61,80.88,37.56,0.87,0.82,-24.08,-16.20
849,26.11,20.30,5.81,0.03,55.88,86.27,33.19,0.89,0.85,-24.76,-17.84
850,26.17,23.46,2.70,0.05,57.46,84.74,30.15,0.91,0.89,-25.31,-22.09
851,24.22,24.40,0.17,0.07,56.19,85.27,31.89,0.88,0.88,-22.16,-21.98
852,23.48,23.16,0.32,0.04,47.43,82.09,37.03,0.90,0.88,-21.56,-19.45
853,23.38,23.11,0.27,0.09,50.83,83.21,34.92,0.83,0.88,-18.08,-20.74
854,24.85,25.58,0.73,0.06,43.35,75.45,34.27,0.90,0.89,-22.81,-22.40
855,21.35,25.85,4.50,0.11,49.39,86.07,39.15,0.84,0.90,-14.90,-24.04
856,25.50,24.52,0.98,0.06,42.64,77.13,36.63,0.91,0.88,-23.90,-20.24
857,25.48,24.64,0.84,0.06,57.19,84.88,30.55,0.90,0.89,-24.13,-22.90
858,24.02,27.52,3.50,0.08,49.49,81.19,34.18,0.86,0.92,-19.95,-26.80
859,24.12,25.18,1.05,0.03,51.84,79.46,30.22,0.90,0.90,-23.09,-24.23
860,24.21,25.12,0.91,0.04,44.66,77.50,35.06,0.84,0.85,-19.96,-21.26
861,26.38,26.18,0.20,0.06,48.72,78.45,32.17,0.87,0.89,-22.62,-24.27
862,22.21,24.83,2.62,0.05,56.31,87.02,33.52,0.88,0.89,-19.92,-22.87
863,25.78,26.18,0.40,0.09,50.31,81.71,33.91,0.87,0.88,-22.87,-23.04
864,25.19,24.19,1.00,0.02,43.40,74.76,33.53,0.89,0.84,-23.07,-20.09
865,21.92,22.21,0.29,0.08,49.45,86.16,39.18,0.88,0.87,-18.96,-18.21
866,25.48,25.23,0.25,0.08,57.70,90.00,35.18,0.85,0.85,-22.02,-20.19
867,26.28,22.70,3.58,0.05,48.22,79.01,33.19,0.89,0.84,-24.59,-18.35
868,21.72,23.56,1.84,0.07,54.58,90.00,38.15,0.86,0.91,-16.67,-21.56
869,25.37,22.51,2.86,0.09,56.24,90.00,36.58,0.89,0.86,-22.75,-17.52
870,23.71,27.03,3.32,0.06,41.94,73.84,34.00,0.84,0.89,-19.17,-24.08
871,26.49,25.67,0.82,0.06,55.64,90.00,37.14,0.89,0.87,-24.04,-21.26
872,24.75,25.70,0.95,0.08,49.63,83.55,36.40,0.86,0.87,-21.40,-21.72
873,23.12,25.62,2.49,0.04,46.04,76.77,33.02,0.87,0.90,-20.57,-24.74
874,25.20,23.81,1.39,0.02,52.80,80.22,30.07,0.89,0.86,-24.22,-21.32
875,25.15,23.71,1.44,0.10,58.52,90.00,34.41,0.88,0.87,-21.90,-20.66
876,26.44,24.74,1.70,0.04,58.87,90.00,34.07,0.92,0.85,-24.99,-21.14
877,27.79,24.99,2.80,0.07,52.18,88.12,38.55,0.90,0.88,-24.82,-20.87
878,25.94,23.87,2.08,0.05,55.42,84.61,31.96,0.89,0.86,-24.93,-20.40
879,21.53,23.95,2.42,0.05,46.17,75.10,31.24,0.86,0.94,-18.07,-25.48
880,24.34,23.47,0.87,0.08,45.31,75.26,32.21,0.89,0.88,-23.43,-20.13
881,23.75,25.18,1.42,0.08,54.01,85.43,34.12,0.88,0.88,-20.22,-22.41
882,24.80,25.43,0.64,0.04,59.39,90.00,33.58,0.90,0.87,-23.55,-22.71
883,27.09,24.80,2.29,0.07,53.33,85.53,34.86,0.88,0.84,-24.04,-19.76
884,24.72,25.77,1.05,0.07,44.30,75.92,33.84,0.87,0.88,-21.69,-22.49
885,24.48,26.32,1.85,0.08,44.22,74.61,32.61,0.89,0.86,-22.76,-22.33
886,26.75,25.08,1.68,0.08,59.74,90.00,33.25,0.92,0.88,-25.23,-22.10
887,27.01,24.42,2.58,0.10,51.08,81.02,32.50,0.89,0.90,-24.63,-22.78
888,24.16,25.09,0.93,0.09,54.94,84.26,32.07,0.89,0.93,-22.15,-24.69
889,24.24,23.27,0.97,0.05,58.38,89.16,33.70,0.88,0.86,-21.34,-20.51
890,27.21,24.73,2.48,0.10,56.82,90.00,36.02,0.89,0.85,-23.99,-20.73
891,25.47,22.33,3.14,0.02,55.55,90.00,37.23,0.88,0.88,-22.38,-19.47
892,25.56,23.42,2.14,0.06,56.00,85.24,32.04,0.91,0.88,-23.61,-22.48
893,25.75,25.11,0.64,0.06,51.37,79.59,30.79,0.89,0.89,-24.64,-23.54
894,27.64,26.02,1.62,0.06,54.98,90.00,37.76,0.88,0.88,-23.76,-22.42
895,26.03,23.73,2.30,0.06,54.35,87.02,35.39,0.90,0.89,-22.98,-21.17
896,26.09,21.27,4.83,0.04,47.27,77.78,32.87,0.91,0.86,-24.87,-18.58
897,23.41,24.99,1.58,0.15,58.37,90.00,34.55,0.88,0.89,-21.82,-22.04
898,25.39,23.16,2.24,0.14,46.09,73.46,29.68,0.91,0.84,-25.12,-18.37
899,26.73,28.32,1.59,0.05,48.10,77.47,31.77,0.86,0.92,-22.86,-28.41
900,24.65,24.94,0.30,0.08,43.96,75.52,33.77,0.85,0.84,-20.59,-19.91
901,28.44,26.82,1.62,0.06,46.82,77.54,33.06,0.90,0.87,-26.30,-24.19
902,23.91,24.88,0.97,0.11,44.09,76.84,34.96,0.89,0.87,-21.42,-20.79
903,24.66,23.16,1.50,0.06,51.60,83.21,34.19,0.88,0.90,-21.76,-22.24
904,25.36,26.94,1.59,0.10,47.40,77.75,32.72,0.86,0.88,-21.39,-23.39
905,26.11,23.77,2.34,0.02,49.10,77.81,31.16,0.85,0.87,-23.61,-21.52
906,25.16,25.94,0.78,0.07,49.27,80.26,33.46,0.90,0.90,-22.87,-24.23
907,24.34,24.33,0.01,0.04,60.24,90.00,32.77,0.89,0.90,-22.61,-23.27
908,25.54,24.79,0.75,0.02,54.43,86.01,34.31,0.85,0.89,-21.77,-23.51
909,27.75,23.06,4.70,0.07,56.60,82.55,28.78,0.91,0.85,-26.43,-20.73
910,26.41,25.56,0.85,0.02,49.65,85.76,38.59,0.86,0.87,-20.73,-23.37
911,23.67,26.28,2.61,0.08,40.64,66.93,28.32,0.86,0.89,-20.62,-25.96
912,24.54,25.48,0.95,0.04,48.85,80.40,33.99,0.88,0.88,-21.66,-22.68
913,24.29,27.44,3.16,0.05,48.84,78.12,31.72,0.86,0.89,-21.39,-26.05
914,26.62,25.91,0.72,0.05,31.62,63.06,33.02,0.86,0.85,-23.14,-20.41
915,27.03,23.92,3.11,0.10,50.75,84.89,36.68,0.88,0.87,-23.15,-20.24
916,25.91,23.50,2.41,0.06,51.51,84.79,35.86,0.88,0.82,-22.81,-17.75
917,23.53,24.37,0.83,0.06,49.05,81.04,34.44,0.88,0.90,-20.62,-22.91
918,26.20,25.31,0.89,0.05,57.68,85.55,30.76,0.88,0.92,-21.72,-26.40
