,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,s_1,s_2
725,22.60,22.28,0.32,0.04,57.29,90.00,35.57,24.83,25.24
726,23.93,24.06,0.13,0.03,57.56,90.00,35.31,27.21,27.60
727,23.21,22.80,0.41,0.04,58.60,90.00,34.33,25.51,26.12
728,25.43,24.68,0.75,0.03,56.91,90.00,35.93,28.61,28.63
729,25.65,23.75,1.90,0.03,57.63,90.00,35.25,27.96,26.97
730,24.03,24.59,0.56,0.01,57.51,87.11,32.48,27.75,28.54
731,23.11,23.95,0.83,0.04,57.47,90.00,35.40,25.71,26.80
732,24.00,23.67,0.32,0.05,64.00,90.00,29.20,28.08,26.60
733,25.29,23.90,1.40,0.03,56.70,90.00,36.14,28.20,27.63
734,24.22,23.17,1.05,0.04,61.18,90.00,31.88,27.56,25.63
735,24.45,24.22,0.23,0.03,57.34,90.00,35.52,26.92,26.84
736,25.00,24.92,0.08,0.03,60.56,90.00,32.47,28.19,28.25
737,23.31,24.33,1.02,0.05,58.79,90.00,34.14,26.91,28.54
738,27.63,25.98,1.64,0.07,58.75,90.00,34.19,29.32,28.04
739,24.53,24.26,0.27,0.06,57.39,90.00,35.48,26.27,27.77
740,26.31,25.80,0.50,0.07,64.85,90.00,28.39,29.03,29.84
741,22.62,24.58,1.96,0.06,46.76,90.00,45.58,23.51,24.67
742,22.19,24.09,1.91,0.04,58.90,90.00,34.05,24.18,27.07
743,24.44,24.34,0.10,0.05,50.88,90.00,41.66,25.03,25.61
744,23.39,23.11,0.28,0.03,55.47,90.00,37.30,25.10,26.11
745,26.33,25.83,0.49,0.04,54.93,90.00,37.81,28.20,28.73
746,25.83,26.71,0.88,0.07,61.40,90.00,31.67,28.74,30.55
747,21.01,20.82,0.19,0.03,62.10,90.00,31.01,26.72,25.91
748,21.24,22.84,1.61,0.02,60.04,90.00,32.96,24.94,26.93
749,25.09,21.60,3.49,0.02,55.28,90.00,37.48,28.82,22.93
750,17.83,25.00,7.17,0.01,50.05,90.00,42.45,18.12,27.52
751,23.58,23.82,0.24,0.06,57.98,90.00,34.92,25.69,26.38
752,26.32,24.18,2.13,0.05,54.44,90.00,38.28,28.15,25.89
753,24.02,25.49,1.48,0.05,58.00,90.00,34.90,26.29,28.26
754,24.44,24.22,0.22,0.04,57.61,90.00,35.27,26.48,26.90
755,24.43,23.90,0.54,0.00,53.66,90.00,39.02,27.13,26.40
756,24.27,25.57,1.30,0.05,58.68,90.00,34.25,27.21,27.88
757,24.74,23.02,1.72,0.08,56.33,90.00,36.48,27.74,24.69
758,26.30,25.81,0.49,0.06,58.47,90.00,34.46,29.22,29.44
759,26.08,25.19,0.89,0.05,63.02,90.00,30.13,29.66,28.21
760,24.48,24.53,0.05,0.04,57.69,90.00,35.20,28.45,26.95
761,24.74,25.22,0.48,0.08,57.26,90.00,35.61,27.07,27.64
762,24.12,24.30,0.18,0.04,60.92,90.00,32.12,27.23,27.72
763,23.75,25.29,1.54,0.09,58.58,90.00,34.35,25.92,26.45
764,23.11,21.52,1.60,0.05,52.21,90.00,40.40,26.26,23.36
765,24.73,25.38,0.65,0.07,59.18,90.00,33.78,27.64,28.93
766,24.67,24.67,0.01,0.04,58.61,90.00,34.32,27.81,27.42
767,24.95,24.00,0.95,0.05,59.42,90.00,33.55,27.12,26.82
768,23.69,24.97,1.28,0.02,56.76,90.00,36.08,26.35,28.43
769,24.51,24.86,0.35,0.04,51.99,90.00,40.61,26.05,25.96
770,24.87,23.77,1.10,0.04,55.64,90.00,37.14,28.03,25.45
771,23.09,22.30,0.79,0.05,61.41,90.00,31.66,28.27,26.18
772,26.82,26.83,0.01,0.05,57.03,90.00,35.82,28.86,29.23
773,24.56,22.91,1.65,0.04,60.22,90.00,32.79,26.97,26.11
774,20.78,25.00,4.22,0.04,59.67,90.00,33.31,23.54,28.68
775,23.55,24.20,0.65,0.03,55.16,90.00,37.60,26.49,25.83
776,26.69,25.87,0.83,0.06,55.61,90.00,37.17,29.14,28.21
777,16.75,25.66,8.90,0.06,57.05,90.00,35.80,17.89,30.42
778,26.84,25.72,1.13,0.08,60.34,90.00,32.68,29.35,28.41
779,24.58,23.65,0.92,0.04,56.60,90.00,36.23,26.57,26.76
780,24.61,23.77,0.83,0.10,59.85,90.00,33.15,28.45,26.66
781,18.93,20.78,1.85,0.02,59.84,90.00,33.15,22.41,24.61
782,25.75,23.52,2.22,0.06,59.79,90.00,33.20,29.34,26.53
783,18.46,14.23,4.23,0.03,48.81,90.00,43.63,20.21,13.94
784,25.75,24.69,1.06,0.03,57.14,84.44,30.16,29.47,28.32
785,23.12,22.92,0.21,0.02,56.44,90.00,36.38,26.82,26.31
786,24.39,23.75,0.64,0.03,60.90,90.00,32.15,28.59,26.94
787,23.95,25.20,1.25,0.03,56.99,90.00,35.86,26.01,27.92
788,23.68,23.86,0.19,0.09,63.48,90.00,29.69,27.75,27.56
789,18.91,22.74,3.83,0.03,58.11,90.00,34.79,21.42,25.99
790,24.97,23.03,1.94,0.03,65.03,90.00,28.22,28.84,26.82
791,22.45,23.07,0.62,0.07,56.31,90.00,36.51,25.17,25.55
792,26.92,24.00,2.92,0.08,59.97,90.00,33.02,30.65,26.49
793,23.85,24.14,0.28,0.05,58.79,90.00,34.15,26.53,27.09
794,23.58,23.37,0.21,0.04,55.13,90.00,37.63,25.78,25.65
795,24.95,24.06,0.90,0.06,57.18,90.00,35.68,27.43,27.01
796,22.43,23.46,1.02,0.03,62.51,90.00,30.62,25.91,27.99
797,22.45,21.54,0.91,0.03,52.38,90.00,40.24,23.59,23.97
798,22.09,25.42,3.34,0.04,57.56,90.00,35.32,23.71,27.60
799,25.08,24.92,0.16,0.05,61.73,90.00,31.36,28.63,28.14
800,25.32,25.77,0.45,0.04,57.66,90.00,35.22,26.94,28.19
801,24.26,22.78,1.49,0.05,58.73,90.00,34.21,27.61,26.49
802,23.50,24.31,0.81,0.04,54.59,90.00,38.14,25.73,26.13
803,21.87,23.89,2.03,0.04,54.80,90.00,37.94,23.26,26.45
804,25.69,24.97,0.72,0.03,56.99,90.00,35.86,28.08,27.48
805,23.92,20.93,3.00,0.03,55.70,90.00,37.09,27.64,23.56
806,22.73,24.48,1.76,0.02,62.84,90.00,30.30,26.95,28.82
807,21.08,24.01,2.93,0.04,51.60,90.00,40.98,23.13,26.03
808,20.82,23.01,2.19,0.06,55.12,90.00,37.64,23.65,26.04
809,23.34,23.69,0.34,0.06,58.62,90.00,34.31,26.09,25.99
810,28.98,29.19,0.20,0.09,56.03,90.00,36.77,30.43,30.20
811,25.43,26.76,1.33,0.07,52.90,90.00,39.75,26.35,27.77
812,23.00,23.84,0.85,0.05,56.81,90.00,36.03,25.92,25.79
813,25.65,25.18,0.47,0.05,58.15,90.00,34.76,29.37,28.94
814,23.92,26.11,2.19,0.07,55.34,90.00,37.42,25.11,28.53
815,25.34,24.13,1.20,0.04,61.25,90.00,31.81,27.95,28.08
816,25.15,24.98,0.17,0.06,56.96,90.00,35.89,28.01,27.18
817,25.00,24.51,0.49,0.04,62.91,90.00,30.24,28.64,27.46
818,22.58,22.99,0.40,0.06,59.48,90.00,33.49,25.88,27.52
819,23.65,24.78,1.12,0.05,53.53,90.00,39.14,24.87,26.24
820,19.94,18.07,1.87,0.05,49.89,90.00,42.61,21.26,18.72
821,24.10,25.76,1.66,0.08,57.18,90.00,35.67,25.98,28.32
822,23.19,24.84,1.65,0.07,57.44,89.84,35.27,26.15,26.70
823,24.24,24.68,0.44,0.04,59.82,90.00,33.17,26.68,28.32
824,25.59,22.77,2.82,0.05,52.33,90.00,40.28,26.21,23.94
825,25.55,26.28,0.73,0.05,58.48,90.00,34.45,28.14,29.64
826,22.75,23.83,1.08,0.02,58.90,90.00,34.05,27.38,28.17
827,18.15,23.45,5.30,0.05,48.18,90.00,44.23,18.75,24.72
828,23.98,24.62,0.64,0.03,64.30,90.00,28.92,28.42,29.16
829,25.78,25.96,0.17,0.07,55.26,90.00,37.50,26.64,28.77
830,26.33,26.62,0.30,0.06,57.62,90.00,35.26,27.60,28.76
831,25.17,24.91,0.25,0.03,50.97,90.00,41.58,27.04,26.83
832,21.84,21.35,0.49,0.00,56.57,90.00,36.26,25.15,24.57
833,23.72,23.17,0.56,0.02,63.86,90.00,29.33,28.01,27.92
834,25.32,25.46,0.14,0.02,56.95,90.00,35.90,27.52,28.06
835,21.92,23.74,1.82,0.05,56.00,90.00,36.80,24.35,26.23
836,21.35,22.84,1.49,0.02,52.31,90.00,40.30,24.01,25.16
837,22.98,24.34,1.36,0.07,61.52,90.00,31.55,24.76,27.76
838,23.70,25.41,1.72,0.03,60.94,90.00,32.11,27.16,27.94
839,22.68,21.06,1.62,0.07,53.70,90.00,38.99,24.76,21.36
840,22.49,22.32,0.17,0.04,58.16,90.00,34.75,25.08,25.84
841,23.59,24.29,0.69,0.02,57.39,90.00,35.48,26.83,26.55
842,21.89,25.96,4.07,0.04,56.55,90.00,36.27,23.36,28.12
843,24.75,23.59,1.16,0.05,58.43,90.00,34.49,27.98,25.73
844,22.86,24.82,1.95,0.06,58.52,90.00,34.41,22.92,28.59
845,25.20,22.80,2.39,0.05,57.18,90.00,35.68,28.28,23.92
846,24.38,23.88,0.50,0.06,52.91,90.00,39.74,25.71,24.77
847,23.99,22.36,1.63,0.05,55.22,90.00,37.54,27.23,24.98
848,24.14,24.16,0.01,0.05,56.50,90.00,36.33,28.12,27.05
849,26.12,24.11,2.01,0.01,62.04,90.00,31.07,30.56,28.07
850,24.50,25.05,0.55,0.05,53.77,90.00,38.92,25.98,27.10
851,24.49,22.89,1.60,0.03,49.09,90.00,43.36,26.57,25.41
852,25.71,24.56,1.15,0.05,58.68,90.00,34.26,29.55,28.22
853,20.54,24.73,4.19,0.03,56.53,90.00,36.29,22.46,27.12
854,26.60,24.96,1.64,0.07,62.26,90.00,30.85,29.40,27.38
855,21.85,21.80,0.05,0.05,60.90,90.00,32.14,24.99,26.14
856,23.24,21.48,1.75,0.02,57.71,90.00,35.17,26.42,23.41
857,25.26,23.88,1.37,0.06,64.18,90.00,29.03,28.75,27.43
858,22.59,23.47,0.88,0.04,58.89,90.00,34.06,26.24,26.48
859,24.43,26.00,1.57,0.04,60.86,90.00,32.19,28.93,30.16
860,24.23,23.14,1.09,0.11,54.74,90.00,38.00,25.07,23.82
861,25.32,24.99,0.33,0.07,59.09,90.00,33.87,27.57,28.45
862,24.75,23.99,0.75,0.04,63.32,90.00,29.84,27.90,28.30
863,27.96,26.71,1.25,0.11,52.96,90.00,39.69,27.96,26.82
864,22.90,27.88,4.98,0.12,51.75,90.00,40.84,22.58,28.74
865,23.92,24.10,0.18,0.05,57.69,90.00,35.19,27.38,26.73
866,26.35,27.60,1.24,0.08,58.35,90.00,34.57,28.83,30.08
867,23.22,23.32,0.11,0.06,60.71,90.00,32.33,26.98,27.48
868,24.04,24.29,0.25,0.04,59.86,90.00,33.13,27.00,27.03
869,23.60,22.48,1.12,0.07,54.66,90.00,38.08,25.43,24.21
870,23.73,24.02,0.30,0.05,54.18,90.00,38.53,26.12,26.01
871,24.23,24.14,0.09,0.04,62.04,90.00,31.06,29.11,28.88
872,25.81,26.22,0.41,0.08,54.82,90.00,37.92,27.71,28.10
873,24.68,21.83,2.85,0.02,54.37,90.00,38.35,27.96,24.03
874,25.99,25.40,0.59,0.05,56.50,90.00,36.32,28.04,28.33
875,23.91,21.68,2.23,0.03,57.16,90.00,35.70,27.50,23.46
876,25.55,25.11,0.44,0.04,59.03,90.00,33.92,28.16,27.62
877,23.28,22.70,0.58,0.02,62.52,90.00,30.61,26.89,27.49
878,26.05,22.50,3.55,0.05,57.45,90.00,35.42,28.99,23.37
879,23.48,24.69,1.22,0.03,59.11,90.00,33.85,26.91,28.57
880,25.60,24.09,1.51,0.07,57.28,90.00,35.58,27.48,26.57
881,22.69,24.28,1.58,0.05,51.08,90.00,41.47,23.62,24.95
882,24.44,23.47,0.97,0.01,56.55,90.00,36.28,27.04,26.06
883,25.07,23.94,1.13,0.08,56.63,90.00,36.20,27.29,26.11
884,25.04,22.60,2.44,0.03,58.59,90.00,34.34,27.53,25.07
885,23.25,23.35,0.11,0.03,56.58,90.00,36.25,26.41,26.63
886,26.42,25.03,1.39,0.04,56.85,90.00,35.99,28.02,27.79
887,23.83,24.88,1.04,0.05,56.25,90.00,36.56,25.63,27.18
888,25.60,26.60,1.00,0.07,61.31,90.00,31.75,29.04,28.69
889,25.30,24.03,1.27,0.04,62.15,90.00,30.96,28.31,27.57
890,19.44,22.94,3.50,0.04,56.02,90.00,36.78,20.62,26.70
891,25.11,25.44,0.33,0.06,60.75,90.00,32.28,28.44,29.22
892,23.65,22.55,1.10,0.03,57.77,90.00,35.12,26.52,26.66
893,24.12,21.67,2.45,0.03,54.51,90.00,38.22,26.27,23.47
894,22.79,25.03,2.25,0.06,56.18,90.00,36.63,24.78,27.00
895,22.81,24.01,1.20,0.09,57.12,90.00,35.74,25.50,26.30
896,25.77,26.87,1.10,0.05,58.02,90.00,34.88,28.72,30.52
897,25.67,21.90,3.77,0.07,54.66,90.00,38.07,28.39,22.11
898,25.01,23.55,1.46,0.04,54.54,90.00,38.19,27.48,26.96
899,24.08,24.39,0.31,0.04,54.49,90.00,38.23,26.24,25.92
900,23.85,24.04,0.19,0.05,52.81,90.00,39.83,26.45,26.56
901,21.21,24.45,3.24,0.05,52.11,90.00,40.49,22.32,26.74
902,25.16,25.31,0.15,0.02,60.81,90.00,32.23,28.51,29.26
903,24.89,22.75,2.13,0.05,57.19,90.00,35.67,28.46,25.57
904,22.50,22.50,0.01,0.05,55.46,90.00,37.32,25.00,25.21
905,24.34,20.93,3.41,0.04,57.65,90.00,35.24,28.05,24.01
906,23.30,23.43,0.13,0.02,56.45,90.00,36.37,26.00,26.19
907,23.93,24.36,0.43,0.07,55.44,90.00,37.33,26.62,26.37
908,20.86,26.16,5.30,0.03,55.65,90.00,37.13,22.59,28.89
909,24.12,23.87,0.25,0.03,56.17,90.00,36.64,26.81,26.20
910,22.38,23.24,0.86,0.03,56.09,90.00,36.72,24.57,25.78
911,24.39,25.40,1.00,0.03,57.96,90.00,34.93,26.97,28.76
912,23.67,22.78,0.89,0.06,61.67,90.00,31.41,25.45,26.69
913,24.75,23.88,0.86,0.03,60.84,90.00,32.20,27.90,27.01
914,23.99,20.57,3.42,0.02,61.37,90.00,31.69,28.66,23.08
915,23.93,22.96,0.97,0.05,52.46,90.00,40.17,26.08,23.72
916,24.37,25.60,1.24,0.06,62.53,90.00,30.59,27.01,29.49
917,24.13,20.27,3.86,0.02,60.66,90.00,32.37,27.44,22.92
918,22.63,23.42,0.79,0.06,57.79,90.00,35.10,24.96,26.41
919,22.74,22.88,0.14,0.05,50.80,90.00,41.74,24.77,24.73
920,25.58,25.71,0.13,0.04,64.23,90.00,28.98,30.24,29.97
921,25.22,25.86,0.64,0.02,57.82,89.05,34.12,28.90,29.87
922,25.69,25.25,0.44,0.04,63.30,90.00,29.87,30.35,29.63
923,27.62,26.26,1.36,0.06,54.01,90.00,38.69,28.80,28.11
924,23.30,23.68,0.38,0.01,61.35,90.00,31.71,26.81,27.15
925,25.03,22.61,2.42,0.02,56.49,90.00,36.34,28.12,25.61
926,24.73,25.98,1.25,0.15,51.99,90.00,40.61,25.44,25.76
927,24.19,22.69,1.50,0.02,58.26,90.00,34.65,27.58,25.03
928,23.77,24.94,1.17,0.04,52.08,90.00,40.53,26.56,26.58
929,24.02,23.21,0.81,0.04,56.45,90.00,36.38,26.66,25.39
930,24.86,26.03,1.17,0.07,52.59,90.00,40.04,27.01,27.59
931,24.97,24.30,0.67,0.04,56.13,90.00,36.68,27.43,27.38
932,20.24,24.61,4.37,0.01,54.19,90.00,38.52,23.05,27.97
933,25.79,23.43,2.36,0.06,61.30,90.00,31.77,28.93,26.38
934,25.15,25.55,0.40,0.06,55.88,90.00,36.91,26.81,27.07
935,24.59,23.47,1.12,0.03,57.42,90.00,35.46,27.12,26.08
936,21.82,24.02,2.20,0.05,60.04,90.00,32.96,25.91,26.62
937,27.15,25.73,1.42,0.03,57.40,90.00,35.47,29.91,28.62
938,25.25,26.10,0.85,0.05,58.08,90.00,34.82,29.04,28.49
939,25.45,24.73,0.71,0.05,49.35,90.00,43.12,25.97,24.75
940,24.41,25.03,0.62,0.04,60.34,90.00,32.67,28.28,28.75
941,21.95,24.00,2.06,0.05,59.22,90.00,33.75,23.92,27.43
942,23.98,23.31,0.67,0.05,62.54,90.00,30.58,28.47,26.95
943,24.48,24.77,0.28,0.03,54.00,90.00,38.70,26.41,26.45
944,22.28,24.34,2.07,0.07,54.72,90.00,38.01,25.32,26.33
945,23.49,23.95,0.46,0.03,58.32,90.00,34.60,26.28,26.71
946,23.59,23.30,0.28,0.05,60.19,86.32,29.13,28.41,28.08
947,24.56,23.81,0.74,0.03,57.45,90.00,35.43,27.66,26.95
948,23.46,24.19,0.73,0.03,59.58,90.00,33.40,27.33,28.14
949,23.56,22.49,1.06,0.03,60.24,90.00,32.77,26.83,26.50
950,24.62,23.92,0.69,0.05,54.38,90.00,38.34,27.19,26.15
951,23.31,23.49,0.18,0.03,63.48,90.00,29.69,27.55,27.85
952,25.79,25.88,0.09,0.03,54.36,90.00,38.36,27.50,27.96
953,24.55,24.52,0.04,0.02,58.66,90.00,34.27,27.66,27.98
954,24.42,23.27,1.15,0.03,60.49,90.00,32.54,28.01,26.88
955,23.51,25.27,1.76,0.06,59.94,90.00,33.05,27.19,28.94
956,23.29,22.83,0.46,0.05,54.80,90.00,37.94,24.57,24.71
957,25.64,22.06,3.58,0.06,49.99,90.00,42.51,27.47,24.60
958,25.14,22.62,2.53,0.06,57.51,90.00,35.37,27.25,25.33
959,26.50,25.91,0.60,0.08,56.76,90.00,36.08,28.39,27.34
960,24.90,24.82,0.08,0.06,53.48,90.00,39.20,27.09,26.17
961,25.81,24.97,0.84,0.06,59.36,90.00,33.61,28.53,28.83
962,24.40,26.77,2.36,0.07,54.39,90.00,38.33,26.66,26.76
963,25.69,23.67,2.03,0.05,59.23,90.00,33.73,27.86,26.82
964,24.90,25.43,0.53,0.06,57.13,90.00,35.73,28.22,27.62
965,24.67,24.32,0.35,0.02,60.88,90.00,32.16,27.58,27.74
966,21.51,23.44,1.94,0.03,58.33,90.00,34.58,24.77,26.68
967,24.77,24.53,0.23,0.02,59.08,90.00,33.88,27.91,28.47
968,24.34,23.63,0.71,0.02,60.31,90.00,32.71,28.60,26.85
969,22.42,22.25,0.17,0.03,53.57,90.00,39.10,25.46,24.79
970,24.23,25.31,1.07,0.01,57.11,90.00,35.74,25.89,27.60
971,24.14,21.81,2.33,0.03,54.48,90.00,38.24,26.82,23.27
972,23.26,22.75,0.51,0.01,57.64,90.00,35.25,26.56,25.97
973,25.73,25.62,0.12,0.04,56.41,90.00,36.41,28.74,28.52
974,20.04,24.21,4.17,0.03,54.91,90.00,37.84,22.14,27.34
975,23.25,23.91,0.67,0.05,57.96,90.00,34.94,25.75,27.14
976,24.27,25.33,1.06,0.03,61.44,89.77,31.40,28.53,29.07
977,23.86,25.38,1.52,0.05,60.74,90.00,32.30,27.36,28.60
978,26.35,25.68,0.66,0.03,58.92,90.00,34.03,30.63,28.89
979,23.43,24.19,0.75,0.06,58.37,90.00,34.55,25.63,26.70
980,23.33,20.70,2.63,0.03,57.40,90.00,35.47,26.96,23.73
981,23.34,24.81,1.47,0.04,56.22,90.00,36.59,26.12,27.62
982,26.14,25.21,0.93,0.04,57.56,90.00,35.32,28.46,28.59
983,24.20,21.22,2.99,0.04,57.92,90.00,34.97,27.92,23.24
984,23.95,24.08,0.12,0.03,48.51,90.00,43.92,23.41,26.17
985,16.54,22.53,5.99,0.04,52.35,90.00,40.27,18.85,25.07
986,23.26,23.71,0.45,0.08,59.28,90.00,33.69,26.08,25.43
987,24.81,22.91,1.90,0.05,63.43,90.00,29.74,27.67,26.41
988,24.99,24.44,0.55,0.05,62.32,90.00,30.79,28.89,28.16
989,22.58,24.32,1.74,0.05,62.65,90.00,30.48,26.64,28.35
990,19.83,24.74,4.91,0.04,53.34,90.00,39.33,20.19,27.61
991,24.65,23.45,1.20,0.04,56.06,90.00,36.75,27.17,25.36
992,22.55,24.19,1.63,0.06,58.30,90.00,34.62,25.67,26.64
993,25.00,24.14,0.86,0.07,54.04,90.00,38.66,26.22,26.25
994,25.40,24.61,0.79,0.05,60.02,90.00,32.99,27.89,28.50
995,24.74,24.83,0.09,0.02,54.79,90.00,37.95,28.37,27.52
996,25.07,25.58,0.50,0.02,55.65,90.00,37.14,28.32,27.87
997,24.85,24.35,0.50,0.05,60.26,90.00,32.75,27.44,27.64
998,25.06,22.40,2.66,0.07,50.57,90.00,41.96,25.99,22.64
999,25.97,25.65,0.32,0.04,53.88,90.00,38.81,28.64,27.42
